Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 800
1 798
2 810
3 806
4 797
5 787
6 799
7 808
8 796
9 803
10 812
11 794
12 803
13 799
14 799
15 799
16 786
17 783
18 794
19 780
20 780
21 789
22 775
23 753
24 772
25 785
26 780
27 768
28 795
29 770
30 769
31 776
32 773
33 776
34 783
35 785
36 778
37 799
38 788
39 782
40 782
41 784
42 784
43 774
44 784
45 781
46 775
47 775
48 751
49 752
50 749
51 754
52 756
53 753
54 744
55 768
56 746
57 758
58 763
59 741
60 753
61 751
62 764
63 756
64 804
65 803
66 812
67 802
68 817
69 791
70 808
71 816
72 815
73 814
74 799
75 798
76 804
77 799
78 802
79 808
80 800
81 795
82 803
83 797
84 804
85 795
86 803
87 809
88 800
89 806
90 794
91 797
92 796
93 772
94 800
95 807
96 755
97 726
98 750
99 759
100 735
101 740
102 751
103 760
104 764
105 759
106 764
107 759
108 756
109 723
110 757
111 768
112 991
113 729
114 750
115 737
116 745
117 741
118 937
119 735
120 738
121 730
122 731
123 724
124 750
125 751
126 739
127 740
