Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  133.9  6.2  -5.9  5.8  243.4  126.4  0.5  2.5  0.5  1.7  6005  15.8054  6008  14.0189 
 1  133.5  1.5  -3.4  1.3  11.9  127.4  1.6  2.7  1.0  3.3  3280  14.6538  3238  14.6874 
 2  120.1  3.4  6.0  2.8  66.5  124.4  3.2  -1.0  2.7  53.4  574  15.0071  553  15.0312 
 3  137.9  2.6  -4.5  2.3  42.4  129.0  2.6  -1.0  2.4  43.4  4233  15.0845  4240  14.7674 
 4  133.3  1.9  -7.3  2.0  32.8  125.1  0.7  0.9  0.7  4.2  4527  13.5367  4612  13.4226 
 5  131.8  3.7  -0.7  2.6  53.9  129.6  1.8  -2.1  1.3  10.9  6030  14.0649  6060  13.9684 
 6  127.0  1.6  1.3  1.3  13.4  132.4  1.2  -1.1  0.9  6.2  0 0 0 0
 7  132.1  3.0  -3.0  3.7  110.1  123.5  8.5  1.3  8.7  343.0  288  13.9452  274  14.2077 
 8  140.2  3.6  -3.9  2.4  44.4  130.4  2.1  1.4  1.5  15.4  0 0 0 0
 9  132.6  2.1  -2.7  1.8  22.0  131.8  2.2  1.5  1.8  23.6  4668  15.7816  4680  14.7159 
 10  127.7  2.4  -4.3  2.6  51.4  129.3  1.8  -1.9  1.9  26.9  6122  14.08  6100  14.23 
 11  117.5  5.2  3.9  4.1  128.4  122.7  2.7  3.0  2.0  31.4  0 0 0 0
 12  123.4  3.4  1.0  2.2  35.8  126.5  2.4  0.9  1.6  17.6  0 0 0 0
 13  125.2  3.5  1.7  2.2  36.1  131.2  2.5  -2.9  1.6  16.7  6039  14.9434  6022  15.1086 
 14  138.7  5.2  -7.4  4.3  129.8  134.9  5.8  -2.3  4.5  147.8  0 0 0 0
 15  128.7  2.8  -0.2  2.6  51.2  124.5  1.7  2.1  1.6  19.2  1210  14.4339  1194  15.001 
 16  115.1  10.0  17.7  12.0  1217.8  115.5  3.9  4.5  5.1  201.9  4613  14.5098  4697  14.6478 
 17  124.3  4.9  4.5  6.2  280.5  134.8  3.8  -3.1  4.5  162.8  1188  14.555  1200  14.5971 
 18  124.8  2.2  0.5  2.3  41.2  129.8  4.0  -0.1  4.1  131.7  401  13.999  379  15.2226 
 19  127.7  2.2  3.1  2.0  31.3  129.5  0.6  0.3  0.6  2.5  0 0 0 0
 20  130.6  8.0  1.3  6.3  320.8  117.6  4.9  3.2  4.0  114.6  615  13.8944  607  14.3833 
 21  123.3  2.8  1.0  3.1  78.6  135.8  1.1  7.6  1.0  9.5  4145  15.1851  4190  14.762 
 22  123.0  2.2  3.1  2.0  33.2  129.7  3.0  2.4  2.6  52.7  230  13.7836  266  15.11 
 23  129.9  3.8  3.0  2.7  55.8  137.0  2.1  -4.5  1.5  16.7  0 0 0 0
 24  134.1  2.0  -2.9  2.5  48.9  136.3  4.6  -2.0  5.8  251.5  6067  14.6183  6070  14.6767 
 25  130.0  3.0  -2.5  4.1  137.0  129.6  3.3  1.2  4.6  169.0  5730  15.1662  5708  14.5677 
 26  130.3  3.2  -3.1  3.2  78.7  132.8  1.8  2.0  1.7  22.9  232  13.6321  251  13.8951 
 27  132.6  3.3  -3.2  2.8  55.5  129.1  4.9  -0.4  4.2  125.4  6034  14.8412  6044  14.8066 
 28  130.8  1.2  0.3  1.4  16.2  130.6  2.8  -1.8  3.4  92.9  1311  14.3467  1281  15.0975 
 29  130.0  2.5  -1.5  1.8  23.1  129.5  5.2  5.6  3.5  89.8  0 0 0 0
 30  136.3  5.9  -5.7  4.6  83.4  122.0  4.1  3.7  2.8  50.8  0 0 0 0
 31  128.4  3.2  1.2  3.0  68.9  119.5  6.7  2.7  6.6  319.9  4829  14.7054  4873  14.4327 
 32  126.5  2.5  0.3  2.2  37.2  119.4  2.3  1.0  2.1  31.3  0 0 0 0
 33  120.8  2.9  3.8  3.9  126.5  121.1  2.1  1.9  2.8  62.9  0 0 0 0
 34  120.1  3.6  -0.5  5.5  254.0  119.4  2.9  1.4  4.3  144.0  398  13.6307  401  12.3313 
 35  125.1  4.5  2.7  4.2  136.5  121.0  4.5  0.2  4.3  107.9  0 0 0 0
 36  120.4  3.4  5.2  5.6  79.5  123.3  2.0  2.9  3.7  50.1  1292  12.9803  1358  13.0323 
 37  124.1  3.0  1.1  5.4  244.7  133.4  5.4  -12.1  10.1  487.0  5931  13.6669  5883  13.643 
 38  119.2  4.8  6.2  7.3  416.0  144.4  11.1  -20.9  17.7  1421.6  1091  13.3979  1135  12.7968 
 39  130.4  2.1  -1.8  2.4  44.8  124.5  2.5  -7.9  3.0  64.3  549  13.3873  551  12.2663 
 40  127.3  1.9  0.7  2.4  44.7  122.9  1.5  -0.4  2.0  30.4  0 0 0 0
 41  129.4  1.8  -7.1  1.5  15.5  130.6  6.7  -0.2  5.2  190.1  0 0 0 0
 42  125.8  2.8  4.6  3.7  115.9  118.6  5.0  7.8  6.6  382.3  0 0 0 0
 43  119.9  1.6  2.8  2.0  32.7  119.1  1.2  2.2  1.5  16.9  0 0 0 0
 44  125.1  1.9  -0.7  2.0  30.1  121.1  2.9  4.1  3.1  77.1  0 0 0 0
 45  129.6  4.3  -6.2  5.7  258.0  125.0  1.6  -2.6  2.2  40.1  5866  14.4637  5891  13.8933 
 46  122.7  2.7  -1.9  3.4  92.3  122.0  2.5  -0.6  3.1  76.2  4884  14.5854  4943  13.5134 
 47  119.7  2.1  10.3  2.9  66.0  128.5  4.8  -4.3  6.5  298.4  523  13.3106  533  12.5184 
 48  119.5  3.1  1.2  5.1  208.4  118.8  2.1  1.0  3.5  100.1  5947  13.7201  5937  13.6614 
 49  121.4  2.9  -1.4  3.8  126.8  117.2  1.5  -0.2  2.1  35.5  2462  12.8362  2445  12.9352 
 50  115.5  1.9  5.8  2.7  64.2  111.2  1.1  5.4  1.6  22.4  2522  13.6145  2456  13.3162 
 51  115.0  1.1  4.2  1.7  22.7  115.7  1.9  0.5  3.0  74.9  6055  12.5614  6029  12.3741 
 52  123.0  2.4  -8.2  3.3  84.7  116.8  1.4  0.3  1.9  29.7  4869  13.5454  4873  13.4726 
 53  115.4  1.6  7.4  2.2  43.0  115.3  2.5  0.9  3.5  99.3  385  13.0436  377  13.9167 
 54  114.2  1.2  2.1  1.4  14.3  121.7  0.7  -4.3  0.8  5.3  6023  13.4203  6024  13.8743 
 55  120.5  3.5  -0.1  4.6  173.9  116.7  3.8  -2.3  5.1  211.3  0  0  0  0 
 56  122.1  2.0  0.7  3.3  93.9  121.5  3.4  -3.3  5.4  234.7  830  12.8657  805  12.9646 
 57  118.7  1.5  -1.0  1.8  25.5  119.1  3.4  -1.5  2.8  16.3  5995  13.2577  6014  13.1673 
 58  116.9  2.3  -4.4  3.9  126.3  124.0  4.9  -0.9  8.2  552.0  5142  12.988  5110  12.7991 
 59  118.9  1.4  2.6  2.0  33.8  119.8  1.5  -3.4  2.2  37.4  5426  13.6969  5408  13.1261 
 60  132.8  11.1  -11.0  15.0  1028.5  121.8  3.2  -7.2  5.7  273.2  6047  13.2931  6031  13.2445 
 61  116.5  2.1  -0.7  2.9  70.7  117.2  1.2  -1.0  1.7  21.9  0 0 0 0
 62  114.2  1.4  1.7  1.9  29.2  118.2  2.3  1.9  2.9  70.9  420  12.5802  421  13.7532 
 63  115.8  2.3  1.0  2.5  48.7  117.1  0.9  1.2  1.0  7.2  364  14.311  354  14.2258 
 64  129.0  1.4  -0.6  1.0  8.5  123.5  3.5  4.2  2.0  18.3  0 0 0 0
 65  123.9  3.8  -0.8  2.9  67.0  120.0  1.6  4.7  1.2  12.4  2254  14.1484  2330  13.1687 
 66  120.9  1.5  -1.1  1.0  7.8  124.4  1.2  4.7  0.8  5.0  0 0 0 0
 67  118.1  2.1  1.4  1.6  20.6  120.8  2.1  3.2  1.5  17.8  0 0 0 0
 68  126.5  1.6  -2.1  1.1  10.4  121.9  2.6  0.6  1.9  30.1  5458  14.2108  5469  14.1692 
 69  121.7  2.4  4.2  1.4  15.9  120.7  1.6  1.4  1.0  7.3  0 0 0 0
 70  123.9  4.0  2.1  2.4  41.6  122.9  4.6  6.0  2.7  54.5  6050  14.5789  6043  14.2747 
 71  127.2  2.4  -1.8  1.8  25.8  122.1  1.8  3.6  1.4  16.2  6114  14.9306  6118  14.9691 
 72  113.3  3.8  6.6  2.7  63.1  126.4  3.6  -0.6  2.5  48.0  1003  14.3957  971  13.6197 
 73  126.1  1.0  0.3  0.6  3.1  128.0  5.3  -0.4  3.5  92.5  6107  14.7097  6080  14.9233 
 74  127.4  4.6  1.5  3.0  71.6  126.9  5.3  2.0  3.4  94.1  0 0 0 0
 75  124.5  1.9  3.2  1.4  15.6  126.1  3.8  1.3  2.8  61.5  4566  14.6343  4528  14.3717 
 76  125.7  2.2  3.4  1.5  18.5  121.7  0.8  0.6  0.5  2.4  2390  13.3111  2461  14.5013 
 77  117.7  4.1  3.5  3.0  75.5  121.7  1.4  2.2  1.0  7.7  6114  13.8345  6106  13.9885 
 78  118.7  1.9  2.8  0.9  5.8  111.9  6.4  4.7  3.2  72.9  6031  14.7626  6016  13.91 
 79  129.0  2.3  -0.3  1.4  17.4  128.5  2.9  -7.2  2.0  28.3  1211  13.4607  1177  13.8115 
 80  122.7  2.5  4.1  2.0  35.1  127.5  2.0  -1.2  1.6  20.9  0 0 0 0
 81  128.8  1.2  -2.3  0.8  5.2  129.7  1.5  -4.8  1.1  8.2  3454  13.7598  3489  13.3443 
 82  117.5  6.1  6.1  4.8  184.4  126.8  5.5  1.8  4.2  143.7  230  13.9247  240  13.267 
 83  129.9  1.4  2.0  1.3  14.7  128.8  1.8  -4.1  1.7  24.0  0  0  0  0 
 84  125.1  1.0  1.3  1.0  7.8  122.2  2.2  5.5  1.8  15.9  621  13.8899  604  13.2416 
 85  127.4  3.5  2.7  3.3  92.9  128.0  3.4  0.6  2.6  32.9  0 0 0 0
 86  130.3  2.3  -0.3  1.7  24.5  129.4  2.1  -4.4  1.6  19.8  6044  14.6093  6043  14.491 
 87  130.7  1.9  -0.2  2.1  36.1  124.7  1.5  2.2  1.6  23.3  0 0 0 0
 88  129.4  3.8  -0.8  2.7  59.4  120.9  4.9  3.3  3.5  94.8  0 0 0 0
 89  128.8  1.3  -0.3  1.3  13.3  125.5  1.2  0.9  1.1  10.7  4458  14.3202  4412  14.3624 
 90  122.2  2.5  5.4  2.4  47.1  124.5  1.3  -2.8  1.1  5.1  0 0 0 0
 91  132.3  2.3  -0.8  2.0  31.4  127.4  2.3  2.9  2.0  31.9  0 0 0 0
 92  121.1  2.9  -0.1  3.2  79.7  128.7  1.9  3.1  1.5  11.4  3196  14.7101  3194  13.2559 
 93  133.7  2.7  -3.2  1.9  28.0  131.6  3.0  -1.6  1.7  11.4  0 0 0 0
 94  139.5  4.5  -1.8  3.8  107.2  129.9  5.2  -4.0  4.6  157.9  0 0 0 0
 95  132.0  3.5  -0.2  3.2  88.7  135.4  3.1  -0.9  2.8  61.3  570  13.7824  573  14.5464 
 96  121.3  1.9  -0.2  1.2  12.6  118.0  3.8  7.2  2.3  46.8  5838  13.5073  5801  13.1964 
 97  121.5  4.1  -5.4  2.6  47.4  115.2  3.6  7.0  2.2  40.2  0 0 0 0
 98  117.0  1.7  1.4  1.0  7.9  117.6  2.7  5.6  1.6  20.0  0 0 0 0
 99  119.2  2.0  1.7  1.8  26.3  118.2  0.8  1.2  0.7  3.8  0 0 0 0
 100  107.6  1.3  6.6  0.8  5.2  108.7  3.6  2.7  2.2  37.9  0 0 0 0
 101  122.6  3.3  -2.3  2.2  42.0  114.3  3.1  3.1  2.1  35.0  0 0 0 0
 102  113.5  2.1  5.0  1.5  19.5  119.5  1.5  2.6  1.0  8.5  0 0 0 0
 103  116.7  1.3  4.3  0.8  5.7  120.4  1.2  -1.6  0.8  4.3  6026  13.2383  6039  13.9039 
 104  113.5  1.7  3.8  1.1  9.6  117.1  3.2  5.0  2.0  31.1  4130  13.756  4143  12.2729 
 105  122.3  3.1  -4.2  2.1  35.3  131.1  7.4  5.8  4.6  176.0  0 0 0 0
 106  114.2  3.2  3.1  2.4  47.8  115.7  3.7  7.8  2.7  64.1  6049  13.2478  6064  13.7779 
 107  122.1  3.0  -1.2  2.5  50.4  119.2  2.9  6.7  2.3  44.9  0 0 0 0
 108  116.5  2.5  2.6  1.8  27.3  115.8  0.8  4.3  0.6  2.4  0 0 0 0
 109  117.2  1.1  1.5  0.8  4.6  114.8  2.8  4.4  1.8  26.7  0 0 0 0
