Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 7 998
1 8 999
2 9 998
3 6 999
4 7 999
5 6 998
6 5 999
7 7 999
8 8 996
9 8 996
10 5 999
11 16 999
12 8 998
13 8 999
14 13 999
15 5 996
16 5 999
17 7 999
18 9 996
19 7 998
20 9 999
21 12 999
22 6 994
23 7 999
24 11 999
25 15 997
26 12 998
27 24 999
28 5 999
29 20 998
30 13 998
31 7 999
32 12 994
33 15 997
34 7 999
35 15 997
36 5 999
37 8 999
38 12 999
39 6 999
40 15 987
41 15 987
42 6 989
43 15 991
44 6 997
45 13 995
46 13 999
47 7 998
48 6 995
49 9 999
50 6 995
51 20 996
52 15 998
53 18 995
54 13 999
55 9 995
56 9 996
57 30 997
58 13 992
59 8 995
60 15 998
61 22 997
62 13 993
63 15 997
64 30 953
65 42 961
66 34 946
67 19 950
68 32 940
69 41 963
70 36 935
71 38 943
72 34 942
73 33 938
74 22 936
75 35 948
76 36 934
77 38 935
78 38 947
79 47 947
80 21 996
81 29 931
82 17 938
83 19 984
84 28 933
85 47 958
86 40 936
87 35 933
88 46 953
89 48 983
90 11 947
91 56 951
92 45 953
93 46 959
94 51 936
95 51 945
96 40 970
97 46 955
98 47 975
99 53 981
100 31 940
101 23 962
102 46 953
103 45 951
104 46 956
105 48 960
106 51 954
107 47 945
108 40 949
109 37 945
110 55 950
111 47 956
112 9 979
113 20 923
114 15 916
115 32 931
116 17 946
117 18 934
118 22 917
119 18 919
120 33 986
121 29 995
122 13 931
123 24 941
124 13 920
125 5 930
126 23 919
127 8 930
