Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 793
1 789
2 801
3 789
4 775
5 987
6 804
7 792
8 802
9 784
10 800
11 715
12 796
13 793
14 782
15 799
16 764
17 760
18 751
19 771
20 767
21 764
22 765
23 752
24 767
25 774
26 769
27 755
28 760
29 749
30 769
31 748
32 808
33 815
34 832
35 821
36 815
37 810
38 825
39 822
40 821
41 818
42 814
43 821
44 816
45 814
46 817
47 821
48 808
49 805
50 802
51 795
52 802
53 802
54 799
55 794
56 801
57 793
58 799
59 799
60 791
61 793
62 808
63 806
64 797
65 803
66 785
67 795
68 791
69 764
70 789
71 799
72 859
73 791
74 768
75 780
76 787
77 779
78 767
79 790
80 768
81 773
82 772
83 763
84 766
85 759
86 762
87 783
88 757
89 771
90 770
91 775
92 763
93 747
94 766
95 773
96 746
97 712
98 749
99 740
100 724
101 742
102 735
103 748
104 736
105 745
106 751
107 719
108 737
109 728
110 729
111 743
112 796
113 787
114 792
115 795
116 795
117 808
118 798
119 788
120 796
121 786
122 797
123 788
124 783
125 799
126 801
127 793
