Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 61.9 2.4 65.7 2.5 71.0 1.2 69.1 1.0 
1 65.7 2.2 69.4 2.1 75.7 1.3 69.1 1.2 
2 70.4 2.3 67.7 2.2 79.4 1.2 76.4 1.1 
3 65.3 2.3 64.4 2.3 73.6 1.1 76.3 1.2 
4 72.6 2.2 68.6 2.1 71.6 1.3 74.7 1.0 
5 70.9 2.1 70.2 2.0 70.2 1.3 75.8 1.1 
6 69.9 2.2 68.4 2.3 78.1 1.3 72.3 1.1 
7 67.4 2.1 71.5 2.2 73.3 1.4 72.6 1.0 
8 63.2 2.2 65.7 2.3 73.6 1.3 78.6 1.3 
9 69.9 2.2 70.4 2.1 73.2 1.3 71.3 1.5 
10 59.9 2.2 65.6 2.3 75.7 1.2 69.3 1.2 
11 67.3 2.2 69.3 2.2 78.6 1.1 76.9 1.0 
12 69.2 2.1 70.6 2.1 73.7 1.2 77.3 1.4 
13 69.8 2.3 59.8 2.2 78.9 1.2 71.5 1.2 
14 64.6 2.2 70.3 2.1 68.8 1.2 70.4 1.1 
15 66.7 2.1 68.2 2.2 78.3 1.1 77.2 1.4 
16 59.2 2.1 56.6 2.3 70.0 1.3 65.2 1.1 
17 65.0 2.1 62.2 2.1 70.4 1.4 66.3 1.2 
18 65.5 2.3 64.8 2.2 66.1 1.4 67.9 1.1 
19 66.0 2.2 61.6 2.3 69.5 1.2 68.4 1.5 
20 60.5 2.4 59.5 2.1 65.2 1.2 68.6 1.2 
21 65.0 2.4 59.9 2.3 74.5 1.3 68.1 1.3 
22 63.4 2.2 56.6 2.2 69.8 1.4 69.4 1.0 
23 60.2 2.2 65.1 2.2 67.1 1.2 68.7 1.1 
24 60.8 2.2 59.9 2.1 73.0 1.1 70.7 1.1 
25 65.8 2.2 61.5 2.1 77.1 1.1 71.4 1.4 
26 56.9 2.2 51.3 2.2 72.3 1.2 69.5 1.1 
27 59.6 2.3 62.5 2.2 65.9 1.2 71.3 1.4 
28 61.4 2.1 63.5 2.1 70.6 1.2 73.9 1.3 
29 59.2 2.2 59.8 2.1 74.0 1.2 68.8 1.2 
30 57.1 2.3 60.0 2.1 71.3 1.2 68.9 1.5 
31 56.9 2.2 57.3 2.3 67.3 1.3 68.6 1.1 
32 77.3 2.8 78.8 3.1 90.0 1.2 92.3 1.3 
33 76.6 2.3 77.5 2.6 87.1 1.1 84.8 1.0 
34 74.3 2.7 70.9 2.7 87.4 1.1 85.3 1.0 
35 81.6 2.2 81.2 2.3 84.2 1.1 84.5 1.4 
36 78.5 2.8 83.8 2.8 79.3 1.2 84.5 1.1 
