Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 783
1 787
2 795
3 791
4 789
5 773
6 785
7 793
8 788
9 781
10 782
11 769
12 779
13 770
14 791
15 782
16 763
17 763
18 750
19 769
20 759
21 755
22 771
23 753
24 767
25 752
26 747
27 752
28 757
29 940
30 755
31 762
32 766
33 750
34 764
35 764
36 762
37 760
38 763
39 760
40 765
41 756
42 772
43 760
44 756
45 764
46 757
47 764
48 752
49 761
50 760
51 761
52 772
53 770
54 760
55 766
56 773
57 780
58 752
59 756
60 773
61 756
62 771
63 774
64 788
65 787
66 812
67 799
68 807
69 782
70 795
71 779
72 798
73 805
74 784
75 803
76 797
77 789
78 784
79 788
80 796
81 809
82 811
83 810
84 811
85 789
86 801
87 804
88 728
89 810
90 797
91 809
92 808
93 791
94 808
95 801
96 755
97 718
98 740
99 758
100 728
101 704
102 735
103 738
104 757
105 751
106 757
107 757
108 747
109 756
110 746
111 752
112 769
113 769
114 772
115 767
116 768
117 893
118 959
119 753
120 763
121 772
122 756
123 770
124 781
125 764
126 769
127 777
