Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  124.3  2.0  -4.8  1.9  25.2  126.6  1.0  1.6  0.9  5.8  6109  14.5054  6100  14.0994 
 1  135.7  0.8  -5.8  0.7  3.1  128.9  2.0  -0.9  1.3  4.9  3636  14.0962  3517  13.9537 
 2  117.7  1.4  4.4  1.1  10.6  120.3  2.6  -1.5  2.2  35.2  807  13.307  778  13.7525 
 3  126.3  2.5  3.0  2.2  38.4  126.5  2.4  -7.1  2.2  37.6  4402  13.4092  4386  14.109 
 4  125.0  1.0  2.7  1.1  9.2  120.4  1.1  -2.8  1.2  11.5  5762  13.5097  5784  13.3309 
 5  123.4  2.5  2.4  1.7  23.8  128.6  3.0  -4.2  2.2  31.4  5689  14.2187  5652  14.2899 
 6  119.8  2.0  2.5  1.6  20.7  126.9  0.7  -0.8  0.6  2.5  0 0 0 0
 7  130.5  1.9  -1.8  2.3  41.4  125.2  4.1  -3.8  4.2  79.7  317  13.9634  350  13.0958 
 8  130.8  2.5  2.0  1.7  20.5  130.4  3.1  -6.9  2.2  32.8  0 0 0 0
 9  125.3  1.3  -3.6  1.1  8.5  123.5  1.1  -0.1  0.9  6.6  4961  14.7277  4923  13.5576 
 10  122.3  1.9  -1.9  2.0  31.0  125.5  1.1  -4.7  1.2  10.4  6174  13.9015  6178  13.9257 
 11  115.2  2.8  6.0  2.2  36.5  126.9  1.9  -2.0  1.4  15.6  0 0 0 0
 12  129.4  3.8  -2.5  2.5  43.9  120.9  2.5  3.0  1.7  19.8  0 0 0 0
 13  120.2  2.1  1.9  1.3  13.1  123.5  3.5  -1.2  2.3  34.0  6123  14.6649  6130  14.3493 
 14  129.5  4.2  -11.0  3.4  83.0  125.0  4.0  3.5  3.2  72.1  0 0 0 0
 15  119.0  2.9  -0.5  2.7  54.5  122.7  3.7  -2.6  3.4  90.4  1191  14.1216  1213  14.0838 
 16  122.2  4.1  7.0  5.0  209.7  119.0  1.4  -1.1  1.8  26.0  4793  13.8258  4777  14.1497 
 17  123.9  3.6  -2.3  4.5  148.4  119.8  2.6  7.5  3.1  77.4  1266  13.5536  1245  13.6425 
 18  120.5  2.1  -2.7  2.2  36.0  120.7  2.3  -0.8  2.4  44.8  428  12.8199  454  13.4957 
 19  120.4  1.8  3.0  1.7  22.8  120.9  1.1  2.7  1.0  7.1  0 0 0 0
 20  133.1  2.8  -4.0  2.2  38.7  125.8  4.2  -4.9  3.4  83.8  605  13.7878  650  13.054 
