Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 998
1 7 999
2 7 996
3 5 999
4 5 998
5 6 998
6 5 992
7 5 999
8 6 995
9 8 998
10 8 998
11 6 998
12 8 995
13 5 998
14 6 993
15 5 999
16 5 999
17 5 999
18 6 999
19 6 999
20 6 999
21 5 999
22 7 999
23 5 999
24 5 999
25 9 999
26 6 999
27 5 999
28 16 999
29 6 996
30 6 999
31 5 999
32 6 998
33 5 999
34 11 999
35 7 997
36 6 999
37 6 998
38 7 998
39 7 998
40 7 997
41 5 999
42 5 998
43 6 999
44 5 999
45 5 998
46 5 998
47 5 998
48 5 999
49 7 999
50 12 997
51 9 999
52 5 997
53 6 999
54 7 999
55 6 999
56 11 997
57 7 999
58 10 998
59 5 999
60 12 999
61 7 997
62 5 993
63 6 994
64 23 915
65 27 916
66 24 916
67 29 914
68 14 902
69 27 924
70 25 924
71 17 907
72 36 944
73 17 923
74 27 910
75 16 904
76 25 914
77 32 929
78 27 916
79 25 985
80 29 950
81 31 951
82 27 939
83 29 937
84 25 951
85 44 945
86 33 959
87 39 935
88 33 938
89 36 939
90 38 946
91 31 930
92 36 938
93 37 952
94 42 946
95 30 992
96 36 941
97 42 945
98 43 947
99 42 926
100 45 944
101 47 942
102 38 911
103 43 934
104 49 939
105 44 941
106 46 933
107 39 926
108 45 941
109 33 924
110 47 937
111 50 921
112 15 905
113 18 920
114 15 898
115 15 904
116 12 906
117 24 920
118 12 914
119 16 908
120 12 901
121 12 903
122 19 907
123 22 907
124 18 921
125 14 901
126 24 918
127 27 924
