Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 67.1 2.2 63.9 2.2 74.3 1.2 76.1 1.0 
1 73.2 2.1 76.3 2.3 79.4 1.2 76.9 1.1 
2 71.6 2.0 66.8 2.3 73.3 1.2 75.5 1.1 
3 66.3 2.1 70.5 2.1 79.7 1.1 77.4 1.1 
4 72.1 2.1 67.6 2.3 78.4 1.2 79.1 1.1 
5 72.9 2.0 75.4 2.0 72.3 1.1 76.5 1.1 
6 73.4 2.2 71.8 2.1 76.4 1.2 73.5 1.1 
7 71.6 2.0 70.6 2.2 70.8 1.4 76.0 1.1 
8 69.0 2.3 69.2 2.3 73.8 1.2 77.3 1.5 
9 67.6 2.1 70.0 2.3 77.7 1.4 72.0 1.1 
10 72.8 2.2 66.5 2.3 79.1 1.2 77.2 1.1 
11 72.2 2.4 67.8 2.3 71.9 1.1 69.5 1.0 
12 63.9 2.2 68.0 2.1 76.1 1.1 79.0 1.1 
13 69.7 2.4 66.6 2.3 74.4 1.2 73.3 1.1 
14 70.9 2.2 68.0 2.1 73.4 1.2 75.9 1.1 
15 63.6 2.2 67.3 2.2 78.9 1.2 76.2 1.3 
16 71.7 2.0 64.6 2.1 76.5 1.1 78.9 1.1 
17 64.7 2.3 66.5 2.0 74.4 1.2 75.9 1.0 
18 69.4 2.2 72.2 2.0 77.0 1.4 72.6 1.0 
19 73.0 2.0 72.4 2.2 75.4 1.2 73.5 1.1 
20 68.7 2.2 66.2 2.0 74.4 1.3 75.2 1.1 
21 64.8 2.2 68.3 2.1 75.1 1.2 72.8 1.1 
22 71.7 1.9 70.3 2.1 80.1 1.3 77.5 1.1 
23 72.2 2.1 74.9 1.9 76.6 1.2 78.9 1.0 
24 63.5 1.9 63.7 2.0 79.6 1.1 76.1 1.0 
25 68.6 2.0 68.2 1.9 78.8 1.2 77.0 1.1 
26 68.7 1.9 70.7 2.0 75.9 1.1 75.6 1.1 
27 60.6 2.0 67.7 2.0 74.5 1.3 76.9 1.3 
28 65.0 2.2 70.5 1.9 81.4 1.3 81.5 1.3 
29 68.1 2.1 62.9 2.1 73.8 1.3 70.9 1.4 
30 69.9 2.0 66.8 2.1 74.6 1.2 72.5 1.0 
31 71.2 2.1 67.3 2.2 76.1 1.1 76.1 1.0 
32 64.4 2.9 66.9 3.0 69.8 1.2 71.5 1.1 
33 62.3 2.6 66.3 2.7 71.9 1.2 69.4 1.1 
34 70.2 2.6 68.6 2.5 70.5 1.2 72.0 1.0 
35 66.1 2.5 69.5 2.3 75.1 1.2 73.4 1.1 
36 65.4 2.7 66.5 3.0 80.2 1.1 77.0 1.1 
37 67.9 2.3 69.8 2.2 77.4 1.2 76.5 1.0 
38 70.2 2.6 73.0 2.4 77.4 1.4 75.4 1.3 
39 65.8 2.5 69.0 2.4 77.0 1.2 73.1 1.1 
40 67.6 2.4 67.8 2.3 78.8 1.2 74.9 1.5 
41 61.1 2.6 67.1 2.5 73.4 1.2 75.2 1.1 
42 68.7 2.6 73.4 2.6 76.9 1.3 78.7 1.1 
43 67.6 2.5 64.4 2.5 74.8 1.3 69.0 1.3 
