Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 752
1 757
2 755
3 745
4 755
5 755
6 747
7 747
8 745
9 758
10 756
11 689
12 747
13 749
14 745
15 755
16 775
17 771
18 782
19 768
20 762
21 780
22 772
23 757
24 763
25 768
26 764
27 755
28 762
29 764
30 775
31 780
32 768
33 759
34 761
35 778
36 771
37 775
38 774
39 761
40 769
41 781
42 763
43 784
44 770
45 767
46 773
47 775
48 741
49 747
50 744
51 740
52 747
53 744
54 748
55 735
56 745
57 740
58 748
59 750
60 719
61 747
62 733
63 753
64 811
65 737
66 735
67 730
68 735
69 725
70 735
71 732
72 747
73 732
74 740
75 735
76 736
77 786
78 745
79 740
80 767
81 765
82 766
83 764
84 769
85 753
86 780
87 759
88 753
89 777
90 768
91 764
92 762
93 702
94 764
95 768
96 760
97 727
98 751
99 748
100 755
101 705
102 714
103 761
104 751
105 752
106 749
107 739
108 731
109 717
110 745
111 743
112 760
113 748
114 753
115 756
116 745
117 756
118 749
119 749
120 751
121 756
122 739
123 755
124 752
125 763
126 755
127 761
