Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  127.2  3.1  -3.5  2.8  59.3  127.5  1.4  1.4  1.2  11.3  5976  15.32  5972  13.8493 
 1  135.2  3.5  -8.8  3.0  63.7  142.2  4.6  -9.1  3.0  26.8  3333  13.7935  3342  14.3686 
 2  116.5  1.6  4.1  1.3  13.9  117.8  2.2  -1.5  1.8  24.8  585  13.9754  599  14.4341 
 3  121.6  2.3  -0.6  2.1  33.6  121.3  2.1  -0.3  1.9  27.0  4115  14.5524  4084  13.6351 
 4  121.8  3.5  3.9  3.7  112.8  122.4  1.2  -0.6  1.3  12.9  6016  12.716  6010  12.5264 
 5  124.4  2.8  3.4  2.0  30.6  124.5  1.8  -1.8  1.3  10.9  5991  12.8233  6005  12.699 
 6  120.4  2.2  0.6  1.8  25.7  127.9  1.0  -4.7  0.8  4.7  0 0 0 0
 7  131.2  4.5  -5.0  5.5  238.6  121.7  2.5  0.8  2.6  30.2  288  14.6302  288  14.216 
 8  125.5  2.1  -2.5  1.4  14.3  128.8  1.9  -4.7  1.3  12.5  0 0 0 0
 9  128.5  0.7  -7.1  0.6  2.8  122.0  1.3  1.8  1.1  8.6  4616  14.4208  4645  14.6239 
 10  120.5  2.0  -0.9  2.2  36.1  122.8  1.4  -0.9  1.5  17.9  6087  13.9036  6086  14.351 
 11  119.0  1.7  1.1  1.3  13.6  126.2  1.4  1.6  1.0  7.8  0 0 0 0
 12  122.5  3.6  -0.6  2.3  38.9  119.5  2.3  0.8  1.5  16.3  0 0 0 0
 13  119.2  1.8  1.2  1.1  10.1  122.0  3.7  -2.9  2.4  38.8  5989  14.6943  5999  14.7697 
 14  121.8  3.2  -3.7  2.6  47.2  127.5  2.2  -1.9  1.7  21.7  0 0 0 0
 15  124.7  3.5  -3.0  3.3  80.9  121.8  1.6  -0.9  1.5  16.6  1062  14.7564  1008  14.2331 
 16  127.6  6.8  7.5  8.1  561.2  121.0  3.5  1.2  4.5  159.4  4892  13.779  4839  14.2516 
 17  130.4  2.9  -8.4  3.6  95.6  128.6  4.6  1.4  5.5  239.2  1182  13.5716  1212  13.5626 
 18  123.8  5.0  -3.1  5.3  214.5  128.2  2.5  -1.1  2.5  50.1  474  13.4103  526  13.5203 
 19  124.7  2.0  -1.6  1.9  28.0  122.5  1.1  0.7  1.0  7.3  0 0 0 0
 20  130.0  3.8  -1.5  3.0  70.6  120.4  4.4  -1.3  3.6  93.9  610  13.2804  572  14.1288 
 21  114.0  2.5  4.0  2.7  60.2  123.3  2.3  10.9  2.2  44.6  4434  14.5384  4407  13.9123 
 22  121.4  2.8  2.9  2.5  53.7  126.3  1.4  2.4  1.2  10.9  254  12.8724  261  14.3559 
 23  124.1  4.0  3.6  2.9  63.2  126.0  1.3  0.7  0.9  5.7  0 0 0 0
 24  125.8  2.8  0.3  3.6  99.7  131.3  3.4  -2.1  4.3  138.1  6017  14.3208  6012  13.9936 
 25  121.3  3.5  4.9  4.8  189.0  121.4  0.9  3.4  1.2  12.5  5783  14.6836  5778  14.7012 
 26  122.6  2.5  0.5  2.5  48.8  125.4  2.0  1.6  1.9  29.0  276  12.925  287  13.409 
 27  129.2  4.3  -4.0  3.7  95.9  130.0  4.6  -2.6  4.0  112.5  6001  14.9589  5991  14.7364 
 28  124.4  2.5  0.4  3.0  71.9  124.9  1.6  0.1  2.0  30.9  1454  13.6107  1422  14.2333 
 29  122.4  1.4  1.8  1.0  7.5  123.7  4.2  4.9  2.8  58.3  0 0 0 0
 30  124.4  4.5  -2.0  3.3  76.1  135.8  3.1  -5.3  2.1  23.0  0 0 0 0
 31  129.3  2.8  -3.2  2.7  55.5  123.0  3.7  -1.5  3.6  95.0  4782  14.7531  4794  14.7062 
 32  124.0  1.7  -1.4  1.5  16.7  122.1  1.7  -1.5  1.5  17.2  0 0 0 0
 33  124.8  3.0  1.0  4.0  132.2  120.0  1.5  3.0  1.9  29.6  0 0 0 0
 34  116.5  5.4  6.0  8.3  574.1  127.2  1.3  -1.8  1.9  29.0  463  14.0176  468  12.1005 
 35  125.6  2.9  -2.2  2.7  56.6  121.2  3.3  5.0  3.2  59.2  0 0 0 0
 36  118.3  3.1  -2.3  4.7  102.7  120.9  2.1  2.5  3.8  120.1  1303  12.4081  1271  13.0966 
 37  125.4  2.7  0.8  4.9  195.5  135.5  3.3  -11.9  5.9  274.5  5917  14.9822  5918  14.5603 
 38  121.8  2.9  1.2  4.4  152.1  120.4  2.0  -0.3  3.0  71.1  1090  13.1142  1119  13.6091 
 39  120.3  1.2  4.7  1.3  14.6  119.6  3.6  -5.5  4.3  132.2  581  13.7784  536  12.7992 
 40  122.7  1.9  0.3  2.5  48.3  120.7  1.0  -0.1  1.3  12.9  0 0 0 0
 41  127.4  3.0  -7.3  2.5  42.7  125.0  5.1  2.2  3.9  109.5  0 0 0 0
 42  120.6  2.1  5.4  2.8  68.0  121.7  3.6  6.8  4.8  195.9  0 0 0 0
 43  124.1  1.9  0.9  2.4  47.1  123.8  1.1  0.1  1.4  15.6  0 0 0 0
 44  121.3  2.0  -1.9  2.1  34.2  116.3  3.8  2.5  4.0  129.1  0 0 0 0
 45  123.7  2.9  0.1  3.9  116.5  124.6  1.5  -2.9  2.1  35.2  5869  14.557  5885  14.5802 
 46  123.3  2.7  -2.1  3.4  94.1  121.9  1.5  1.1  1.8  26.4  4902  14.2821  4914  13.8323 
 47  118.6  2.1  7.6  2.7  61.1  128.0  4.5  -5.4  6.1  260.2  517  14.1202  527  13.4227 
 48  127.1  0.6  -2.1  1.0  7.5  120.6  2.0  6.0  3.3  91.0  5928  14.0842  5943  14.5931 
 49  118.4  2.7  9.7  3.7  115.3  122.7  1.6  3.7  2.2  40.8  2669  14.4583  2545  13.5958 
 50  114.9  2.6  11.9  3.7  122.5  117.2  1.5  5.6  2.2  42.8  2422  13.9683  2452  14.6366 
 51  122.7  2.6  4.8  4.1  140.1  121.9  1.4  3.1  2.2  40.3  3306  12.897  3411  12.763 
 52  124.7  1.5  -1.8  2.1  33.8  120.7  2.4  6.4  3.2  83.4  5026  14.1105  5044  13.6771 
 53  125.3  1.3  8.2  1.8  28.7  126.3  0.7  0.4  1.0  7.8  445  13.8568  461  14.1125 
 54  120.1  1.6  1.4  1.8  25.4  125.0  0.8  -0.1  0.9  5.7  5995  14.3469  5987  13.986 
 55  125.5  3.2  4.1  4.1  141.2  124.0  3.7  1.2  5.0  201.4  268  13.2653  283  14.5029 
 56  113.0  6.1  13.2  9.8  834.8  130.5  3.2  -5.3  5.1  212.2  844  13.3114  833  14.769 
 57  119.0  1.4  1.9  1.7  23.0  118.8  2.3  2.3  1.8  7.3  5972  13.7012  5959  14.1267 
 58  124.2  1.5  1.1  2.7  58.7  129.0  3.6  0.1  6.0  293.2  3904  13.4305  3819  13.3908 
 59  125.5  1.1  4.7  1.5  19.9  128.5  2.2  -1.2  3.2  79.2  5446  14.2663  5471  14.3723 
 60  114.1  8.3  16.0  14.0  1636.8  116.2  5.0  3.6  8.8  652.8  6004  13.7024  5985  14.1711 
 61  117.7  3.0  6.0  4.2  143.5  125.1  1.0  0.1  1.3  14.3  0 0 0 0
 62  125.8  2.5  -5.9  3.4  90.1  119.8  2.2  2.6  2.8  65.2  510  13.8084  509  13.8791 
 63  124.9  1.1  -2.4  1.2  11.9  121.1  0.9  2.6  1.0  7.3  501  14.4578  509  13.9197 
 64  125.8  1.4  2.4  1.1  4.9  127.9  6.0  1.6  3.7  28.0  0 0 0 0
 65  135.3  3.5  -3.9  2.9  34.8  122.3  5.2  3.0  4.3  82.5  2534  14.4576  2669  13.6579 
