Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 7 892
1 6 903
2 6 893
3 7 896
4 6 882
5 6 896
6 7 904
7 6 915
8 6 891
9 8 925
10 9 901
11 6 889
12 13 909
13 9 897
14 7 890
15 17 920
16 22 922
17 21 929
18 17 927
19 25 927
20 25 942
21 18 920
22 21 915
23 23 926
24 22 916
25 16 929
26 22 929
27 16 911
28 27 930
29 25 929
30 33 928
31 29 924
32 6 899
33 8 900
34 8 901
35 6 906
36 7 907
37 6 893
38 11 892
39 8 905
40 14 918
41 14 902
42 10 907
43 10 902
44 14 891
45 11 918
46 9 893
47 18 897
48 13 917
49 7 917
50 19 925
51 11 913
52 9 910
53 9 941
54 13 912
55 11 919
56 6 922
57 11 918
58 11 911
59 15 922
60 15 925
61 12 930
62 10 901
63 26 921
64 18 939
65 27 953
66 10 932
67 15 943
68 23 932
69 23 934
70 23 923
71 29 944
72 14 923
73 11 915
74 27 925
75 29 926
76 26 924
77 20 926
78 29 925
79 28 927
80 17 990
81 23 993
82 25 930
83 27 936
84 31 948
85 32 937
86 30 933
87 17 923
88 25 932
89 30 948
90 25 935
91 34 931
92 23 911
93 27 931
94 33 967
95 25 918
96 7 914
97 10 890
98 9 911
99 6 900
100 10 899
101 10 905
102 9 910
103 13 912
104 7 902
105 6 906
106 7 895
107 17 905
108 14 911
109 12 897
110 7 896
111 20 911
112 12 924
113 21 928
114 12 938
115 28 929
116 18 996
117 16 915
118 15 927
119 18 912
120 28 930
121 17 903
122 17 991
123 19 925
124 20 906
125 20 910
126 25 987
127 18 895
