Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 71.2 2.3 73.1 2.2 79.9 1.1 80.1 1.0 
1 69.6 2.2 66.2 2.4 83.2 1.2 82.9 1.2 
2 72.3 2.2 74.2 2.0 78.3 1.2 81.7 1.4 
3 67.4 2.3 74.0 2.3 80.4 1.2 82.9 1.1 
4 76.5 2.2 73.3 2.3 75.7 1.2 80.9 1.2 
5 71.0 2.0 72.4 2.0 78.3 1.2 77.1 1.1 
6 75.1 2.1 72.1 2.2 76.9 1.2 79.7 1.1 
7 69.7 2.4 69.9 2.2 76.9 1.2 78.5 1.1 
8 78.2 2.2 70.9 2.4 77.9 1.4 76.6 1.1 
9 71.1 2.2 70.4 2.4 75.6 1.2 80.7 1.1 
10 77.0 2.1 72.9 2.3 78.8 1.4 82.0 1.3 
11 68.8 2.3 74.1 2.3 78.9 1.2 76.9 1.1 
12 74.2 2.3 67.5 2.4 79.3 1.2 75.6 1.2 
13 75.2 2.1 71.8 2.4 85.6 1.3 81.5 1.1 
14 73.4 2.3 71.3 2.1 77.5 1.2 79.3 1.1 
15 70.8 2.2 68.8 2.5 71.8 1.2 75.0 1.1 
16 88.9 2.0 90.4 2.0 93.9 1.2 95.7 1.0 
17 88.6 2.2 87.4 1.9 94.5 1.3 90.9 1.4 
18 89.1 2.1 89.2 2.0 97.2 1.2 99.9 1.0 
19 94.2 2.0 91.3 2.2 99.1 1.1 94.7 1.3 
20 89.2 2.1 88.1 2.1 98.3 1.3 94.6 1.4 
21 86.2 2.1 82.7 2.2 100.2 1.2 99.6 1.4 
22 86.0 2.0 93.0 1.9 101.6 1.1 100.8 1.3 
23 85.8 2.0 89.0 2.2 93.0 1.2 101.2 1.2 
24 86.8 2.0 90.5 2.1 94.8 1.3 96.0 1.0 
25 91.2 2.0 82.1 2.3 95.2 1.2 93.5 1.0 
26 90.0 2.0 88.6 2.2 97.8 1.2 99.2 1.0 
27 92.2 2.1 88.4 2.0 94.5 1.2 93.3 1.1 
28 87.1 2.1 81.1 2.1 100.6 1.2 97.4 1.1 
29 92.0 2.2 92.6 2.0 94.6 1.2 93.2 1.1 
30 90.2 2.2 88.3 1.9 96.6 1.3 93.6 1.1 
31 84.1 2.0 88.0 2.2 98.1 1.4 102.2 1.4 
32 71.6 2.8 73.6 2.8 76.8 1.1 76.8 1.1 
33 74.0 2.6 74.4 2.5 73.0 1.2 81.5 1.2 
34 72.1 2.5 75.6 2.5 80.0 1.2 77.6 1.1 
35 74.7 2.3 82.4 2.3 81.5 1.2 76.9 1.1 
36 69.4 2.9 73.7 2.7 70.2 1.3 75.7 1.3 
