Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  133.4  7.0  -10.5  6.4  301.1  122.3  2.3  0.6  2.0  31.8  5944  14.9415  5943  13.9254 
 1  122.3  2.5  -2.3  2.1  31.8  129.6  1.2  -5.1  0.8  1.9  3657  13.5097  3650  14.0763 
 2  116.2  2.5  4.1  2.0  35.1  117.0  2.3  -0.9  2.0  28.5  935  12.9549  955  13.5727 
 3  123.2  1.8  -1.1  1.6  20.9  122.9  1.2  -1.6  1.1  9.7  4597  14.1303  4615  13.7239 
 4  119.5  2.0  0.0  2.1  36.3  118.5  1.1  -1.4  1.2  11.9  5999  12.4677  5992  12.3494 
 5  118.4  3.4  3.8  2.4  44.7  124.9  2.1  -3.6  1.5  16.0  5970  13.3335  5964  13.2705 
 6  118.7  1.8  1.8  1.4  16.0  124.3  2.2  -2.2  1.8  22.7  0 0 0 0
 7  121.8  2.8  -1.2  3.4  91.2  110.6  2.8  4.6  2.8  36.7  445  13.9982  406  13.741 
 8  122.6  4.4  1.4  3.0  65.7  125.1  1.4  -3.1  1.0  6.5  0 0 0 0
 9  123.7  2.0  -5.5  1.7  20.0  118.1  2.0  2.5  1.7  20.8  4915  14.6787  4933  13.9407 
 10  117.0  1.6  -0.4  1.7  21.7  119.9  1.2  0.5  1.3  13.0  6066  13.7558  6052  14.2054 
 11  119.8  2.8  -0.9  2.2  39.0  113.8  2.9  5.0  2.2  35.8  0 0 0 0
 12  123.3  3.8  -1.3  2.5  45.6  119.2  4.4  0.8  2.9  58.9  0 0 0 0
 13  121.9  1.1  0.2  0.7  3.4  122.1  2.0  -2.5  1.3  10.8  5952  14.9799  5968  14.506 
 14  128.0  4.2  -6.4  3.4  83.2  121.9  2.9  0.1  2.2  36.4  0 0 0 0
 15  117.8  2.0  -1.3  1.9  27.2  115.0  1.5  2.4  1.4  16.2  1387  14.1147  1404  13.9788 
 16  114.7  4.5  9.8  5.4  249.0  118.0  2.2  -3.0  2.9  66.2  4811  13.6595  4807  13.7149 
 17  130.7  1.6  -11.7  2.0  30.8  122.6  3.9  3.1  4.6  170.3  1210  14.0811  1242  13.7965 
 18  123.2  2.9  -5.9  3.1  73.0  118.5  1.2  1.8  1.3  12.2  507  13.5425  462  13.1483 
 19  117.9  1.8  2.4  1.7  23.0  120.8  1.4  2.0  1.3  12.3  0 0 0 0
 20  122.6  5.2  1.3  4.1  135.6  118.7  3.3  -1.8  2.8  54.3  685  13.885  711  13.6578 
 21  107.7  4.4  5.4  4.9  191.8  123.1  2.8  10.0  2.7  64.5  4364  14.1589  4342  13.9098 
 22  118.9  3.0  3.3  2.7  59.7  124.9  2.3  0.7  2.0  29.9  245  13.2364  235  15.3897 
 23  115.5  6.3  3.3  4.5  153.4  120.9  1.4  1.4  1.0  7.2  0 0 0 0
 24  129.6  4.3  -3.5  5.5  230.9  130.5  3.6  -2.7  4.6  154.7  5996  14.3368  5989  14.1542 
 25  124.1  2.4  -1.4  3.3  87.2  121.5  5.0  -1.9  6.9  376.5  5730  14.5006  5734  14.4745 
 26  119.3  1.6  -0.6  1.6  20.2  123.1  2.1  -0.5  2.1  33.0  260  12.342  255  14.4438 
 27  126.4  2.9  -4.9  2.5  44.2  120.9  6.1  0.4  5.2  191.0  5952  14.3504  5976  14.2872 
 28  119.4  2.4  3.5  2.9  64.5  116.1  2.9  5.1  3.5  94.8  1427  14.3176  1442  13.7466 
 29  117.8  2.2  3.5  1.5  17.6  126.0  4.2  1.2  2.8  58.1  0 0 0 0
 30  121.6  2.7  -1.5  2.0  27.4  119.8  7.4  -2.0  5.2  170.7  0 0 0 0
