Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 64.0 2.3 64.2 2.5 67.1 1.7 67.7 2.4 
1 62.0 3.3 62.5 3.2 67.0 2.7 68.1 2.5 
2 69.5 2.3 68.5 2.4 73.9 2.1 71.7 2.3 
3 69.8 3.0 67.9 2.9 74.2 1.8 75.0 1.8 
4 67.6 2.4 67.5 2.4 73.7 1.7 73.3 1.4 
5 62.0 2.3 63.1 2.3 77.7 3.0 75.6 3.2 
6 62.5 2.4 62.8 2.4 73.9 2.4 73.2 1.7 
7 63.6 2.4 64.8 2.5 69.8 2.2 70.6 2.4 
8 69.5 2.4 67.7 2.5 73.2 2.4 73.3 2.0 
9 65.4 2.5 64.4 2.5 69.8 2.1 68.9 2.0 
10 61.5 3.6 61.1 3.6 75.6 1.9 75.3 1.9 
11 65.8 2.7 68.4 2.7 74.4 1.5 75.0 1.5 
12 65.9 2.3 67.0 2.4 74.5 1.4 74.8 1.6 
13 63.4 2.4 63.1 2.4 71.3 3.6 68.8 3.6 
14 65.6 2.7 66.5 2.5 75.2 3.0 73.7 2.6 
15 68.6 2.8 65.6 2.8 70.2 2.8 70.7 2.7 
16 72.3 3.6 74.0 3.6 80.7 2.8 78.3 2.7 
17 68.1 2.8 66.6 2.9 72.1 1.9 72.7 1.6 
18 75.0 2.3 74.4 2.2 73.5 2.8 72.0 2.8 
19 69.4 2.6 69.8 2.6 73.4 1.6 73.8 1.7 
20 72.0 2.4 72.4 2.4 80.8 2.4 82.3 2.3 
21 75.8 2.7 73.5 2.8 81.0 1.6 82.5 1.6 
22 73.7 2.8 71.9 2.9 78.6 2.2 79.8 2.0 
23 74.2 2.6 73.9 2.6 77.4 1.6 76.7 1.6 
24 70.8 2.4 70.0 2.4 81.1 1.3 82.0 1.4 
25 73.4 2.3 72.2 2.4 75.2 1.3 75.0 1.5 
26 71.7 2.1 72.3 2.3 77.1 2.8 78.0 2.6 
27 69.1 2.6 68.5 2.6 79.9 1.3 79.4 1.5 
28 72.0 2.5 72.3 2.5 77.2 1.5 77.7 2.1 
29 69.2 2.9 66.0 3.0 74.1 1.7 74.2 1.7 
30 70.6 3.1 72.6 2.9 74.2 2.2 76.2 2.4 
31 72.2 2.4 73.1 2.3 74.9 2.0 74.5 1.6 
32 70.8 3.2 70.9 3.1 76.8 2.5 78.5 2.1 
33 74.7 4.0 71.6 3.9 82.6 1.7 83.6 1.5 
34 70.8 4.7 69.2 4.8 84.4 1.4 84.6 1.5 
35 76.7 2.9 77.4 2.8 86.0 2.1 84.3 2.2 
36 73.3 3.1 73.3 3.0 80.7 2.0 80.5 2.0 
37 76.3 3.2 77.1 3.2 83.3 1.5 83.5 1.4 
38 73.9 2.9 75.3 2.8 77.6 2.9 80.3 3.0 
39 75.8 3.7 73.7 3.7 78.4 1.4 78.2 1.4 
40 71.0 2.9 72.1 2.9 80.0 3.1 80.9 3.0 
41 72.7 2.6 72.9 2.7 76.8 2.7 79.1 2.8 
42 70.8 3.0 70.7 2.9 77.5 1.5 76.8 1.5 
43 67.9 2.8 67.8 2.7 75.5 2.1 75.5 1.4 
44 72.5 3.8 72.0 3.8 80.0 1.9 80.5 1.6 
45 71.7 3.0 73.0 3.0 78.6 3.0 76.8 3.1 
46 75.3 2.5 75.0 2.5 73.0 3.7 75.4 3.7 
47 71.4 2.7 71.1 2.7 80.2 2.7 80.1 2.8 
48 63.4 2.1 54.9 2.2 66.5 1.4 63.7 1.0 
49 57.1 2.3 63.2 2.5 70.3 1.3 63.9 1.1 
50 61.0 2.3 65.3 2.2 65.6 3.8 65.1 1.3 
51 68.1 2.3 66.8 2.4 64.9 1.0 66.4 1.3 
52 66.0 2.3 60.3 2.0 68.3 1.2 63.2 1.3 
53 68.6 2.2 68.3 2.4 72.3 1.2 70.8 3.4 
54 62.9 2.2 64.6 2.2 64.9 2.8 69.2 3.2 
55 63.3 2.5 57.1 2.4 65.8 1.2 61.0 1.3 
56 60.1 2.3 56.7 2.2 63.9 1.1 64.3 1.0 
57 63.4 2.1 64.2 2.1 60.2 1.5 68.9 1.6 
58 66.8 2.1 63.8 2.2 61.8 1.5 66.4 1.4 
59 62.3 2.4 64.0 2.3 64.0 5.7 63.0 1.3 
60 56.2 2.1 61.3 2.4 64.3 1.5 69.4 1.6 
61 60.9 2.3 54.5 2.4 71.7 1.4 64.0 1.5 
62 60.0 2.2 63.1 2.4 71.3 4.1 70.4 1.3 
63 56.0 2.6 54.5 2.5 66.1 1.4 65.4 1.2 
64 75.9 2.4 76.1 2.4 81.2 1.4 81.2 1.9 
65 70.3 2.9 73.7 2.9 74.7 2.0 74.5 1.6 
66 74.4 2.3 73.5 2.5 78.7 1.3 78.6 1.3 
67 76.4 2.4 78.2 2.5 71.6 1.6 71.0 1.9 
68 75.1 2.2 74.0 2.4 76.7 2.2 78.0 2.3 
69 75.2 2.3 74.8 2.2 81.1 1.3 80.6 1.4 
70 77.6 2.1 77.3 2.0 77.1 1.9 77.9 1.6 
71 76.0 2.1 75.6 2.1 72.3 2.0 73.2 1.9 
72 69.4 3.9 71.8 3.9 79.4 2.0 78.3 2.0 
73 71.8 2.2 70.8 2.2 75.2 3.0 77.1 3.0 
74 74.6 2.0 73.8 2.0 74.3 1.6 74.2 1.7 
75 72.8 2.3 71.8 2.2 76.0 1.6 76.1 2.1 
76 72.4 2.1 73.0 2.2 75.2 2.0 73.9 1.9 
77 73.0 2.7 69.7 2.7 77.1 4.5 73.0 4.7 
78 75.7 2.5 77.7 2.6 77.9 2.6 78.8 2.5 
79 70.4 2.2 69.9 2.1 72.1 1.2 71.8 1.6 
80 59.0 4.4 59.0 4.3 72.6 3.6 71.4 4.0 
81 66.8 2.6 66.3 2.7 75.4 1.9 74.7 1.9 
82 67.2 3.0 67.0 3.1 73.3 1.6 74.1 1.4 
83 64.4 2.3 65.0 2.4 68.3 1.9 67.0 1.7 
84 69.6 2.9 68.8 3.0 66.9 2.5 66.6 1.5 
85 69.0 2.6 68.3 2.7 73.1 2.1 72.8 2.4 
86 67.3 2.7 66.3 2.7 73.4 1.9 72.9 1.6 
87 64.4 2.3 64.7 2.4 72.5 1.7 73.0 1.7 
88 61.6 2.6 59.9 2.7 70.5 1.4 70.1 1.8 
89 61.5 2.3 61.5 2.2 73.2 1.3 73.0 1.7 
90 72.8 2.6 70.6 2.6 69.4 2.3 68.2 2.3 
91 61.0 3.1 62.1 3.1 73.9 3.2 72.5 3.2 
92 65.6 2.4 65.4 2.5 71.7 1.6 71.8 1.5 
93 69.8 2.5 68.6 2.6 74.3 2.3 73.1 2.4 
94 62.7 3.3 61.9 3.3 69.6 3.8 64.3 4.1 
95 64.5 2.5 62.7 2.4 69.8 2.8 70.1 2.8 
96 77.0 2.5 77.1 2.4 84.5 1.9 83.1 2.3 
97 77.2 2.5 77.2 2.4 79.2 1.6 80.5 2.0 
98 81.5 2.5 81.5 2.6 79.1 6.0 79.2 5.6 
99 80.2 3.3 81.0 3.2 77.8 1.8 77.8 1.7 
100 75.2 3.5 73.8 3.6 78.3 3.2 80.6 3.2 
101 73.8 3.5 75.7 3.3 79.7 1.8 79.0 1.7 
102 79.0 2.8 78.9 2.6 77.1 1.9 78.5 1.7 
103 78.1 2.4 78.2 2.5 81.6 1.8 82.2 1.8 
104 76.0 2.5 76.3 2.5 85.5 2.8 87.7 2.7 
105 80.2 2.5 80.3 2.4 83.0 2.1 81.6 2.0 
106 77.6 3.9 78.4 3.7 80.0 3.1 81.4 2.8 
107 77.1 2.8 73.6 3.0 81.0 1.6 80.7 1.4 
108 75.5 3.4 77.2 3.4 84.4 1.7 84.5 1.5 
109 76.5 3.6 76.2 3.6 75.1 2.6 77.3 2.3 
110 81.7 2.5 81.0 2.4 74.5 1.8 75.0 1.9 
111 72.0 2.6 72.7 2.5 73.1 2.9 72.8 2.8 
112 78.5 2.8 76.6 2.9 83.2 1.7 82.4 1.8 
113 80.8 2.2 81.0 2.3 87.9 2.0 85.8 2.0 
114 79.4 2.3 79.6 2.3 87.6 1.8 88.8 1.9 
115 82.2 2.2 82.0 2.2 83.9 1.6 83.4 1.5 
116 78.8 2.2 78.5 2.3 84.5 1.9 83.8 1.9 
117 78.4 2.3 78.4 2.4 83.4 4.8 84.4 4.8 
118 79.9 2.2 79.9 2.2 83.0 3.3 85.5 3.2 
119 82.3 2.2 82.6 2.3 84.9 1.5 84.3 1.5 
120 77.8 2.4 79.8 2.4 83.4 1.4 84.0 1.4 
121 78.4 2.3 78.7 2.3 81.6 2.5 81.6 2.3 
122 75.9 2.3 76.2 2.3 81.2 2.7 79.6 3.0 
123 78.8 2.4 79.2 2.4 86.4 2.0 85.0 1.9 
124 78.5 2.3 77.9 2.4 80.9 3.9 77.1 3.7 
125 66.6 3.6 69.3 3.6 82.2 2.4 83.7 2.5 
126 79.0 2.6 78.0 2.7 81.2 2.1 82.3 1.9 
127 80.1 2.3 80.5 2.2 86.0 2.9 91.2 2.9 
