Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 5 999
2 6 999
3 5 999
4 5 999
5 5 999
6 5 999
7 5 999
8 6 999
9 5 999
10 7 999
11 6 999
12 5 999
13 7 999
14 8 999
15 5 999
16 5 999
17 5 999
18 7 999
19 7 999
20 5 999
21 5 999
22 6 999
23 5 999
24 6 999
25 5 999
26 10 999
27 7 999
28 8 999
29 5 999
30 6 999
31 6 999
32 5 999
33 5 999
34 10 998
35 5 999
36 7 999
37 8 999
38 6 999
39 9 999
40 6 999
41 5 999
42 8 999
43 13 999
44 6 998
45 5 999
46 8 999
47 6 999
48 6 999
49 5 997
50 7 998
51 5 996
52 5 998
53 5 999
54 7 996
55 15 997
56 7 999
57 8 995
58 12 998
59 6 999
60 6 995
61 5 992
62 7 996
63 8 998
64 9 915
65 11 914
66 8 912
67 8 906
68 6 909
69 6 917
70 8 913
71 11 982
72 11 918
73 6 901
74 8 911
75 13 917
76 7 903
77 8 905
78 6 904
79 14 915
80 26 987
81 18 941
82 23 936
83 27 940
84 29 958
85 17 922
86 22 930
87 25 932
88 23 949
89 14 924
90 23 937
91 21 929
92 27 937
93 21 941
94 32 947
95 29 986
96 5 920
97 17 920
98 13 902
99 22 910
100 9 942
101 12 918
102 18 913
103 22 980
104 26 925
105 23 913
106 13 908
107 29 918
108 25 919
109 19 907
110 31 914
111 24 935
112 24 962
113 27 949
114 23 950
115 33 935
116 27 942
117 26 937
118 31 940
119 25 945
120 25 923
121 30 946
122 21 929
123 24 938
124 24 941
125 28 954
126 33 935
127 35 936
