Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 92.4 2.8 89.5 2.7 93.2 1.3 89.6 1.5 
1 87.3 2.8 87.2 2.5 93.2 1.2 95.9 1.1 
2 84.5 2.5 85.4 2.4 96.6 1.1 93.8 1.2 
3 81.1 2.6 83.5 2.5 92.9 1.4 88.5 1.1 
4 87.3 2.8 84.5 2.7 87.7 1.2 92.0 1.1 
5 93.1 2.5 87.3 2.4 97.0 1.4 95.3 1.6 
6 85.8 2.8 86.4 2.5 91.5 1.5 92.4 1.2 
7 87.6 2.5 87.2 2.6 90.1 1.4 94.6 1.1 
8 84.0 2.6 85.7 2.5 93.1 1.2 94.5 1.1 
9 81.3 2.6 86.8 2.5 90.3 1.3 88.0 1.1 
10 92.4 2.6 88.7 2.6 94.3 1.3 92.6 1.2 
11 90.4 2.6 87.8 2.6 98.6 1.4 91.4 1.1 
12 85.0 2.9 86.0 2.8 100.3 1.2 97.2 1.1 
13 87.8 2.6 85.6 2.6 92.6 1.2 95.1 1.1 
14 84.7 2.5 82.0 2.6 97.6 1.3 93.7 1.2 
15 90.6 2.5 87.9 2.6 90.4 1.4 92.7 1.4 
16 63.4 2.1 71.2 2.2 70.1 1.4 64.0 1.1 
17 60.1 2.3 59.2 2.3 65.8 1.3 70.2 1.3 
18 62.1 2.0 62.5 2.2 66.9 1.3 73.5 1.3 
19 62.5 2.3 59.8 2.2 63.7 1.2 70.1 1.3 
20 58.9 2.2 55.2 2.3 62.4 1.3 64.1 1.4 
21 58.4 2.3 54.3 2.4 65.1 1.1 66.7 1.1 
22 62.9 2.2 56.5 2.2 60.4 1.1 69.6 1.2 
23 60.2 2.2 51.8 2.2 65.1 1.4 61.6 1.1 
24 62.7 2.1 59.9 2.0 62.9 1.4 66.1 1.3 
25 66.4 2.3 59.6 2.2 67.0 1.4 69.0 1.3 
26 55.8 2.4 59.2 2.1 64.5 1.2 60.3 1.0 
27 58.2 2.4 56.5 2.4 65.9 1.3 67.6 1.0 
28 58.6 2.2 61.8 2.3 64.0 1.4 67.5 1.1 
29 51.3 2.4 53.7 2.1 64.7 1.1 65.3 1.5 
30 58.4 2.3 59.5 2.1 71.1 1.4 65.5 1.1 
31 55.6 2.1 53.4 2.2 64.3 1.2 61.0 1.1 
32 79.8 3.0 79.3 3.2 94.6 1.3 91.7 1.3 
33 85.8 2.6 80.7 2.9 79.3 1.3 84.4 1.2 
34 88.9 2.8 79.8 2.8 87.5 1.4 91.1 1.2 
35 80.4 2.5 77.7 2.7 87.0 1.2 85.2 1.1 
36 89.0 3.1 84.5 2.9 83.8 1.3 92.4 1.1 
37 81.2 2.5 83.0 2.8 87.4 1.4 90.5 1.1 
38 77.7 2.7 86.1 2.8 89.3 1.4 82.7 1.4 
