Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 25 919
1 25 921
2 36 942
3 26 920
4 26 949
5 30 939
6 25 924
7 24 949
8 26 926
9 29 933
10 29 933
11 37 931
12 25 921
13 34 929
14 41 941
15 41 922
16 19 947
17 38 945
18 29 984
19 35 941
20 19 936
21 35 951
22 37 949
23 25 935
24 34 945
25 33 929
26 31 939
27 28 930
28 26 938
29 39 947
30 40 942
31 41 960
32 26 942
33 29 948
34 29 946
35 40 952
36 33 945
37 32 951
38 37 949
39 42 968
40 32 944
41 28 937
42 36 941
43 33 950
44 25 950
45 37 937
46 31 945
47 39 939
48 16 943
49 23 951
50 30 937
51 31 959
52 25 942
53 17 945
54 27 963
55 29 953
56 30 946
57 29 958
58 32 942
59 30 937
60 24 950
61 33 955
62 38 938
63 29 946
64 43 958
65 44 962
66 47 957
67 34 943
68 27 941
69 41 945
70 49 952
71 43 947
72 37 945
73 42 954
74 45 954
75 44 950
76 40 938
77 45 952
78 38 943
79 38 937
80 26 941
81 35 959
82 34 950
83 33 952
84 33 959
85 41 946
86 42 956
87 42 953
88 36 941
89 35 952
90 30 935
91 39 962
92 35 961
93 35 947
94 29 941
95 31 945
96 33 996
97 28 951
98 23 948
99 33 961
100 29 950
101 37 955
102 40 973
103 32 992
104 29 952
105 44 961
106 29 967
107 30 926
108 34 941
109 34 961
110 37 954
111 39 945
112 23 923
113 23 925
114 29 941
115 39 928
116 21 914
117 27 922
118 28 924
119 34 954
120 27 935
121 25 930
122 22 927
123 27 924
124 30 917
125 32 923
126 28 919
127 33 933
