Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 88.6 2.3 96.8 2.3 104.6 1.1 101.1 1.1 
1 96.0 2.4 97.7 2.2 94.2 1.2 96.8 1.4 
2 95.1 2.1 101.3 2.1 105.9 1.3 103.5 1.5 
3 95.3 2.1 93.7 2.3 94.8 1.3 99.4 1.2 
4 95.4 2.2 93.4 2.5 101.1 1.4 97.9 1.1 
5 94.5 2.3 95.3 2.1 101.9 1.2 108.8 1.0 
6 97.3 2.2 95.0 2.3 99.7 1.1 99.8 1.0 
7 95.3 2.4 95.7 2.2 105.4 1.3 99.8 1.2 
8 94.6 2.5 96.8 2.2 102.0 1.2 103.3 1.1 
9 93.9 2.3 96.4 2.1 103.9 1.1 100.1 1.1 
10 97.1 2.3 93.0 2.5 102.4 1.2 100.1 1.3 
11 93.9 2.5 95.6 2.3 100.3 1.1 98.0 1.0 
12 98.7 2.1 95.3 2.4 108.1 1.1 102.3 1.3 
13 91.3 2.3 96.2 2.1 104.1 1.1 96.0 1.1 
14 98.3 2.3 96.1 2.4 97.9 1.1 99.9 1.1 
15 96.8 2.3 96.7 2.5 102.6 1.1 101.3 1.1 
16 75.4 2.1 74.2 1.9 79.8 1.3 77.9 1.1 
17 76.3 2.1 80.7 2.0 85.7 1.2 87.2 1.1 
18 80.5 2.2 80.1 2.0 87.4 1.2 79.5 1.3 
19 70.9 2.0 76.7 2.1 88.1 1.1 84.8 1.1 
20 78.6 2.2 85.0 2.0 87.7 1.1 85.1 1.1 
21 78.7 2.2 73.3 2.3 78.9 1.3 84.8 1.1 
22 76.4 2.1 79.2 2.2 82.1 1.2 80.8 1.1 
23 72.5 2.0 76.0 2.0 84.5 1.2 79.9 1.2 
24 78.2 2.1 72.2 1.9 85.1 1.2 81.8 1.1 
25 77.8 2.1 72.8 1.9 84.3 1.1 83.7 1.5 
26 73.4 1.9 78.5 1.9 91.2 1.2 91.3 1.1 
27 77.5 2.0 73.7 2.2 83.5 1.2 79.4 1.3 
28 81.6 2.2 80.2 2.0 82.4 1.3 78.1 1.3 
29 72.5 2.1 69.1 2.3 81.2 1.2 75.4 1.3 
30 72.7 1.9 75.0 1.9 80.4 1.1 81.0 1.1 
31 67.2 2.1 69.3 2.1 80.7 1.2 82.9 1.1 
32 68.7 3.0 72.4 3.0 76.6 1.1 76.4 1.0 
33 70.1 2.6 66.3 2.9 80.2 1.3 77.3 1.1 
34 64.2 2.6 69.9 2.8 74.1 1.3 76.3 1.1 
35 65.5 2.4 66.4 2.6 75.1 1.4 80.2 1.0 
36 78.1 3.0 74.4 2.8 77.4 1.2 79.5 1.1 
37 70.7 2.3 72.4 2.5 70.5 1.4 75.1 1.1 
38 72.9 2.4 68.2 2.5 79.0 1.2 75.7 1.3 
39 69.2 2.5 67.4 2.3 76.2 1.1 71.6 1.2 
40 70.0 2.3 73.8 2.5 75.7 1.2 81.5 1.3 
41 72.6 2.5 74.7 2.8 79.9 1.1 77.7 1.1 
42 64.1 2.7 64.0 2.6 79.7 1.1 76.7 1.1 
43 71.0 2.5 71.1 2.6 78.0 1.2 80.2 1.3 
44 63.4 2.8 59.3 2.9 76.8 1.3 76.3 0.9 
45 69.5 2.4 64.9 2.4 78.2 1.1 76.2 1.0 
46 67.2 2.3 65.7 2.4 74.2 1.3 76.1 1.5 
47 62.0 2.5 65.6 2.2 68.9 1.2 72.9 1.5 
48 71.8 2.2 71.0 2.4 79.9 1.4 82.9 1.2 
49 69.0 2.2 73.0 2.3 84.0 1.2 81.9 1.2 
50 69.8 2.1 71.6 2.4 76.8 1.4 76.1 1.3 
51 78.0 2.3 73.7 2.2 79.8 1.2 76.3 1.1 
52 73.7 2.4 76.3 2.2 76.3 1.2 79.1 1.1 
53 71.1 2.4 75.4 2.3 76.5 1.2 75.7 1.1 
54 72.6 2.2 76.6 2.4 79.7 1.2 74.2 1.4 
55 73.7 2.4 74.7 2.4 75.8 1.2 77.2 1.1 
56 76.0 2.3 73.5 2.3 77.3 1.2 79.7 1.5 
57 75.4 2.2 75.5 2.1 73.2 1.2 76.1 1.1 
