Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 7 999
1 8 999
2 10 999
3 9 999
4 6 998
5 7 998
6 5 999
7 5 999
8 5 999
9 5 998
10 5 999
11 5 999
12 6 999
13 5 999
14 6 998
15 7 999
16 5 999
17 5 998
18 11 998
19 5 999
20 7 997
21 7 999
22 7 999
23 7 998
24 10 999
25 6 999
26 6 999
27 6 999
28 7 999
29 14 999
30 10 999
31 11 999
32 6 999
33 5 999
34 9 999
35 6 999
36 8 999
37 9 999
38 6 999
39 8 999
40 6 999
41 10 999
42 6 999
43 6 999
44 5 999
45 8 999
46 8 999
47 8 999
48 5 998
49 9 998
50 7 997
51 11 999
52 6 998
53 5 998
54 6 999
55 5 997
56 5 997
57 7 997
58 6 998
59 5 997
60 8 997
61 6 996
62 10 997
63 6 998
64 10 906
65 16 895
66 12 899
67 12 912
68 12 886
69 15 898
70 20 912
71 22 910
72 23 903
73 23 903
74 10 915
75 15 893
76 18 894
77 13 896
78 20 904
79 16 890
80 24 940
81 25 940
82 35 929
83 23 925
84 27 927
85 33 934
86 24 926
87 17 945
88 26 932
89 24 949
90 29 929
91 31 929
92 34 933
93 17 924
94 27 923
95 27 921
96 15 927
97 27 932
98 22 929
99 27 935
100 27 936
101 28 927
102 21 934
103 27 931
104 24 925
105 19 919
106 27 935
107 20 929
108 21 930
109 26 927
110 20 926
111 25 984
112 23 932
113 32 931
114 26 949
115 20 937
116 17 919
117 26 936
118 16 944
119 25 932
120 37 942
121 25 921
122 25 926
123 33 928
124 31 933
125 30 942
126 27 943
127 32 928
