Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 73.7 2.8 76.7 2.8 85.7 1.4 83.7 1.5 
1 85.7 2.7 84.2 2.7 86.1 1.3 88.7 1.5 
2 81.9 2.7 75.2 2.6 83.9 1.3 92.5 1.2 
3 81.7 2.5 84.7 2.4 84.7 1.2 88.9 1.2 
4 78.7 2.6 81.8 2.6 84.5 1.2 81.6 1.1 
5 74.3 2.5 77.6 2.6 84.7 1.2 86.6 1.1 
6 81.7 2.6 82.5 2.9 85.5 1.2 87.0 1.1 
7 82.0 2.5 84.6 2.6 88.0 1.2 94.0 1.4 
8 80.1 2.6 80.7 2.7 85.5 1.2 88.0 1.4 
9 81.4 2.6 74.6 2.7 88.3 1.2 88.4 1.2 
10 79.8 2.7 83.2 2.6 88.3 1.2 91.2 1.2 
11 74.0 2.6 77.3 2.7 81.5 1.3 85.5 1.4 
12 79.7 2.7 83.9 2.6 93.2 1.4 89.5 1.2 
13 82.8 2.7 78.9 2.7 86.9 1.2 84.4 1.1 
14 78.9 2.7 77.7 2.5 84.6 1.2 81.6 1.2 
15 83.8 2.7 77.5 2.8 87.0 1.3 81.7 1.4 
16 72.3 2.2 71.3 2.0 84.5 1.2 79.0 1.4 
17 71.1 2.1 68.8 2.1 81.5 1.2 85.1 1.4 
18 79.6 2.1 78.3 2.0 86.7 1.1 84.8 1.0 
19 68.8 2.3 71.7 2.1 82.4 1.2 84.3 1.1 
20 73.7 2.3 74.0 2.1 78.9 1.2 79.2 1.1 
21 72.3 2.1 71.3 2.3 82.0 1.2 84.3 1.1 
22 77.5 2.0 76.0 2.0 85.5 1.3 82.2 1.2 
23 76.1 2.0 71.5 2.2 81.9 1.2 84.8 1.3 
24 73.6 2.2 73.7 2.0 80.6 1.1 82.6 1.0 
25 70.7 2.1 71.5 2.0 82.3 1.4 78.8 1.5 
26 75.0 2.0 74.1 2.0 88.5 1.1 83.7 1.2 
