Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 42 997
1 32 931
2 29 927
3 31 931
4 33 931
5 31 926
6 34 930
7 31 933
8 35 932
9 39 941
10 33 940
11 39 934
12 42 936
13 29 925
14 32 923
15 40 934
16 46 979
17 53 956
18 52 965
19 46 953
20 58 969
21 52 932
22 41 931
23 54 953
24 52 950
25 56 956
26 59 952
27 47 950
28 60 950
29 54 943
30 52 945
31 62 938
32 41 954
33 22 933
34 26 928
35 35 948
36 32 924
37 30 935
38 23 968
39 31 966
40 30 940
41 36 937
42 30 931
43 35 935
44 34 949
45 42 943
46 33 934
47 42 933
48 56 973
49 56 977
50 46 963
51 62 972
52 50 962
53 55 967
54 57 964
55 54 961
56 59 966
57 58 966
58 62 970
59 58 958
60 61 961
61 65 966
62 65 956
63 35 971
64 46 962
65 63 970
66 43 950
67 63 974
68 53 965
69 51 969
70 56 979
71 36 972
72 67 980
73 55 954
74 42 955
75 56 967
76 46 966
77 61 964
78 49 960
79 50 963
80 61 988
81 60 975
82 56 972
83 65 994
84 60 982
85 63 972
86 66 982
87 67 984
88 61 987
89 59 987
90 57 987
91 61 965
92 66 974
93 61 971
94 73 991
95 73 980
96 19 986
97 38 949
98 52 962
99 19 963
100 53 954
101 42 965
102 59 965
103 52 966
104 52 966
105 57 951
106 53 954
107 58 955
108 53 947
109 50 950
110 50 957
111 49 946
112 47 963
113 45 978
114 53 971
115 49 955
116 38 963
117 47 960
118 45 963
119 25 967
120 43 949
121 43 955
122 48 963
123 45 951
124 44 950
125 39 948
126 39 962
127 56 962
