Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 781
1 781
2 784
3 790
4 766
5 785
6 784
7 788
8 783
9 775
10 791
11 768
12 777
13 765
14 780
15 788
16 760
17 743
18 752
19 739
20 752
21 746
22 755
23 740
24 736
25 754
26 741
27 747
28 748
29 758
30 732
31 761
32 752
33 756
34 757
35 756
36 755
37 754
38 757
39 759
40 759
41 753
42 752
43 760
44 767
45 755
46 759
47 757
48 757
49 753
50 770
51 760
52 753
53 759
54 747
55 749
56 760
57 745
58 749
59 743
60 749
61 758
62 753
63 756
64 779
65 776
66 776
67 778
68 779
69 727
70 780
71 773
72 783
73 765
74 777
75 772
76 772
77 773
78 752
79 764
80 798
81 794
82 800
83 809
84 786
85 771
86 795
87 795
88 776
89 793
90 806
91 810
92 800
93 777
94 798
95 800
96 780
97 764
98 787
99 794
100 777
101 786
102 773
103 771
104 787
105 779
106 777
107 777
108 775
109 775
110 789
111 799
112 1005
113 757
114 755
115 751
116 762
117 764
118 980
119 734
120 757
121 761
122 761
123 768
124 759
125 758
126 767
127 759
