Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  121.7  3.2  -1.2  2.9  63.2  127.0  2.2  2.8  2.0  29.1  5967  14.8542  5965  14.2046 
 1  124.8  2.9  1.9  2.5  43.5  129.3  1.4  -1.7  0.9  2.7  3360  14.2839  3393  14.1709 
 2  110.6  4.1  7.1  3.4  96.4  117.2  2.3  0.8  2.0  27.9  757  13.2266  740  14.3389 
 3  125.0  1.2  1.7  1.1  9.2  123.2  2.7  1.3  2.4  44.3  4410  14.2049  4367  13.6763 
 4  122.2  1.8  0.0  1.9  28.6  120.1  1.5  1.1  1.7  21.8  4726  13.5519  4740  13.5394 
 5  125.5  2.9  0.7  2.0  32.8  123.2  4.2  -2.4  3.0  61.8  5620  14.1385  5639  14.002 
 6  113.2  1.5  6.3  1.2  11.8  122.7  0.7  0.3  0.6  2.5  0 0 0 0
 7  122.5  2.4  0.8  3.0  70.2  121.0  4.0  -0.1  4.1  75.1  338  13.2846  344  12.7681 
 8  122.6  4.9  1.9  3.3  80.2  131.6  2.4  -4.5  1.7  18.9  0 0 0 0
 9  125.5  1.5  -5.1  1.2  10.9  119.1  3.0  4.5  2.5  45.6  4899  14.0142  4875  14.9528 
 10  121.8  2.4  -1.2  2.6  51.7  124.7  2.1  -1.9  2.2  38.7  6057  14.3415  6065  14.3902 
 11  120.2  2.7  2.9  2.2  36.4  119.2  2.7  0.9  2.1  32.0  0 0 0 0
 12  123.9  3.3  -0.4  2.1  33.0  115.9  1.8  4.3  1.2  10.3  0 0 0 0
 13  123.8  2.1  2.6  1.3  13.1  123.9  2.2  1.0  1.4  12.8  5992  14.7935  5973  14.7873 
 14  122.9  2.0  -5.5  1.6  18.2  126.9  4.0  -0.6  3.1  69.4  0 0 0 0
 15  124.6  5.9  -2.2  5.4  224.5  119.9  1.4  2.1  1.3  12.7  1136  14.5948  1162  14.5642 
 16  113.1  5.3  13.2  6.4  345.4  115.3  1.5  0.3  2.0  30.2  4550  14.004  4519  13.7332 
 17  119.6  3.3  2.3  4.2  129.8  129.5  3.3  -0.4  3.9  119.8  1192  13.9726  1225  13.7165 
 18  119.7  2.6  1.1  2.8  58.4  128.3  2.9  -1.6  3.0  71.1  422  13.5345  415  12.6074 
