Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 10 946
1 12 911
2 6 921
3 11 908
4 21 927
5 22 916
6 7 973
7 17 996
8 14 899
9 15 924
10 23 928
11 21 932
12 28 932
13 13 905
14 15 917
15 25 938
16 10 946
17 8 919
18 10 906
19 9 929
20 7 890
21 17 930
22 7 901
23 9 907
24 9 911
25 6 900
26 7 915
27 9 904
28 8 914
29 7 912
30 13 918
31 24 978
32 13 912
33 21 924
34 17 917
35 14 919
36 23 928
37 10 926
38 8 920
39 15 925
40 13 916
41 20 915
42 14 909
43 20 925
44 20 922
45 17 925
46 20 916
47 21 913
48 21 918
49 22 909
50 26 920
51 28 911
52 12 918
53 20 896
54 27 917
55 19 907
56 18 912
57 28 921
58 25 910
59 21 916
60 24 905
61 20 908
62 25 915
63 26 932
64 30 946
65 25 935
66 33 936
67 38 947
68 27 922
69 25 926
70 25 928
71 29 932
72 32 925
73 22 933
74 25 921
75 36 942
76 41 936
77 30 932
78 39 927
79 41 930
80 11 909
81 8 902
82 10 915
83 9 905
84 6 900
85 12 904
86 6 911
87 12 918
88 21 925
89 19 920
90 12 905
91 11 913
92 11 892
93 16 891
94 13 894
95 17 905
96 18 944
97 11 934
98 27 938
99 25 933
100 24 941
101 17 917
102 21 934
103 17 932
104 10 926
105 20 934
106 21 943
107 23 940
108 11 926
109 19 930
110 9 922
111 28 938
112 23 925
113 29 929
114 33 933
115 25 924
116 30 925
117 26 917
118 17 919
119 15 934
120 23 923
121 25 916
122 20 910
123 28 924
124 17 906
125 29 930
126 32 928
127 26 924
