Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 72.8 2.4 65.8 2.5 79.7 1.2 77.7 1.2 
1 67.1 2.3 69.8 2.4 78.0 1.3 81.2 1.5 
2 78.0 2.2 75.6 2.2 81.8 1.4 82.9 1.2 
3 76.2 2.4 73.0 2.3 76.9 1.2 78.9 1.2 
4 77.9 2.3 79.1 2.6 78.4 1.4 82.6 1.4 
5 71.8 2.5 71.5 2.1 82.6 1.3 80.1 1.4 
6 71.1 2.4 74.5 2.4 76.3 1.3 80.9 1.3 
7 78.7 2.5 76.2 2.2 81.0 1.3 77.0 1.2 
8 76.1 2.3 78.8 2.5 75.4 1.5 79.8 1.1 
9 70.2 2.3 68.7 2.2 78.4 1.3 80.1 1.1 
10 73.6 2.6 72.7 2.6 83.3 1.3 80.5 1.1 
11 69.5 2.3 70.4 2.3 79.3 1.3 77.5 1.2 
12 70.8 2.2 77.0 2.3 72.6 1.2 76.8 1.3 
13 67.1 2.5 70.4 2.2 78.1 1.3 80.2 1.2 
14 69.9 2.5 68.4 2.3 80.1 1.3 84.0 1.1 
15 72.9 2.2 71.8 2.4 85.0 1.3 77.7 1.3 
16 86.2 2.5 88.4 2.7 90.3 1.6 95.4 1.2 
17 88.0 2.6 91.9 2.8 88.9 1.3 93.4 1.5 
18 85.8 2.6 87.8 2.5 92.5 1.5 89.5 1.3 
19 85.0 2.8 81.5 2.8 88.7 1.3 93.8 1.4 
20 89.5 2.5 85.4 2.5 98.3 1.4 90.0 1.4 
21 87.3 2.7 85.8 2.9 93.5 1.3 95.6 1.2 
22 86.0 2.6 82.7 2.8 90.0 1.6 86.0 1.6 
23 88.1 2.7 88.9 2.8 92.7 1.3 89.3 1.3 
24 88.0 2.8 90.1 2.6 88.0 1.3 90.9 1.2 
25 83.8 2.8 84.9 2.5 96.5 1.2 91.7 1.3 
26 83.0 2.8 84.7 2.5 97.4 1.4 90.7 1.6 
27 84.1 2.7 86.1 2.8 93.2 1.4 89.1 1.3 
28 80.5 2.6 83.7 2.6 91.0 1.6 94.0 1.6 
29 82.7 2.7 79.3 2.8 94.9 1.5 97.6 1.5 
30 85.0 2.8 89.5 2.7 93.0 1.5 91.4 1.6 
31 83.8 2.6 80.7 2.7 91.5 1.3 89.4 1.2 
32 73.3 2.9 72.2 3.1 77.5 1.2 78.9 1.2 
33 74.5 2.6 81.6 2.8 77.8 1.2 80.0 1.1 
34 79.7 2.9 70.1 3.0 85.6 1.3 81.8 1.2 
35 72.1 2.6 73.2 2.5 79.8 1.3 75.9 1.2 
36 79.4 3.1 74.4 3.1 84.4 1.2 81.8 1.1 
37 77.1 2.4 76.8 2.6 79.6 1.2 85.3 1.3 
38 72.9 3.0 77.5 3.0 80.8 1.2 83.1 1.2 
39 70.0 2.4 72.6 2.3 83.8 1.2 80.2 1.1 
40 72.8 2.7 74.3 2.5 81.8 1.3 83.9 1.1 
41 74.8 2.8 76.7 2.8 80.2 1.4 77.7 1.1 
42 71.4 2.9 75.2 2.7 81.4 1.5 79.8 1.4 
43 77.2 2.6 74.5 2.5 77.5 1.2 80.1 1.4 
44 79.1 3.0 77.5 2.9 81.4 1.3 85.3 1.4 
45 77.4 2.5 79.8 2.5 77.5 1.3 78.4 1.3 
46 70.2 2.5 79.1 2.6 83.0 1.3 81.0 1.1 
47 69.0 2.7 65.4 2.6 81.2 1.3 73.3 1.3 
48 72.8 2.6 68.5 2.5 75.2 1.5 79.3 1.2 
49 72.1 2.6 70.5 2.8 73.4 1.4 76.1 1.1 
50 67.5 2.5 72.7 2.8 73.6 1.4 81.3 1.3 
51 70.4 2.6 72.6 2.8 70.7 1.5 73.6 1.6 
52 73.5 2.5 65.3 2.6 70.6 1.5 75.8 1.2 
53 71.5 2.5 71.5 2.8 71.7 1.3 68.3 1.2 
54 66.4 2.6 68.1 2.6 76.0 1.4 79.2 1.2 
55 70.2 2.8 65.8 2.6 77.1 1.3 69.6 1.4 
56 72.8 2.8 68.0 2.7 72.9 1.5 72.0 1.4 
57 72.8 2.5 71.8 2.6 80.7 1.4 76.9 1.2 
58 72.1 2.5 72.0 2.6 76.3 1.3 72.5 1.2 
59 68.7 2.7 71.2 2.6 73.4 1.3 75.8 1.2 
60 67.3 2.7 72.8 2.7 70.0 1.4 75.6 1.3 
61 73.9 2.8 71.1 2.8 76.2 1.5 79.0 1.3 
