Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 795
1 794
2 796
3 796
4 783
5 789
6 793
7 784
8 804
9 790
10 792
11 688
12 788
13 782
14 783
15 785
16 770
17 777
18 778
19 771
20 788
21 781
22 772
23 769
24 766
25 783
26 777
27 776
28 781
29 778
30 780
31 781
32 879
33 764
34 759
35 757
36 759
37 760
38 760
39 755
40 750
41 760
42 755
43 764
44 770
45 758
46 753
47 760
48 784
49 785
50 777
51 766
52 788
53 777
54 785
55 784
56 788
57 776
58 782
59 780
60 782
61 798
62 785
63 784
64 1005
65 787
66 786
67 785
68 792
69 777
70 783
71 783
72 789
73 778
74 799
75 787
76 789
77 778
78 779
79 791
80 751
81 769
82 757
83 742
84 749
85 747
86 747
87 751
88 712
89 749
90 755
91 747
92 755
93 726
94 749
95 756
96 769
97 723
98 767
99 739
100 760
101 754
102 747
103 760
104 764
105 754
106 759
107 750
108 759
109 727
110 753
111 765
112 1015
113 732
114 863
115 755
116 745
117 894
118 736
119 747
120 753
121 746
122 735
123 746
124 744
125 739
126 749
127 744
