Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 768
1 766
2 762
3 760
4 758
5 769
6 759
7 756
8 758
9 752
10 759
11 698
12 750
13 755
14 768
15 757
16 738
17 743
18 738
19 731
20 737
21 737
22 737
23 724
24 723
25 739
26 735
27 724
28 739
29 731
30 726
31 726
32 769
33 761
34 771
35 764
36 761
37 765
38 761
39 763
40 760
41 756
42 762
43 754
44 756
45 756
46 768
47 765
48 743
49 755
50 744
51 760
52 754
53 748
54 749
55 755
56 755
57 755
58 738
59 756
60 732
61 745
62 752
63 758
64 742
65 751
66 746
67 748
68 750
69 744
70 736
71 759
72 748
73 744
74 746
75 752
76 740
77 747
78 733
79 745
80 730
81 728
82 732
83 723
84 724
85 731
86 732
87 739
88 722
89 733
90 733
91 743
92 740
93 655
94 722
95 733
96 983
97 683
98 760
99 755
100 756
101 727
102 764
103 766
104 760
105 760
106 760
107 757
108 756
109 744
110 750
111 771
112 898
113 912
114 921
115 975
116 758
117 1001
118 908
119 763
120 774
121 776
122 765
123 768
124 763
125 772
126 759
127 763
