Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 25 942
1 42 944
2 41 972
3 49 956
4 33 930
5 40 935
6 37 934
7 40 933
8 33 921
9 46 942
10 34 930
11 45 952
12 28 935
13 45 938
14 38 976
15 44 921
16 20 918
17 22 927
18 13 920
19 20 921
20 19 916
21 24 921
22 17 913
23 17 936
24 17 900
25 26 931
26 22 919
27 167 858
28 16 934
29 20 913
30 31 926
31 19 917
32 14 995
33 29 912
34 35 927
35 35 928
36 21 934
37 33 924
38 31 932
39 21 921
40 25 923
41 27 914
42 26 917
43 28 995
44 14 950
45 24 915
46 31 918
47 28 919
48 8 893
49 6 905
50 10 909
51 12 911
52 19 910
53 10 913
54 22 931
55 11 960
56 14 905
57 13 908
58 16 909
59 8 906
60 21 915
61 8 909
62 13 919
63 23 915
64 24 921
65 30 922
66 27 926
67 29 932
68 18 918
69 26 923
70 28 925
71 33 957
72 31 922
73 29 931
74 36 927
75 23 915
76 17 910
77 33 928
78 31 918
79 25 911
80 26 913
81 24 915
82 16 926
83 24 903
84 22 908
85 20 916
86 11 907
87 22 941
88 21 906
89 22 909
90 15 910
91 20 912
92 28 906
93 26 912
94 22 909
95 14 912
96 33 929
97 26 944
98 37 943
99 28 934
100 29 930
101 22 928
102 43 944
103 32 926
104 36 925
105 32 914
106 34 923
107 35 936
108 37 926
109 35 937
110 39 941
111 38 933
112 17 924
113 10 931
114 24 922
115 23 917
116 10 908
117 14 915
118 9 917
119 7 907
120 15 916
121 25 912
122 13 909
123 6 915
124 11 899
125 19 908
126 14 928
127 16 918
