Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 69.7 2.5 63.8 2.4 73.0 1.3 72.2 1.0 
1 62.4 2.2 63.0 2.2 72.2 1.3 75.5 1.0 
2 67.4 2.2 65.7 2.1 70.5 1.2 69.0 1.1 
3 67.7 2.4 67.0 2.4 74.9 1.2 72.2 1.1 
4 69.7 2.2 69.2 2.5 73.3 1.2 75.1 1.1 
5 61.3 2.3 67.5 2.1 71.5 1.2 69.5 1.1 
6 65.2 2.4 62.6 2.6 71.9 1.2 68.3 1.1 
7 67.6 2.4 73.5 2.1 70.0 1.2 71.9 1.0 
8 68.6 2.3 70.0 2.5 74.5 1.2 72.7 1.1 
9 59.7 2.3 67.3 2.2 67.9 1.3 70.6 1.0 
10 67.8 2.6 64.2 2.4 74.0 1.4 72.9 1.1 
11 64.6 2.4 63.5 2.6 71.9 1.2 69.7 1.1 
12 65.2 2.3 70.4 2.5 74.2 1.3 70.6 1.5 
13 62.8 2.3 62.1 2.4 72.2 1.1 70.1 1.2 
14 66.8 2.3 63.7 2.5 77.7 1.2 70.8 1.3 
15 68.9 2.5 69.2 2.4 72.9 1.2 75.0 1.1 
16 67.8 2.5 65.2 2.4 72.3 1.1 77.1 1.4 
17 66.8 2.4 65.0 2.6 78.5 1.2 76.9 1.1 
18 64.5 2.4 67.1 2.4 76.8 1.4 73.7 1.2 
19 64.1 2.5 66.8 2.6 72.6 1.2 74.5 1.1 
20 70.6 2.5 68.9 2.4 71.2 1.5 75.8 1.1 
21 59.7 2.5 62.7 2.6 74.9 1.2 71.5 1.3 
22 71.0 2.6 69.3 2.4 75.6 1.2 71.9 1.2 
23 66.5 2.6 63.9 2.5 74.8 1.4 79.3 1.1 
24 69.5 2.6 68.6 2.4 74.8 1.3 71.8 1.5 
25 61.0 2.4 62.8 2.4 76.6 1.2 79.0 1.1 
26 65.1 2.4 66.1 2.6 72.1 1.2 74.5 1.2 
27 63.6 2.6 71.5 2.5 80.2 1.1 75.6 1.5 
28 69.5 2.4 72.6 2.5 74.7 1.3 72.0 1.1 
29 67.3 2.4 62.1 2.6 75.8 1.3 77.0 1.5 
30 62.9 2.3 61.1 2.6 70.5 1.4 73.5 1.6 
31 65.2 2.7 63.9 2.5 72.3 1.3 74.6 1.2 
32 82.4 3.0 75.7 3.0 90.0 1.3 91.9 1.1 
33 82.5 2.5 84.2 2.5 85.7 1.2 87.1 1.1 
34 83.9 2.5 80.7 2.8 88.0 1.2 84.4 1.3 
35 75.1 2.6 77.9 2.6 92.4 1.2 91.0 1.6 
36 81.5 3.1 84.2 2.7 88.0 1.1 85.6 1.1 
37 81.9 2.3 79.3 2.4 92.9 1.3 95.9 1.1 
38 79.3 2.8 83.0 2.8 88.6 1.2 91.2 1.2 
39 77.9 2.5 82.6 2.5 83.6 1.3 88.1 1.1 
40 73.5 2.5 76.4 2.5 90.7 1.3 87.5 1.5 
41 85.3 2.4 80.4 2.6 93.2 1.4 87.8 1.1 
42 84.0 2.7 83.4 2.7 92.0 1.1 88.0 1.1 
43 73.3 2.4 81.8 2.5 83.9 1.3 87.5 1.1 
44 81.0 2.9 85.4 2.7 85.8 1.2 87.4 1.1 
45 75.7 2.6 79.8 2.6 87.7 1.2 84.4 1.1 
46 82.8 2.6 79.0 2.6 92.2 1.2 85.2 1.3 
47 70.5 2.4 78.7 2.5 88.0 1.2 88.1 1.1 
48 80.5 2.0 75.0 2.2 80.4 1.4 80.1 1.0 
49 75.5 2.1 73.0 2.0 77.4 1.3 72.8 1.1 
50 76.3 2.0 73.2 2.0 81.2 1.3 77.7 1.1 
51 77.0 2.3 79.3 2.1 78.5 1.3 75.6 1.5 
52 75.4 2.0 79.1 1.9 83.3 1.1 79.8 1.3 
53 71.2 2.2 79.0 2.3 76.4 1.4 75.7 1.5 
54 71.0 2.0 78.7 2.2 77.3 1.4 76.2 1.0 
55 77.0 2.1 79.3 2.3 77.5 1.2 82.0 1.4 
