Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  121.3  1.7  -5.3  1.6  17.6  125.6  3.1  -3.2  2.8  58.4  5986  14.3071  5983  13.4073 
 1  120.2  6.1  -3.7  5.2  192.4  133.8  1.6  -7.1  1.1  3.3  3302  13.4912  3259  13.3376 
 2  114.3  3.3  1.8  2.7  62.5  117.6  2.6  -4.3  2.2  35.4  558  12.5417  530  14.4287 
 3  125.1  2.8  -4.6  2.5  50.1  123.0  1.5  -3.9  1.4  14.1  4046  13.7633  4016  14.1166 
 4  120.3  2.4  0.5  2.5  51.6  117.5  1.5  -0.3  1.6  20.7  5623  13.1175  5671  12.8849 
 5  124.6  2.2  0.8  1.5  18.2  125.7  1.6  -7.3  1.1  8.6  5961  13.6009  5958  13.4295 
 6  120.3  1.8  -1.0  1.4  16.5  126.3  1.4  -4.6  1.1  8.5  0 0 0 0
 7  114.8  1.9  1.9  2.4  44.3  116.8  2.8  -2.9  2.9  38.5  233  14.2479  253  13.4759 
 8  124.6  3.7  -3.6  2.5  45.9  124.0  2.0  -4.2  1.4  13.8  0 0 0 0
 9  126.6  0.9  -4.5  0.8  4.2  120.5  1.9  -0.6  1.5  17.6  4641  13.8149  4632  13.3012 
 10  119.3  0.9  0.7  1.0  7.8  119.8  0.8  -1.7  0.9  6.0  6100  13.4055  6112  13.6859 
 11  110.1  3.5  1.8  2.8  60.2  120.6  1.8  1.7  1.4  14.4  0 0 0 0
 12  123.1  4.8  -1.2  3.1  70.8  120.6  2.7  -2.0  1.8  22.5  0 0 0 0
 13  120.3  2.1  -0.3  1.3  13.4  115.0  2.0  -1.4  1.3  11.1  6013  14.1514  6009  13.8769 
 14  115.1  1.7  0.3  1.4  13.5  127.0  5.2  -4.9  4.1  122.4  0 0 0 0
 15  125.5  2.3  -6.8  2.2  36.1  120.8  1.4  -0.8  1.3  13.4  1179  14.2162  1129  13.4459 
 16  116.6  5.1  4.1  6.1  250.9  114.3  1.7  -0.8  2.2  31.1  4429  13.6739  4366  13.7332 
 17  126.3  4.6  -7.2  5.7  192.2  125.7  4.4  0.4  5.2  166.8  992  13.5295  1053  13.4758 
 18  123.2  1.8  -5.8  1.9  22.3  122.7  2.5  -0.2  2.5  39.0  362  13.0521  403  14.1512 
 19  117.1  1.7  6.3  1.6  15.9  116.9  0.6  1.1  0.5  1.8  0 0 0 0
 20  122.3  4.4  -2.7  3.5  78.0  124.6  2.8  -3.4  2.4  30.9  492  14.1457  486  13.6153 
 21  118.6  4.1  -2.7  4.5  127.8  116.6  4.3  13.4  4.2  124.5  4027  14.3991  3961  13.0618 
 22  119.6  1.5  2.3  1.4  12.3  123.6  1.9  1.2  1.6  16.9  0  0  0  0 
 23  116.5  1.6  3.3  1.2  8.3  119.4  1.9  -0.9  1.4  10.4  0 0 0 0
 24  125.0  2.5  -3.2  3.2  62.7  129.3  1.3  -5.7  1.6  14.7  6052  13.8946  6034  13.5583 
 25  115.1  1.2  4.3  1.6  16.2  116.0  1.1  2.1  1.4  13.2  5636  13.8832  5622  13.7429 
 26  121.4  3.0  -1.9  3.0  54.6  124.4  1.4  -0.1  1.3  10.9  0  0  0  0 
 27  130.8  4.9  -4.4  4.1  96.2  119.5  2.6  0.6  2.2  27.2  6017  14.1438  6018  14.038 
 28  128.0  3.8  -2.6  4.5  126.9  123.5  2.1  -3.5  2.5  39.1  1332  13.1254  1290  13.8022 
 29  117.2  3.1  0.4  2.1  26.6  123.1  3.3  5.1  2.2  27.2  0 0 0 0
 30  120.4  4.8  0.2  3.5  67.4  127.3  2.1  -3.3  1.5  11.1  0 0 0 0
 31  120.6  3.1  3.2  2.9  50.6  113.6  2.2  -3.8  2.2  27.8  4605  14.3301  4609  13.605 
 32  131.4  1.4  0.5  1.2  11.0  129.0  2.1  -1.0  1.9  25.7  0 0 0 0
 33  128.1  1.4  3.1  1.9  28.8  127.4  1.8  3.7  2.4  46.1  0 0 0 0
 34  131.4  3.9  -1.6  5.9  229.0  130.6  2.7  -2.7  3.9  123.4  382  15.2819  316  12.2964 
 35  126.1  2.7  -0.2  2.6  40.2  127.4  2.7  1.6  2.6  40.8  0 0 0 0
 36  128.1  3.7  -1.0  5.6  149.2  129.6  8.6  3.3  15.8  2069.6  1345  13.8821  1267  12.841 
 37  136.7  3.1  -5.7  5.5  247.9  134.1  5.4  -5.7  9.4  713.8  5901  14.8577  5918  14.587 
 38  130.5  2.6  1.4  3.9  117.2  133.4  2.5  -2.9  3.7  104.7  1156  13.4663  1137  13.8402 
 39  129.2  2.1  0.2  2.3  44.3  131.8  3.0  -10.8  3.6  90.2  440  14.1749  423  13.0009 
 40  128.4  1.5  2.3  1.9  28.4  128.7  0.6  -1.2  0.7  4.3  0 0 0 0
 41  131.6  3.5  -5.4  2.8  55.4  138.0  5.3  -1.8  4.1  118.1  0 0 0 0
 42  124.4  1.7  8.9  2.3  43.9  126.1  5.2  7.6  6.8  401.9  0 0 0 0
 43  131.4  1.4  -0.3  1.8  26.1  131.9  2.2  -4.7  2.7  58.3  0 0 0 0
 44  129.2  0.6  -1.8  0.6  3.2  126.8  2.5  0.4  2.6  55.6  0 0 0 0
 45  135.1  5.3  -3.2  7.1  390.5  130.0  0.9  -2.6  1.3  13.1  5860  14.6486  5867  14.7682 
 46  118.8  1.8  5.2  2.2  40.3  125.3  0.7  2.1  0.8  5.7  4918  14.8009  4877  13.792 
 47  133.7  6.3  1.8  8.4  567.5  144.4  7.1  -18.8  9.7  660.7  472  14.162  457  13.78 
 48  119.4  3.7  3.9  6.0  290.5  123.4  1.7  3.3  2.8  67.0  5938  14.0147  5961  13.6884 
 49  121.5  1.0  4.4  1.3  15.3  119.7  1.5  3.0  2.1  37.6  2732  13.0079  2820  12.897 
 50  117.8  2.0  5.6  2.9  77.4  118.8  2.2  1.2  3.2  89.3  2412  14.0175  2395  13.4109 
 51  117.5  1.0  2.5  1.6  20.8  115.1  1.4  2.3  2.3  43.1  4492  12.3016  4445  12.2135 
 52  125.3  1.2  -3.0  1.7  22.2  119.1  1.9  6.8  2.5  51.3  5107  13.9586  5113  13.896 
 53  116.1  0.9  10.6  1.2  12.2  117.7  2.0  2.1  2.7  59.2  386  13.5811  395  14.2753 
 54  116.4  1.0  3.4  1.1  9.8  118.1  0.8  -0.5  0.9  5.5  5998  13.6154  6007  13.6893 
 55  123.7  2.8  0.7  3.7  114.8  112.7  1.3  4.6  1.8  26.4  201  13.4252  225  13.8506 
 56  119.3  3.4  -0.5  5.5  258.5  121.5  1.0  -0.9  1.6  20.8  941  13.5194  852  13.0417 
