Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 7 999
1 15 993
2 5 999
3 15 991
4 26 991
5 15 990
6 15 994
7 15 992
8 15 995
9 27 996
10 15 992
11 5 999
12 15 994
13 15 988
14 15 994
15 15 991
16 23 999
17 8 999
18 15 994
19 5 998
20 21 997
21 26 984
22 14 997
23 9 996
24 20 993
25 25 999
26 15 990
27 14 998
28 15 994
29 21 995
30 25 994
31 15 988
32 14 997
33 11 997
34 10 980
35 10 982
36 8 986
37 8 995
38 17 995
39 11 995
40 21 980
41 13 987
42 13 983
43 12 997
44 21 997
45 17 975
46 23 980
47 23 996
48 7 992
49 6 997
50 12 998
51 11 985
52 12 997
53 7 997
54 13 976
55 9 980
56 11 989
57 15 922
58 13 990
59 12 993
60 10 999
61 18 987
62 9 991
63 15 991
64 28 923
65 13 923
66 13 912
67 26 912
68 26 926
69 24 911
70 16 898
71 20 927
72 30 924
73 25 923
74 22 917
75 28 917
76 28 907
77 30 938
78 27 917
79 36 926
80 24 909
81 28 916
82 19 909
83 22 909
84 19 897
85 22 929
86 28 918
87 16 902
88 25 918
89 28 919
90 22 907
91 25 905
92 28 914
93 23 919
94 30 925
95 31 910
96 35 941
97 35 948
98 33 921
99 41 937
100 39 932
101 35 926
102 44 935
103 40 938
104 35 926
105 36 924
106 30 921
107 21 930
108 34 920
109 34 922
110 37 910
111 37 929
112 30 949
113 24 943
114 38 946
115 31 941
116 31 939
117 35 954
118 36 952
119 26 976
120 38 951
121 37 942
122 21 945
123 34 945
124 32 931
125 29 945
126 32 932
127 41 943
