Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 884
1 759
2 758
3 752
4 759
5 751
6 769
7 760
8 759
9 760
10 759
11 743
12 747
13 754
14 752
15 761
16 735
17 746
18 736
19 732
20 753
21 745
22 741
23 735
24 739
25 752
26 739
27 739
28 744
29 742
30 734
31 740
32 819
33 736
34 747
35 753
36 738
37 752
38 733
39 740
40 737
41 739
42 736
43 733
44 741
45 734
46 728
47 744
48 750
49 751
50 748
51 733
52 743
53 730
54 749
55 748
56 744
57 736
58 744
59 757
60 716
61 749
62 734
63 741
64 744
65 730
66 729
67 737
68 740
69 722
70 736
71 733
72 849
73 737
74 723
75 738
76 732
77 726
78 718
79 751
80 784
81 788
82 792
83 797
84 803
85 790
86 793
87 796
88 783
89 795
90 783
91 804
92 785
93 805
94 798
95 800
96 747
97 759
98 760
99 1016
100 758
101 702
102 758
103 737
104 756
105 759
106 763
107 747
108 767
109 708
110 762
111 751
112 980
113 1014
114 760
115 998
116 761
117 764
118 828
119 755
120 752
121 746
122 741
123 753
124 760
125 763
126 756
127 756
