Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 888
1 6 894
2 7 896
3 6 892
4 7 911
5 7 888
6 7 893
7 6 990
8 7 896
9 7 902
10 6 894
11 7 896
12 7 896
13 6 908
14 9 893
15 10 890
16 8 912
17 7 897
18 6 891
19 6 901
20 7 884
21 9 894
22 8 903
23 8 910
24 8 899
25 8 899
26 7 881
27 6 889
28 7 893
29 7 914
30 6 894
31 7 901
32 6 896
33 5 890
34 7 920
35 6 905
36 6 888
37 6 887
38 10 915
39 7 892
40 6 885
41 6 900
42 7 885
43 6 915
44 6 894
45 6 896
46 7 883
47 9 903
48 10 952
49 28 947
50 23 940
51 25 950
52 25 931
53 26 939
54 21 928
55 12 924
56 13 934
57 31 928
58 22 931
59 27 941
60 29 924
61 25 934
62 28 927
63 38 941
64 5 982
65 8 898
66 6 900
67 6 906
68 6 898
69 6 906
70 6 895
71 6 896
72 7 897
73 6 911
74 7 898
75 6 886
76 6 897
77 6 906
78 7 889
79 6 930
80 12 986
81 14 927
82 24 936
83 15 935
84 22 941
85 12 921
86 12 937
87 17 958
88 10 929
89 10 945
90 7 917
91 14 923
92 23 933
93 16 936
94 14 924
95 15 919
96 25 932
97 25 925
98 21 924
99 21 920
100 18 938
101 37 943
102 24 924
103 26 926
104 31 936
105 20 924
106 19 923
107 32 929
108 36 935
109 23 917
110 26 916
111 30 923
112 23 948
113 32 944
114 37 961
115 36 951
116 25 943
117 7 873
118 33 946
119 38 952
120 37 947
121 39 949
122 29 948
123 21 943
124 39 948
125 27 962
126 36 956
127 36 949
