Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 760
1 763
2 760
3 766
4 751
5 763
6 756
7 756
8 760
9 749
10 757
11 690
12 759
13 741
14 758
15 770
16 772
17 769
18 766
19 768
20 762
21 766
22 757
23 751
24 760
25 778
26 756
27 766
28 755
29 762
30 736
31 772
32 762
33 759
34 761
35 779
36 771
37 764
38 767
39 768
40 767
41 764
42 760
43 763
44 751
45 763
46 768
47 762
48 765
49 748
50 745
51 748
52 761
53 763
54 747
55 760
56 759
57 747
58 751
59 766
60 751
61 758
62 755
63 757
64 970
65 762
66 757
67 753
68 756
69 752
70 744
71 768
72 757
73 758
74 737
75 754
76 767
77 761
78 751
79 756
80 786
81 784
82 787
83 796
84 800
85 787
86 802
87 797
88 784
89 793
90 795
91 792
92 787
93 749
94 781
95 794
96 786
97 776
98 792
99 771
100 769
101 762
102 758
103 780
104 784
105 780
106 778
107 779
108 780
109 737
110 776
111 779
112 826
113 782
114 786
115 788
116 788
117 781
118 1014
119 780
120 789
121 762
122 771
123 781
124 776
125 794
126 784
127 772
