Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 84.7 2.4 87.1 2.4 96.7 1.4 93.8 1.2 
1 91.1 2.3 89.6 2.2 93.7 1.3 95.6 1.1 
2 88.8 2.1 91.1 2.2 92.9 1.2 96.3 1.2 
3 89.3 2.2 85.8 2.2 95.9 1.1 93.7 1.3 
4 93.5 2.4 88.5 2.2 89.7 1.3 96.5 1.2 
5 88.9 2.1 89.6 2.1 96.4 1.4 94.2 1.1 
6 94.9 2.4 89.3 2.3 97.6 1.4 93.0 1.2 
7 93.4 2.2 91.5 2.2 96.9 1.4 96.3 1.1 
8 87.5 2.2 89.1 2.5 92.3 1.4 92.0 1.5 
9 95.5 2.1 90.3 2.2 94.2 1.4 96.0 1.2 
10 85.4 2.2 86.0 2.5 96.3 1.2 99.0 1.1 
11 89.2 2.3 94.3 2.3 98.9 1.2 99.4 1.1 
12 88.1 2.1 91.0 2.1 98.5 1.2 95.8 1.6 
13 84.7 2.2 88.1 2.2 95.4 1.2 90.8 1.6 
14 90.1 2.4 91.0 2.3 97.7 1.4 96.5 1.1 
15 81.7 2.2 85.3 2.1 99.1 1.2 97.0 1.1 
16 73.9 2.0 77.9 1.9 80.6 1.1 85.9 1.2 
17 75.2 2.0 79.5 2.0 84.6 1.0 82.0 1.0 
18 66.7 2.0 71.0 1.9 79.6 1.3 80.2 1.1 
19 74.1 1.9 69.6 2.0 79.3 1.2 86.5 1.1 
20 75.9 2.1 75.5 1.9 79.1 1.3 77.8 0.9 
21 71.5 2.0 73.3 1.9 75.1 1.1 72.8 1.0 
22 85.1 2.0 75.1 2.0 83.2 1.2 84.3 0.9 
23 71.5 2.0 70.0 2.0 79.3 1.1 76.2 1.1 
24 74.9 1.9 83.2 2.0 80.2 1.3 77.2 1.1 
25 70.0 1.9 72.9 2.1 77.3 1.1 78.9 1.1 
26 68.4 2.0 76.4 1.9 82.8 1.2 80.7 1.0 
27 72.4 2.1 77.4 2.0 82.0 1.4 77.6 1.1 
28 71.9 2.1 69.6 2.0 76.9 1.4 75.4 1.4 
29 74.6 2.0 76.0 2.0 85.7 1.1 87.5 0.9 
30 73.8 1.9 74.4 2.0 83.8 1.0 81.4 1.1 
31 71.9 2.0 69.6 2.1 83.1 1.1 78.9 1.3 
32 68.0 3.0 70.0 2.9 80.0 1.2 76.0 1.1 
33 59.9 2.6 61.7 2.7 68.5 1.2 69.2 1.5 
34 63.2 2.8 62.8 3.0 69.3 1.2 73.0 1.4 
35 59.9 2.7 65.3 2.5 68.4 1.2 68.4 1.1 
36 68.3 2.9 57.9 3.2 73.9 1.4 72.7 1.1 
37 61.8 2.5 67.2 2.6 72.8 1.1 74.6 1.1 
38 63.0 2.9 65.7 3.1 72.6 1.2 75.1 1.1 
39 63.4 2.3 70.3 2.4 65.9 1.4 69.8 1.5 
40 63.3 2.7 64.9 2.7 68.2 1.1 70.5 1.1 
41 62.7 2.8 64.2 2.7 69.9 1.2 69.7 1.2 
42 62.4 2.7 64.0 3.0 76.1 1.2 73.6 1.2 
43 65.5 2.6 70.1 2.5 69.1 1.3 62.8 1.3 
44 59.2 3.1 62.1 3.1 69.9 1.3 71.2 1.1 
45 62.4 2.6 66.9 2.5 67.8 1.2 73.8 1.4 
46 62.4 2.6 65.3 2.5 76.8 1.3 71.7 1.2 
47 65.6 2.5 61.9 2.5 72.6 1.3 67.5 1.2 
48 76.4 2.6 72.6 2.4 84.8 1.2 86.7 1.1 
49 74.9 2.7 74.5 2.5 84.6 1.2 87.4 1.1 
50 76.5 2.7 74.7 2.4 86.0 1.3 80.6 1.3 
51 76.2 2.6 75.4 2.8 82.9 1.3 90.6 1.4 
52 82.8 2.5 81.7 2.5 82.9 1.4 76.7 1.2 
53 76.7 2.5 72.3 2.7 81.2 1.2 84.4 1.2 
54 82.3 2.6 84.4 2.5 78.9 1.5 84.1 1.3 
55 77.7 2.8 77.2 2.7 82.0 1.3 79.7 1.4 
56 76.8 2.7 74.5 2.6 83.5 1.2 78.9 1.6 
57 74.9 2.7 77.3 2.5 79.2 1.4 85.2 1.2 
58 76.6 2.5 77.3 2.5 82.2 1.3 80.6 1.2 
59 75.1 2.6 73.7 2.8 87.3 1.3 84.9 1.1 
60 71.3 2.5 69.3 2.5 79.9 1.3 84.1 1.1 
61 81.7 2.7 80.9 2.7 78.5 1.3 77.1 1.2 
62 74.4 2.7 76.8 2.6 81.1 1.3 83.6 1.2 
63 74.2 2.7 75.8 2.6 79.2 1.4 79.7 1.5 
64 75.5 1.9 70.7 2.0 76.7 1.1 70.2 1.4 
65 68.1 2.1 73.0 2.0 75.0 1.2 72.1 1.1 
66 75.6 1.9 71.5 2.0 72.3 1.1 69.5 1.1 
67 74.8 1.9 72.9 2.0 76.4 1.3 74.0 1.1 
68 73.8 1.9 75.7 1.9 70.3 1.2 71.1 1.1 
69 70.4 1.9 74.6 1.9 74.2 1.1 72.7 1.4 
70 71.7 2.0 71.2 1.9 75.0 1.2 73.5 1.1 
71 71.3 2.1 72.3 2.0 68.9 1.2 71.4 1.1 
72 76.3 1.9 73.0 1.9 77.6 1.2 79.5 1.0 
