Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 909
1 811
2 809
3 811
4 809
5 812
6 798
7 816
8 803
9 817
10 801
11 788
12 811
13 816
14 813
15 819
16 798
17 781
18 783
19 783
20 790
21 784
22 789
23 770
24 783
25 788
26 773
27 789
28 800
29 776
30 773
31 788
32 800
33 808
34 811
35 800
36 818
37 809
38 813
39 803
40 803
41 804
42 793
43 803
44 800
45 827
46 811
47 810
48 782
49 798
50 788
51 793
52 784
53 781
54 782
55 799
56 792
57 787
58 801
59 776
60 763
61 774
62 795
63 792
64 773
65 779
66 778
67 763
68 770
69 739
70 768
71 771
72 773
73 768
74 751
75 781
76 762
77 765
78 777
79 771
80 818
81 815
82 807
83 824
84 816
85 818
86 786
87 815
88 807
89 808
90 819
91 812
92 811
93 760
94 806
95 805
96 786
97 785
98 777
99 776
100 773
101 720
102 775
103 776
104 792
105 782
106 791
107 781
108 780
109 746
110 777
111 793
112 803
113 798
114 801
115 804
116 798
117 803
118 908
119 793
120 796
121 797
122 799
123 807
124 800
125 799
126 809
127 804
