Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 59.3 2.3 66.6 2.2 70.5 1.2 72.3 1.1 
1 58.9 2.2 61.0 2.1 71.5 1.3 74.6 1.1 
2 64.7 2.0 62.6 2.2 72.4 1.2 76.7 1.1 
3 68.1 2.2 65.1 2.0 72.0 1.1 75.5 1.1 
4 70.8 2.1 72.4 2.2 73.4 1.2 76.1 1.0 
5 67.6 2.0 67.8 2.1 68.7 1.1 75.0 1.2 
6 68.6 2.3 67.8 2.4 75.9 1.1 75.0 1.1 
7 71.0 2.0 69.7 2.0 70.2 1.2 71.8 1.0 
8 67.1 2.2 69.4 2.3 68.4 1.1 72.2 1.0 
9 66.9 2.2 64.2 2.1 77.1 1.2 78.2 1.2 
10 65.6 2.2 69.6 2.2 73.8 1.2 76.0 1.0 
11 68.9 2.1 66.2 2.2 81.4 1.3 72.1 1.1 
12 68.2 2.2 63.3 2.1 76.2 1.1 69.4 1.3 
13 63.8 2.3 65.7 2.0 73.2 1.3 76.2 1.1 
14 70.7 2.1 71.2 2.0 74.0 1.4 69.8 1.4 
15 64.1 2.0 61.2 2.0 75.0 1.2 72.0 1.1 
16 79.9 2.3 81.1 2.1 85.0 1.2 90.3 1.4 
17 75.6 2.2 71.6 2.4 83.1 1.4 76.5 1.2 
18 84.1 2.2 73.9 2.2 82.5 1.3 85.0 1.1 
19 73.6 2.2 75.1 2.4 86.8 1.2 83.9 1.5 
20 76.6 2.3 79.5 2.1 83.9 1.4 84.9 1.5 
21 69.3 2.3 73.5 2.2 83.7 1.4 82.9 1.4 
22 76.6 2.3 73.5 2.3 84.6 1.2 79.4 1.3 
23 80.2 2.1 77.6 2.4 84.7 1.2 88.1 1.0 
24 82.5 2.2 78.5 2.2 83.0 1.3 88.4 1.0 
25 72.9 2.1 76.5 2.2 81.2 1.2 85.3 1.4 
26 80.5 2.1 80.8 2.4 82.7 1.4 78.4 1.5 
27 73.1 2.1 75.0 2.2 83.8 1.2 79.5 1.3 
28 77.8 2.1 81.7 2.2 84.8 1.4 80.1 1.1 
29 75.3 2.4 74.3 2.2 82.1 1.3 83.7 1.1 
30 79.0 2.1 79.8 2.1 85.3 1.4 81.2 1.1 
31 81.9 2.2 75.6 2.2 84.2 1.3 80.3 1.1 
32 61.8 3.1 65.8 3.1 71.8 1.2 69.8 1.1 
33 63.5 2.6 65.1 2.8 65.8 1.3 71.1 1.2 
34 56.8 2.7 61.8 3.0 72.1 1.2 68.7 1.1 
35 62.2 2.5 58.8 2.6 73.7 1.3 65.3 1.3 
36 57.8 2.8 61.0 3.0 68.5 1.2 69.4 1.6 
37 61.2 2.5 64.0 2.4 65.4 1.3 71.2 1.2 
38 69.3 2.7 64.7 3.0 68.3 1.2 63.7 1.4 
39 59.3 2.4 66.5 2.3 72.5 1.1 74.5 1.2 
40 64.0 2.4 61.7 2.4 69.0 1.2 71.0 1.2 
41 61.2 2.9 61.1 2.6 68.7 1.2 62.4 1.5 
42 64.2 2.6 59.5 2.7 73.6 1.5 69.1 1.2 
43 61.9 2.6 60.2 2.4 68.7 1.2 68.0 1.0 
44 61.1 2.9 64.8 2.9 64.9 1.2 68.1 1.2 
45 63.4 2.3 64.7 2.5 66.2 1.5 73.5 1.2 
46 59.5 2.4 64.2 2.5 74.9 1.2 72.4 1.4 
47 59.1 2.4 62.6 2.4 72.4 1.4 72.5 1.1 
48 71.8 2.1 68.6 2.1 78.9 1.2 79.2 1.1 
49 68.7 2.2 64.9 2.2 69.2 1.3 75.7 1.3 
50 71.9 2.2 74.9 2.0 78.7 1.2 77.1 1.1 
51 70.9 2.2 71.1 2.2 76.4 1.1 78.3 1.2 
52 70.4 2.1 67.9 2.1 78.2 1.3 79.8 1.0 
53 76.2 2.2 71.1 2.1 78.8 1.3 80.3 1.0 
54 68.9 2.1 67.1 2.1 78.3 1.4 73.3 1.3 
55 68.2 2.2 65.6 2.2 76.3 1.2 77.1 1.5 
56 77.2 2.3 74.2 2.1 80.7 1.2 84.0 1.1 
57 71.5 2.2 67.6 2.2 78.8 1.3 77.1 1.1 
58 69.7 2.1 71.2 2.3 73.7 1.2 78.2 1.4 
59 68.2 2.1 71.6 2.1 78.2 1.2 79.9 1.0 
60 67.8 2.2 66.4 2.1 84.9 1.2 80.0 1.1 
61 70.3 2.2 71.7 2.2 78.0 1.3 79.5 1.1 
62 69.7 2.2 72.6 2.4 78.6 1.3 79.2 1.1 
63 70.2 2.4 65.1 2.5 73.8 1.3 79.7 1.3 
64 81.8 2.1 80.8 1.9 86.8 1.1 85.2 1.0 
65 82.0 1.9 80.5 1.9 87.7 1.1 81.9 1.3 
66 88.8 1.9 85.8 1.9 83.6 1.2 80.8 1.2 
67 84.1 2.1 84.4 2.0 84.2 1.1 87.7 0.9 
68 79.7 1.9 79.8 2.2 87.5 1.0 85.3 1.1 
69 83.7 2.0 82.3 2.0 85.2 1.2 88.1 0.9 
70 78.8 2.1 80.9 1.9 86.1 1.3 81.0 1.1 
71 82.9 1.9 83.7 1.9 86.2 1.2 84.5 1.1 
72 82.6 2.1 77.3 2.0 87.2 1.2 81.8 1.3 
73 77.9 2.0 81.4 2.1 81.8 1.2 84.0 1.0 
74 86.4 1.8 87.7 1.8 87.7 1.0 85.7 1.0 
75 84.5 1.9 83.4 2.1 89.1 1.2 81.8 1.4 
76 84.5 2.0 84.8 2.0 88.6 1.1 90.7 1.2 
77 85.8 1.9 80.9 1.9 79.9 1.3 82.5 1.1 
78 79.8 2.0 80.6 1.9 87.2 1.1 84.3 1.2 
79 78.9 2.0 83.8 1.9 84.8 1.3 82.2 1.3 
80 89.9 4.0 86.0 4.1 91.4 1.2 88.6 1.1 
81 86.3 2.3 85.8 2.4 92.9 1.1 88.5 1.1 
82 86.1 2.9 86.4 2.9 93.7 1.2 92.0 1.1 
83 84.4 2.3 85.8 2.1 92.8 1.1 88.4 1.1 
84 83.5 2.4 90.8 2.5 91.9 1.1 89.7 1.0 
85 80.7 2.1 86.0 2.0 87.5 1.2 90.7 1.0 
86 86.1 2.3 84.7 2.5 92.3 1.1 95.9 1.0 
87 83.1 2.1 81.4 2.1 93.3 1.1 95.7 1.0 
88 79.4 2.2 84.2 2.1 87.7 1.1 85.3 1.0 
89 81.8 2.3 79.6 2.2 89.1 1.2 91.4 1.1 
90 84.1 2.2 82.2 2.1 88.9 1.2 84.3 1.0 
91 79.8 2.2 83.2 2.1 82.8 1.2 81.2 1.1 
92 79.5 2.0 77.5 2.1 81.0 1.2 83.2 1.1 
93 84.8 2.0 86.2 2.2 91.3 1.2 89.8 1.2 
94 74.5 2.0 72.4 2.0 86.3 1.2 80.1 1.1 
95 77.5 2.1 81.9 2.1 89.5 1.3 87.5 1.0 
96 75.9 2.2 75.7 2.0 83.0 1.4 83.9 1.0 
97 77.2 2.1 77.8 2.1 84.6 1.2 81.3 1.1 
98 86.5 2.0 81.4 2.1 86.1 1.4 83.2 1.5 
99 79.5 1.9 77.4 1.9 84.0 1.1 84.0 1.1 
100 76.9 2.2 81.8 1.9 84.7 1.2 80.6 1.1 
101 84.3 2.0 74.3 2.1 83.5 1.2 81.1 1.1 
102 78.7 2.0 81.4 2.2 83.4 1.2 81.8 1.1 
103 81.5 2.0 86.5 2.0 84.3 1.1 84.2 1.4 
104 75.5 2.0 72.5 2.0 87.2 1.1 81.2 1.3 
105 82.5 2.1 78.5 2.0 78.8 1.2 77.3 1.5 
106 78.6 2.2 77.0 2.0 83.8 1.2 77.7 1.3 
107 74.5 1.9 77.7 2.2 87.3 1.1 84.5 1.1 
108 79.1 2.0 75.0 2.2 85.5 1.4 83.7 1.5 
109 82.3 2.2 80.3 2.0 86.9 1.2 87.7 1.0 
110 80.7 2.1 80.7 2.1 84.2 1.4 84.3 1.0 
111 76.0 2.0 76.5 2.1 82.1 1.4 85.6 1.3 
112 61.6 2.2 57.0 2.2 66.1 1.2 64.5 1.1 
113 66.3 2.1 67.2 2.0 72.1 1.1 68.9 1.1 
114 58.9 2.4 60.0 2.1 69.0 1.2 69.2 1.1 
115 65.2 2.2 72.2 2.2 72.8 1.2 69.1 1.1 
116 64.0 2.1 65.8 2.1 70.3 1.2 67.9 1.5 
117 59.0 2.2 64.3 2.3 66.3 1.3 68.1 1.1 
118 67.1 2.1 62.8 2.2 69.6 1.4 66.2 1.4 
119 60.7 2.1 62.5 2.1 69.9 1.2 71.5 1.1 
120 66.3 2.1 62.0 2.3 68.3 1.1 70.5 1.1 
121 65.0 2.1 59.2 2.3 72.3 1.1 64.6 1.2 
122 66.5 2.1 67.5 2.3 66.2 1.3 70.8 1.3 
123 59.5 2.3 60.0 2.1 69.1 1.4 66.8 1.3 
124 62.2 2.2 63.8 2.0 69.4 1.4 66.8 1.3 
125 67.0 2.3 64.5 2.1 61.0 1.3 70.4 1.3 
126 63.7 2.1 54.2 2.2 68.8 1.2 70.5 1.1 
127 60.3 2.3 64.2 2.1 66.6 1.4 70.1 1.1 
