Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  123.2  3.3  -4.8  3.0  66.1  125.8  1.4  1.7  1.2  11.3  5936  15.7189  5944  14.6037 
 1  119.1  6.2  3.9  5.3  201.7  121.8  2.8  2.9  1.8  9.7  3347  15.0387  3303  14.7305 
 2  115.9  2.5  7.7  2.0  34.1  122.3  2.2  -3.0  1.9  26.2  664  13.9167  678  14.7357 
 3  131.3  4.2  -4.1  3.8  110.8  128.6  2.5  -3.2  2.3  40.0  4148  14.8868  4212  15.0471 
 4  121.3  3.3  2.5  3.5  100.3  126.0  0.9  -5.7  1.0  8.1  5988  13.6111  5983  13.5174 
 5  125.2  3.1  2.6  2.1  35.7  129.8  1.1  -6.3  0.8  4.4  5738  14.1911  5711  14.0904 
 6  122.3  4.1  3.4  3.3  87.5  132.7  1.7  -3.6  1.4  13.2  0 0 0 0
 7  129.4  4.9  -9.4  6.0  283.7  125.6  3.9  -2.8  4.0  71.6  273  15.4515  287  13.9452 
 8  137.2  2.9  -4.8  1.9  27.7  131.4  1.2  -1.0  0.9  5.2  0 0 0 0
 9  130.3  1.8  -2.1  1.5  16.5  126.9  1.3  1.7  1.0  8.0  4832  15.6574  4820  14.9686 
 10  124.7  1.9  -2.8  2.0  31.6  128.0  1.7  2.0  1.8  24.8  6049  14.6764  6133  14.704 
 11  108.9  4.6  4.2  3.6  103.6  124.0  3.3  2.6  2.4  45.5  0 0 0 0
 12  126.9  3.4  -1.7  2.2  35.8  125.6  1.9  2.2  1.3  11.2  0 0 0 0
 13  125.2  4.0  1.0  2.5  46.9  125.5  2.7  -2.4  1.7  19.5  5960  14.7851  5964  15.0902 
 14  127.2  3.1  -5.6  2.5  45.1  132.0  4.8  -0.1  3.8  101.9  0 0 0 0
 15  130.5  4.0  -2.7  3.7  103.4  128.5  3.4  -2.7  3.2  77.2  1218  14.5131  1150  14.3515 
 16  130.6  5.7  3.5  6.8  392.1  127.9  2.0  -7.4  2.6  52.3  4769  14.6453  4734  14.8116 
 17  132.7  2.7  -2.9  3.3  82.2  136.4  6.4  -4.8  7.6  452.5  1366  15.0043  1360  14.2904 
 18  132.9  2.6  -6.6  2.7  55.4  127.8  2.8  0.8  2.8  62.8  462  13.5325  492  13.3717 
 19  131.5  1.4  -6.7  1.3  12.6  130.7  1.4  0.5  1.3  12.2  0 0 0 0
