Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 7 996
1 13 922
2 19 926
3 12 941
4 14 918
5 14 922
6 17 925
7 12 919
8 14 930
9 18 933
10 11 924
11 16 997
12 14 923
13 8 927
14 16 925
15 18 930
16 10 990
17 27 955
18 28 953
19 23 973
20 27 956
21 31 979
22 24 987
23 23 945
24 10 964
25 25 955
26 10 994
27 31 952
28 18 953
29 21 965
30 31 959
31 29 962
32 25 938
33 31 947
34 19 931
35 23 927
36 10 913
37 14 919
38 13 919
39 12 916
40 16 921
41 17 911
42 19 932
43 15 921
44 17 915
45 22 925
46 16 935
47 15 911
48 23 937
49 24 932
50 18 934
51 12 927
52 8 913
53 17 926
54 17 936
55 20 953
56 18 923
57 17 933
58 20 927
59 11 915
60 16 933
61 20 922
62 15 931
63 19 923
64 24 929
65 25 931
66 28 926
67 17 922
68 11 909
69 27 925
70 25 925
71 8 930
72 24 920
73 27 920
74 27 911
75 37 937
76 23 916
77 23 937
78 27 918
79 34 925
80 6 928
81 8 942
82 12 922
83 11 922
84 11 913
85 7 920
86 15 941
87 16 935
88 7 934
89 11 905
90 10 924
91 14 930
92 12 919
93 11 916
94 18 934
95 14 947
96 7 995
97 11 915
98 12 927
99 14 915
100 10 891
101 15 906
102 12 906
103 7 977
104 9 901
105 14 909
106 18 911
107 11 909
108 17 901
109 10 904
110 13 900
111 23 928
112 22 939
113 32 951
114 27 950
115 32 947
116 22 925
117 33 939
118 25 936
119 24 929
120 30 936
121 21 949
122 22 941
123 32 934
124 23 923
125 23 933
126 24 936
127 36 954
