Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 751
1 760
2 762
3 769
4 753
5 756
6 760
7 763
8 743
9 769
10 751
11 732
12 756
13 758
14 754
15 774
16 765
17 758
18 761
19 763
20 757
21 764
22 761
23 753
24 764
25 759
26 762
27 758
28 760
29 753
30 761
31 769
32 718
33 726
34 743
35 741
36 740
37 742
38 740
39 732
40 724
41 733
42 725
43 734
44 738
45 734
46 751
47 731
48 736
49 743
50 735
51 729
52 737
53 745
54 747
55 736
56 735
57 740
58 740
59 740
60 720
61 738
62 898
63 726
64 747
65 764
66 755
67 752
68 751
69 743
70 739
71 748
72 755
73 747
74 724
75 743
76 760
77 745
78 747
79 749
80 735
81 735
82 742
83 736
84 730
85 732
86 738
87 725
88 713
89 739
90 721
91 743
92 740
93 731
94 733
95 729
96 775
97 711
98 762
99 764
100 752
101 735
102 748
103 767
104 773
105 772
106 765
107 758
108 752
109 760
110 756
111 765
112 756
113 744
114 751
115 750
116 755
117 853
118 938
119 748
120 757
121 745
122 744
123 754
124 747
125 747
126 749
127 772
