Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 65.0 2.3 63.3 2.4 73.6 1.1 75.5 1.0 
1 69.0 2.1 66.8 2.3 74.0 1.3 72.6 1.0 
2 65.9 1.9 67.8 2.1 77.8 1.1 76.2 0.9 
3 74.3 2.1 72.8 2.0 74.2 1.2 76.3 1.2 
4 68.2 2.0 65.7 2.2 74.8 1.2 73.2 1.1 
5 66.7 2.0 64.0 2.1 73.0 1.4 71.6 1.4 
6 64.9 2.1 72.5 2.1 74.5 1.1 72.5 1.1 
7 73.8 2.1 70.7 2.0 74.0 1.3 76.2 0.9 
8 62.3 2.2 62.5 2.2 72.4 1.0 74.5 1.0 
9 68.7 2.1 65.2 2.2 72.0 1.2 75.6 1.0 
10 69.2 2.1 68.5 2.3 72.8 1.3 71.1 1.4 
11 68.6 2.2 67.0 2.2 74.2 1.2 75.7 0.9 
12 66.8 2.1 67.8 2.2 75.0 1.3 78.0 1.2 
13 70.0 2.0 71.0 2.1 73.4 1.2 76.1 1.0 
14 62.9 2.1 64.1 2.0 72.0 1.1 71.1 1.4 
15 60.5 2.1 59.3 2.1 68.2 1.1 70.7 1.0 
16 71.3 2.0 68.1 2.2 73.7 1.3 79.4 1.2 
17 73.1 2.0 71.6 2.3 79.7 1.1 76.5 1.0 
18 74.5 2.0 75.8 2.2 76.6 1.1 78.7 1.1 
19 70.0 2.3 72.1 2.2 77.8 1.2 80.3 1.1 
20 74.2 2.1 73.0 2.3 77.3 1.3 71.9 1.0 
21 66.6 2.3 71.0 2.3 77.2 1.1 80.1 1.4 
22 73.4 2.0 73.1 2.1 79.0 1.2 73.7 1.2 
23 67.0 2.1 67.7 2.2 79.7 1.2 74.3 1.3 
24 64.9 2.1 65.3 2.1 78.0 1.2 80.9 1.1 
25 67.8 2.3 70.1 2.1 79.9 1.1 77.1 1.0 
26 68.2 2.2 63.2 2.2 83.3 1.2 75.1 1.2 
27 70.3 2.3 71.3 2.2 77.8 1.2 79.8 1.0 
28 64.6 2.1 66.1 2.1 84.2 1.2 78.5 1.3 
29 75.1 2.1 72.6 2.2 76.3 1.1 75.5 1.1 
30 70.8 2.0 72.0 2.1 81.3 1.2 76.8 1.1 
31 68.4 2.1 66.4 2.2 82.0 1.2 78.8 1.4 
32 85.8 2.9 88.3 3.0 83.7 1.4 93.5 1.5 
33 84.0 2.8 90.9 2.6 89.6 1.5 87.5 1.1 
34 87.4 2.5 87.5 2.7 94.9 1.4 97.8 1.5 
35 91.1 2.6 89.6 2.3 92.4 1.1 89.6 1.1 
36 87.5 3.0 84.7 2.7 90.6 1.2 88.7 1.1 
37 83.7 2.4 85.5 2.3 87.9 1.2 85.8 1.1 
38 83.6 2.7 80.4 2.7 92.3 1.1 87.0 1.3 
39 89.1 2.5 86.0 2.4 92.0 1.2 96.0 1.1 
40 83.7 2.5 84.8 2.4 89.2 1.5 87.5 1.5 
41 88.9 2.7 82.6 2.7 86.3 1.2 84.8 1.2 
42 85.0 2.8 85.0 2.5 95.4 1.3 88.4 1.2 
43 83.1 2.7 85.1 2.4 90.1 1.5 92.4 1.5 
44 80.2 3.0 84.4 2.7 89.6 1.3 91.4 1.1 
45 81.4 2.6 82.7 2.4 86.3 1.3 87.5 1.1 
46 83.2 2.4 82.4 2.4 88.1 1.4 90.8 1.1 
47 78.8 2.4 82.7 2.4 86.3 1.2 82.0 1.3 
48 79.7 2.2 77.7 2.5 88.2 1.2 81.6 1.4 
49 80.5 2.6 78.2 2.4 87.7 1.3 90.6 1.2 
50 83.7 2.2 84.6 2.3 87.1 1.2 85.5 1.1 
51 81.2 2.6 83.2 2.3 84.7 1.2 88.2 1.1 
52 85.5 2.3 80.8 2.3 79.2 1.4 90.7 1.4 
53 86.3 2.3 82.7 2.6 87.2 1.2 91.2 1.1 
54 79.5 2.2 78.4 2.2 85.9 1.2 84.4 1.1 
55 85.1 2.4 80.4 2.4 87.9 1.2 83.3 1.4 
56 83.7 2.2 85.6 2.4 85.8 1.3 84.5 1.1 
57 83.2 2.3 77.5 2.3 87.9 1.2 83.8 1.2 
58 87.0 2.2 87.3 2.3 86.2 1.4 91.3 1.1 
