Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 724
1 726
2 728
3 748
4 709
5 734
6 736
7 731
8 730
9 740
10 733
11 719
12 729
13 722
14 720
15 728
16 760
17 769
18 759
19 769
20 769
21 752
22 769
23 752
24 771
25 774
26 766
27 752
28 770
29 772
30 755
31 767
32 749
33 737
34 753
35 748
36 758
37 751
38 752
39 755
40 750
41 744
42 752
43 745
44 751
45 751
46 760
47 756
48 750
49 753
50 748
51 742
52 751
53 750
54 759
55 763
56 764
57 756
58 746
59 758
60 756
61 748
62 768
63 739
64 732
65 755
66 750
67 747
68 738
69 745
70 745
71 747
72 750
73 745
74 727
75 741
76 749
77 756
78 756
79 750
80 743
81 739
82 740
83 729
84 750
85 730
86 733
87 744
88 731
89 741
90 742
91 744
92 744
93 735
94 739
95 734
96 776
97 735
98 792
99 784
100 746
101 668
102 685
103 780
104 778
105 778
106 784
107 763
108 771
109 767
110 769
111 775
112 983
113 771
114 803
115 767
116 769
117 1015
118 795
119 761
120 772
121 769
122 777
123 768
124 769
125 765
126 765
127 776
