Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 73.8 2.4 71.5 2.3 75.4 1.3 77.9 1.4 
1 65.4 2.3 75.7 2.3 80.5 1.2 75.0 1.4 
2 68.2 2.4 70.3 2.1 81.3 1.3 75.4 1.2 
3 72.4 2.3 78.7 2.2 79.1 1.4 79.9 1.1 
4 65.9 2.2 68.2 2.2 68.8 1.1 71.7 1.1 
5 72.4 2.1 65.7 2.1 80.3 1.4 78.1 1.3 
6 70.7 2.4 75.0 2.3 79.0 1.5 81.0 1.4 
7 71.9 2.4 73.8 2.3 84.6 1.1 86.4 1.1 
8 72.9 2.3 70.1 2.3 78.4 1.3 76.9 1.1 
9 71.5 2.2 65.1 2.3 73.1 1.2 78.0 1.4 
10 72.9 2.3 75.1 2.5 77.3 1.3 79.0 1.1 
11 75.3 2.4 68.8 2.4 78.9 1.3 73.2 1.3 
12 65.8 2.4 71.5 2.3 75.5 1.2 73.4 1.2 
13 69.4 2.2 71.9 2.2 76.2 1.4 73.5 1.2 
14 71.8 2.4 70.0 2.3 84.4 1.1 81.5 1.1 
15 73.5 2.4 71.5 2.3 77.8 1.4 74.8 1.3 
16 74.6 2.2 69.0 2.1 78.5 1.2 77.3 1.1 
17 77.9 2.2 79.1 2.5 84.2 1.1 80.5 1.1 
18 76.8 2.4 71.6 2.4 81.9 1.3 84.2 1.0 
19 69.0 2.2 67.8 2.3 82.6 1.3 73.5 1.2 
20 79.3 2.5 74.6 2.2 81.9 1.2 84.0 1.0 
21 69.4 2.4 72.9 2.4 78.7 1.2 78.8 1.1 
22 70.4 2.2 72.5 2.2 78.8 1.2 79.1 1.1 
23 70.9 2.3 67.5 2.3 80.1 1.1 80.3 1.4 
24 77.0 2.2 74.7 2.4 82.5 1.3 79.2 1.4 
25 68.5 2.3 69.8 2.4 80.6 1.4 76.6 1.1 
26 73.4 2.1 73.3 2.4 81.1 1.2 84.4 1.2 
27 70.0 2.4 74.3 2.4 80.7 1.1 82.5 1.1 
28 69.5 2.2 73.2 2.3 80.4 1.1 82.9 1.0 
29 69.0 2.3 69.6 2.3 81.7 1.2 84.5 1.2 
30 70.9 2.2 75.6 2.3 84.3 1.1 81.0 1.1 
31 73.5 2.2 69.2 2.3 74.9 1.1 72.5 1.0 
32 75.8 3.0 76.0 2.7 77.9 1.2 79.3 1.1 
33 72.2 2.6 78.0 2.5 84.5 1.3 85.1 1.4 
34 80.0 2.5 86.4 2.6 84.4 1.0 80.3 1.4 
35 78.1 2.5 75.0 2.5 78.7 1.2 76.9 1.1 
36 76.8 2.7 78.8 2.7 80.2 1.1 84.4 1.0 
37 75.8 2.3 73.5 2.4 84.5 1.1 86.7 1.0 
38 78.8 2.7 74.1 2.8 78.8 1.4 77.2 1.1 
39 80.1 2.4 82.0 2.1 79.0 1.2 76.2 1.0 
40 76.5 2.6 72.9 2.5 81.2 1.1 84.1 1.1 
41 71.2 2.7 74.1 2.5 85.3 1.3 83.5 1.5 
42 75.4 2.6 74.6 2.8 83.1 1.1 80.6 1.0 
43 72.0 2.5 69.5 2.3 80.8 1.4 77.6 1.1 
44 73.1 2.7 74.6 2.9 81.9 1.2 80.3 1.0 
45 72.8 2.2 70.4 2.3 80.0 1.1 77.1 1.1 
46 79.7 2.2 72.1 2.5 83.6 1.1 81.3 1.1 
47 77.4 2.3 76.4 2.2 80.2 1.4 80.2 0.9 
48 81.0 2.0 82.5 2.1 92.2 1.1 93.2 1.4 
49 80.5 2.3 83.0 2.3 90.5 1.2 87.7 1.1 
50 86.7 2.1 87.5 2.3 90.1 1.2 89.0 1.1 
51 87.8 2.1 87.8 2.1 82.8 1.4 86.5 1.2 
52 85.0 2.1 84.5 2.1 91.1 1.2 87.3 1.2 
53 85.2 2.2 80.0 2.2 91.3 1.2 88.3 1.1 
54 81.0 2.4 80.0 2.2 87.8 1.1 88.0 1.0 
55 80.9 2.2 84.5 2.2 89.3 1.2 91.0 1.1 
56 84.3 2.1 87.6 2.3 92.6 1.1 94.7 1.1 
57 86.5 2.2 83.2 2.2 90.9 1.3 92.0 1.1 
58 85.7 2.1 82.8 2.2 88.2 1.1 92.2 1.0 
59 80.6 2.4 84.5 2.2 92.5 1.1 87.0 1.4 
60 87.0 2.2 81.9 2.4 101.2 1.3 90.9 1.2 
61 81.9 2.3 83.4 2.5 89.5 1.3 88.1 1.0 
62 83.5 2.3 81.2 2.5 91.2 1.2 89.1 1.1 
63 81.7 2.4 84.1 2.6 88.4 1.1 90.1 1.1 
64 76.3 2.5 69.6 2.4 78.8 1.3 76.8 1.1 
65 70.9 2.4 75.6 2.5 79.9 1.2 77.5 1.1 
66 77.5 2.3 78.3 2.4 76.4 1.2 75.8 1.5 
67 80.7 2.3 80.6 2.6 83.2 1.3 79.9 1.2 
68 81.1 2.6 75.0 2.6 81.0 1.3 72.3 1.2 
69 76.5 2.4 73.1 2.4 82.8 1.4 79.0 1.5 
70 79.0 2.5 77.8 2.5 73.4 1.3 78.3 1.6 
71 68.7 2.6 72.2 2.6 78.7 1.3 76.3 1.1 
72 74.9 2.6 73.8 2.6 80.6 1.2 83.7 1.1 
73 71.5 2.4 73.7 2.6 83.5 1.3 77.1 1.4 
74 71.7 2.4 79.5 2.4 70.2 1.5 75.0 1.2 
75 72.8 2.6 73.9 2.4 81.2 1.4 79.1 1.5 
76 72.9 2.5 71.2 2.4 71.8 1.1 69.7 1.2 
77 80.5 2.6 78.4 2.4 75.6 1.5 80.1 1.2 
78 76.6 2.5 71.1 2.4 73.8 1.2 75.5 1.1 
79 77.1 2.4 79.6 2.4 79.7 1.2 75.9 1.1 
80 80.6 4.3 79.4 4.4 85.6 1.4 79.5 1.3 
81 84.3 2.7 83.7 2.6 85.4 1.1 87.8 1.1 
82 85.9 3.1 77.3 3.2 80.5 1.2 83.1 1.1 
83 85.8 2.5 79.9 2.5 82.5 1.4 76.9 1.3 
84 84.2 2.6 83.0 3.0 80.6 1.3 83.6 1.1 
85 79.7 2.4 79.8 2.4 81.3 1.2 83.0 1.1 
86 78.7 2.6 84.8 2.6 86.9 1.4 90.5 1.2 
87 85.8 2.3 83.0 2.3 85.4 1.2 87.0 1.1 
88 76.6 2.4 82.3 2.5 83.7 1.3 77.1 1.3 
89 80.8 2.3 78.6 2.6 88.6 1.2 91.6 1.1 
90 83.2 2.1 79.7 2.4 86.4 1.2 87.2 1.1 
91 81.3 2.3 80.3 2.3 88.7 1.4 84.9 1.1 
92 79.2 2.5 77.7 2.4 85.9 1.4 84.2 1.5 
93 78.5 2.5 79.9 2.6 90.8 1.2 87.6 1.3 
94 74.6 2.4 82.1 2.5 85.6 1.2 88.1 1.2 
95 77.2 2.4 76.2 2.6 83.2 1.3 89.8 1.3 
96 77.0 2.4 74.0 2.4 80.4 1.1 83.6 1.1 
97 77.4 2.1 73.3 2.4 83.6 1.1 82.1 1.1 
