Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 29 996
1 29 948
2 15 929
3 6 955
4 21 993
5 12 994
6 10 996
7 32 993
8 15 989
9 23 989
10 21 919
11 31 986
12 12 999
13 35 994
14 20 990
15 27 987
16 15 960
17 21 931
18 23 932
19 21 935
20 27 937
21 22 933
22 19 913
23 21 933
24 20 997
25 21 993
26 17 912
27 30 928
28 27 935
29 21 996
30 12 959
31 23 961
32 6 995
33 10 933
34 43 996
35 40 958
36 12 939
37 23 967
38 23 974
39 34 945
40 35 994
41 6 939
42 33 940
43 36 947
44 31 941
45 35 934
46 35 948
47 44 994
48 6 968
49 6 978
50 6 984
51 11 909
52 6 912
53 12 921
54 7 908
55 8 907
56 6 888
57 6 977
58 6 979
59 7 968
60 9 910
61 6 893
62 7 900
63 7 947
64 40 943
65 35 945
66 41 949
67 41 944
68 36 932
69 32 938
70 44 949
71 41 951
72 39 938
73 43 945
74 35 935
75 32 929
76 48 953
77 37 938
78 42 944
79 49 948
80 28 930
81 36 943
82 27 917
83 32 935
84 36 938
85 28 936
86 29 921
87 39 949
88 36 933
89 22 918
90 33 948
91 37 946
92 39 948
93 37 945
94 36 928
95 42 963
96 42 957
97 40 925
98 38 919
99 41 935
100 35 935
101 43 929
102 37 926
103 26 991
104 40 937
105 35 926
106 33 916
107 40 919
108 38 928
109 41 925
110 42 924
111 47 938
112 20 918
113 30 912
114 25 927
115 30 916
116 25 950
117 27 928
118 16 901
119 28 919
120 25 919
121 24 915
122 20 914
123 33 915
124 37 917
125 26 925
126 48 932
127 37 926
