Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 72.6 2.3 77.6 2.4 78.6 1.3 74.4 1.5 
1 73.0 2.2 70.7 2.3 73.0 1.2 75.3 1.1 
2 72.0 2.2 71.1 2.3 83.0 1.2 81.1 1.1 
3 71.6 2.2 74.6 2.4 78.7 1.4 82.7 1.2 
4 72.3 2.2 72.0 2.4 76.6 1.3 73.0 1.0 
5 74.5 2.1 68.5 2.3 75.9 1.1 73.8 1.1 
6 75.4 2.4 68.3 2.3 84.2 1.2 80.6 1.4 
7 68.1 2.3 72.1 2.4 83.7 1.2 74.4 1.2 
8 72.2 2.5 75.8 2.5 76.1 1.2 80.0 1.0 
9 68.0 2.3 71.2 2.3 76.4 1.2 78.7 1.1 
10 74.7 2.5 73.2 2.3 84.1 1.1 80.8 1.2 
11 74.7 2.4 67.0 2.5 70.0 1.2 72.9 1.5 
12 73.6 2.3 70.8 2.4 77.3 1.2 77.4 1.1 
13 69.9 2.2 69.0 2.2 78.0 1.4 73.2 1.1 
14 71.7 2.1 69.7 2.2 80.3 1.2 83.1 1.2 
15 74.6 2.3 76.3 2.2 79.1 1.3 83.8 1.3 
16 74.5 2.2 73.2 2.2 77.9 1.3 77.5 1.1 
17 75.0 2.5 73.0 2.4 76.4 1.2 72.1 1.2 
18 76.8 2.3 77.5 2.2 78.4 1.2 79.9 1.1 
19 71.3 2.3 71.3 2.4 75.8 1.4 76.3 1.1 
20 83.4 2.5 72.5 2.5 78.3 1.4 83.6 1.1 
21 70.1 2.4 65.1 2.5 78.2 1.4 68.7 1.2 
22 72.6 2.1 75.3 2.3 76.6 1.2 82.1 1.4 
23 77.9 2.4 74.9 2.4 83.1 1.2 83.2 1.2 
24 67.1 2.2 70.3 2.3 79.0 1.3 76.7 1.1 
25 75.7 2.5 77.1 2.2 76.3 1.1 80.5 1.2 
26 74.6 2.2 76.2 2.3 77.5 1.3 77.1 1.1 
27 73.5 2.4 69.9 2.4 82.5 1.2 80.6 1.1 
28 68.2 2.4 73.3 2.3 77.9 1.4 83.1 1.2 
29 75.0 2.5 70.1 2.2 81.6 1.4 75.6 1.2 
30 70.1 2.5 66.0 2.5 80.8 1.2 83.0 1.1 
31 69.3 2.2 71.5 2.2 82.6 1.2 79.1 1.4 
32 64.7 2.9 62.5 3.0 70.2 1.4 72.2 1.1 
33 70.2 2.6 63.8 2.8 75.5 1.2 69.2 1.3 
34 62.9 2.7 64.4 2.8 79.3 1.2 77.0 1.0 
35 65.0 2.4 63.8 2.7 67.9 1.5 70.8 1.1 
36 62.0 3.0 65.1 3.1 66.4 1.2 68.1 1.1 
37 60.3 2.5 64.2 2.6 68.9 1.2 74.0 1.4 
38 63.4 2.5 62.8 2.7 65.2 1.2 68.3 1.1 
39 61.8 2.4 68.6 2.4 68.8 1.2 71.0 1.1 
40 65.1 2.5 66.3 2.7 68.5 1.2 71.5 1.1 
41 65.2 2.6 63.3 2.9 66.7 1.4 69.5 1.3 
42 65.1 2.6 69.6 2.6 68.0 1.2 73.5 1.3 
43 63.2 2.6 57.1 2.5 66.4 1.4 68.0 1.0 
44 64.2 2.7 61.8 2.7 71.8 1.2 76.1 1.1 
45 61.0 2.4 60.9 2.6 76.1 1.2 73.7 1.1 
46 64.1 2.4 62.4 2.7 75.5 1.2 69.8 1.4 
47 62.5 2.3 62.4 2.4 74.4 1.4 77.3 1.5 
48 74.7 2.4 70.6 2.5 77.3 1.3 80.3 1.1 
49 75.1 2.6 79.1 2.4 78.7 1.4 82.2 1.4 
50 76.6 2.4 72.0 2.6 79.4 1.2 77.5 1.2 
51 67.1 2.4 69.1 2.5 71.8 1.2 76.4 1.2 
52 80.5 2.4 81.2 2.6 82.9 1.3 80.3 1.2 
53 70.3 2.7 73.7 2.6 80.6 1.3 74.0 1.5 
54 74.7 2.4 72.8 2.5 79.9 1.3 77.0 1.2 
55 78.9 2.5 72.9 2.5 76.0 1.3 79.9 1.1 
56 72.5 2.6 71.0 2.4 81.2 1.2 74.7 1.4 
57 75.5 2.5 71.9 2.4 74.7 1.4 82.1 1.6 
58 73.6 2.4 73.7 2.4 81.7 1.3 81.2 1.2 
59 73.0 2.6 79.0 2.4 80.6 1.2 82.8 1.2 
60 77.9 2.4 79.3 2.6 80.6 1.3 83.5 1.1 
61 70.7 2.6 69.5 2.6 77.3 1.5 74.3 1.5 
62 80.4 2.8 75.8 2.6 85.0 1.3 79.2 1.4 
63 74.3 3.0 71.7 2.7 80.0 1.3 77.4 1.1 
64 66.9 2.0 71.6 1.9 75.9 1.1 72.4 1.0 
65 73.5 1.9 64.0 2.0 76.0 1.1 72.5 1.1 
66 68.4 2.0 71.5 1.8 76.5 1.0 71.4 1.3 
67 70.3 1.9 74.2 2.0 76.3 1.1 69.6 1.3 
68 65.0 1.7 66.2 1.9 71.5 1.1 69.8 1.1 
69 70.0 1.9 67.5 2.0 76.1 1.1 79.4 1.1 
70 72.4 1.8 71.4 2.0 74.6 1.2 73.3 1.0 
71 72.0 1.8 68.7 1.9 78.6 1.2 76.9 1.0 
72 76.5 1.9 71.5 1.9 70.4 1.3 72.6 1.4 
73 72.7 1.9 73.5 1.8 74.6 1.2 73.1 1.0 
74 67.7 1.8 69.1 1.9 73.6 1.1 75.9 1.1 
75 68.0 2.0 73.2 1.8 67.0 1.3 71.1 1.1 
76 68.7 1.9 72.1 1.8 73.5 1.2 78.6 1.2 
77 67.6 2.0 74.7 1.9 76.6 1.1 74.0 1.0 
78 62.9 1.9 69.9 1.9 69.6 1.2 67.9 1.0 
79 74.5 2.0 68.0 1.9 71.5 1.1 71.7 1.1 
80 74.0 4.0 74.6 4.0 76.3 1.2 81.0 1.4 
81 76.4 2.5 73.6 2.5 80.0 1.3 83.0 1.1 
82 74.6 2.8 78.9 3.0 81.7 1.4 77.0 1.3 
83 77.5 2.2 76.6 2.3 77.4 1.3 84.5 1.2 
84 77.9 2.4 75.9 2.4 79.3 1.4 77.6 1.1 
85 71.9 2.1 72.5 2.0 81.9 1.2 81.2 1.1 
86 73.0 2.3 71.7 2.4 85.0 1.2 77.4 1.3 
87 74.4 2.2 77.1 2.2 79.8 1.2 77.6 1.1 
88 69.3 2.3 73.9 2.1 83.3 1.2 78.3 1.4 
89 73.3 2.1 75.0 2.3 78.1 1.4 84.5 1.1 
90 76.9 2.0 71.5 2.1 80.3 1.2 82.8 1.1 
91 73.1 1.9 74.8 2.0 84.4 1.1 80.1 1.0 
92 68.9 2.1 76.4 2.1 80.8 1.2 84.0 1.0 
93 74.3 2.0 76.2 2.1 79.0 1.2 76.5 1.0 
94 73.6 2.1 71.4 2.2 80.1 1.2 80.2 1.5 
95 74.3 2.2 72.3 2.2 82.2 1.3 72.1 1.3 
96 65.3 2.6 67.0 2.6 72.8 1.3 69.7 1.2 
97 67.9 2.8 69.5 2.8 67.5 1.4 64.3 1.4 
98 66.4 2.5 68.3 2.6 67.9 1.3 65.0 1.2 
99 71.0 2.5 71.7 2.7 72.2 1.3 70.5 1.2 
100 60.1 2.6 64.8 2.8 71.8 1.3 68.8 1.3 
101 69.9 2.6 66.0 2.8 72.0 1.3 71.8 1.2 
102 72.2 2.6 72.2 2.7 68.2 1.4 70.7 1.2 
103 64.2 2.8 65.5 2.7 63.5 1.5 67.3 1.2 
104 64.8 2.5 66.8 2.7 66.3 1.3 68.0 1.2 
105 66.2 2.9 64.0 3.0 69.5 1.3 71.2 1.2 
106 66.4 2.9 67.0 2.7 65.0 1.3 65.2 1.3 
107 67.9 2.6 66.1 2.6 72.0 1.2 67.3 1.5 
108 67.3 2.7 66.5 2.9 74.2 1.4 75.0 1.2 
109 65.6 2.7 66.7 2.9 69.3 1.3 72.3 1.3 
110 58.6 2.8 60.8 2.9 67.1 1.4 64.7 1.2 
111 58.9 2.7 64.0 2.6 67.2 1.4 65.2 1.2 
112 79.8 2.6 81.2 2.6 82.8 1.3 81.8 1.2 
113 73.3 2.5 75.8 2.6 80.8 1.3 84.7 1.2 
114 79.7 2.9 76.5 2.7 81.6 1.3 83.5 1.2 
115 81.3 2.5 84.5 2.5 79.2 1.3 76.1 1.5 
116 80.8 2.6 77.2 2.6 77.3 1.3 79.6 1.2 
117 75.3 2.8 80.3 2.6 84.2 1.2 82.2 1.2 
118 84.3 2.5 81.9 2.6 82.4 1.4 83.8 1.2 
119 76.0 2.4 78.5 2.7 84.9 1.2 86.9 1.2 
120 73.6 2.5 78.0 2.8 92.0 1.5 87.8 1.1 
121 71.6 2.5 78.9 2.6 78.7 1.5 80.0 1.1 
122 78.3 2.6 80.2 2.6 83.0 1.4 84.3 1.1 
