Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 791
1 790
2 792
3 794
4 775
5 789
6 791
7 794
8 783
9 796
10 792
11 789
12 787
13 785
14 797
15 793
16 767
17 766
18 766
19 752
20 769
21 769
22 759
23 760
24 755
25 764
26 770
27 750
28 760
29 765
30 756
31 761
32 774
33 784
34 792
35 787
36 796
37 792
38 793
39 803
40 793
41 791
42 781
43 789
44 790
45 786
46 774
47 795
48 933
49 771
50 753
51 764
52 759
53 759
54 768
55 764
56 773
57 761
58 763
59 758
60 755
61 761
62 764
63 756
64 774
65 773
66 768
67 767
68 781
69 769
70 765
71 771
72 773
73 761
74 767
75 767
76 761
77 775
78 760
79 781
80 800
81 796
82 801
83 793
84 809
85 788
86 801
87 808
88 779
89 809
90 801
91 797
92 814
93 792
94 804
95 801
96 792
97 755
98 804
99 792
100 787
101 769
102 791
103 793
104 795
105 789
106 778
107 795
108 799
109 780
110 794
111 795
112 794
113 759
114 768
115 763
116 755
117 753
118 754
119 748
120 759
121 756
122 763
123 760
124 760
125 759
126 761
127 763
