Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 74.5 2.8 73.8 2.4 81.7 1.3 75.8 1.2 
1 66.0 2.7 71.4 2.6 78.8 1.3 76.9 1.2 
2 81.7 2.5 75.3 2.4 82.7 1.3 76.5 1.2 
3 70.1 2.6 75.3 2.2 73.9 1.3 82.6 1.3 
4 71.0 2.8 70.2 2.5 75.9 1.2 73.4 1.2 
5 73.7 2.4 70.0 2.4 79.8 1.2 83.1 1.2 
6 75.8 2.6 72.4 2.6 80.7 1.3 76.2 1.1 
7 74.3 2.5 68.6 2.4 83.1 1.2 79.7 1.4 
8 77.9 2.7 77.5 2.5 79.9 1.1 76.8 1.1 
9 71.0 2.5 74.5 2.3 84.4 1.1 81.8 1.2 
10 70.1 2.6 75.0 2.5 79.9 1.2 75.5 1.4 
11 73.4 2.6 74.2 2.4 81.8 1.3 83.4 1.1 
12 64.9 2.5 65.0 2.5 74.4 1.4 79.0 1.3 
13 69.6 2.7 69.2 2.4 82.3 1.3 80.9 1.1 
14 71.5 2.5 72.6 2.3 84.3 1.1 74.5 1.4 
15 79.0 2.6 71.9 2.6 79.5 1.3 84.3 1.2 
16 81.3 2.4 80.5 2.2 83.0 1.5 84.6 1.1 
17 72.6 2.5 67.1 2.5 84.3 1.2 86.8 1.1 
18 78.9 2.3 82.6 2.4 79.2 1.2 76.2 1.2 
19 77.9 2.5 76.3 2.4 86.9 1.2 78.9 1.4 
20 80.8 2.3 83.8 2.2 82.2 1.4 87.9 1.2 
21 69.1 2.6 69.7 2.3 84.9 1.3 92.1 1.2 
22 77.7 2.3 74.7 2.3 86.4 1.2 84.2 1.4 
23 80.2 2.2 79.4 2.3 84.5 1.3 87.3 1.1 
24 74.8 2.3 73.1 2.2 84.5 1.2 87.4 1.1 
25 71.5 2.4 72.8 2.2 80.7 1.2 83.0 1.1 
26 72.4 2.4 76.0 2.2 88.7 1.2 90.7 1.2 
27 74.3 2.3 74.3 2.4 84.8 1.2 89.5 1.4 
28 79.1 2.5 75.0 2.2 83.5 1.3 80.9 1.1 
29 72.7 2.3 72.7 2.3 82.3 1.4 90.8 1.3 
30 73.9 2.5 75.8 2.2 82.3 1.4 79.9 1.4 
31 76.0 2.4 77.5 2.3 82.8 1.4 85.1 1.4 
32 74.1 2.9 79.1 3.0 90.6 1.2 88.4 1.1 
33 76.1 2.6 74.6 2.5 85.2 1.2 87.0 1.1 
34 75.6 2.6 81.3 2.8 86.7 1.2 84.2 1.1 
35 89.0 2.4 79.2 2.5 84.4 1.1 87.6 1.0 
36 79.5 3.1 81.2 2.8 87.1 1.2 85.1 1.1 
37 81.4 2.2 83.3 2.2 80.7 1.2 84.4 1.1 
38 70.9 2.6 77.7 2.5 90.2 1.3 81.1 1.3 
39 82.0 2.4 77.4 2.3 85.8 1.2 87.7 1.0 
40 82.4 2.5 78.7 2.3 82.7 1.4 84.9 1.3 
41 75.2 2.5 74.4 2.7 81.1 1.2 83.8 1.1 
42 82.3 2.5 81.1 2.6 85.1 1.1 86.4 1.1 
43 80.4 2.5 78.7 2.3 83.7 1.1 81.6 1.1 
44 77.4 2.9 81.5 2.9 86.0 1.2 87.8 1.0 
45 73.6 2.6 77.5 2.4 84.6 1.1 82.3 1.3 
46 79.6 2.4 74.7 2.5 87.1 1.1 87.1 1.1 
47 80.2 2.3 74.1 2.3 86.0 1.3 80.7 1.2 
48 72.9 2.0 78.0 2.2 82.7 1.3 78.0 1.4 
49 73.3 2.1 76.4 2.1 83.0 1.3 84.0 1.4 
50 77.0 2.1 77.8 2.0 86.0 1.1 87.9 0.9 
51 75.9 2.3 78.1 2.1 86.7 1.2 81.8 1.4 
52 83.1 2.2 88.8 2.2 87.1 1.3 81.0 1.2 
53 77.0 2.4 84.8 2.1 86.3 1.2 87.8 1.0 
54 87.9 2.2 79.5 2.1 87.4 1.1 85.6 1.0 
55 76.9 2.2 77.5 2.3 82.1 1.2 83.5 1.1 
56 86.0 2.0 82.4 2.0 87.8 1.1 85.0 1.0 
57 78.4 2.3 76.3 2.1 81.4 1.4 80.1 1.0 
58 73.0 2.1 72.2 2.2 78.5 1.2 76.8 1.0 
59 73.5 2.1 73.8 2.4 91.7 1.2 87.7 1.2 
60 79.8 2.1 75.6 2.2 81.3 1.2 83.4 1.1 
61 80.4 2.2 82.5 2.2 90.1 1.3 82.8 1.3 
62 77.8 2.2 80.3 2.2 85.0 1.1 86.8 1.1 
63 77.4 2.4 80.8 2.5 81.7 1.2 84.1 1.1 
64 75.0 2.1 73.9 2.1 67.0 1.2 65.0 1.1 
65 65.2 2.1 68.1 2.1 70.3 1.2 68.9 1.1 
66 71.5 2.0 69.1 2.2 70.0 1.4 75.2 1.2 
67 68.1 2.4 71.8 2.2 70.1 1.2 72.0 1.0 
68 72.1 2.0 71.1 2.2 71.6 1.4 72.4 1.0 
69 67.6 2.1 65.6 2.2 69.7 1.2 71.4 1.1 
70 72.2 2.3 67.7 2.2 79.2 1.3 74.2 1.4 
71 67.5 2.1 66.5 2.2 68.2 1.1 70.8 1.1 
72 65.1 2.1 67.7 2.2 70.6 1.2 68.6 1.1 
73 70.4 2.2 69.5 2.2 75.6 1.2 67.3 1.4 
74 70.7 2.1 69.5 2.2 70.5 1.4 72.2 1.1 
75 64.8 2.2 69.8 2.4 73.3 1.3 68.6 1.0 
76 71.9 2.2 69.9 2.3 76.0 1.3 74.3 1.1 
77 66.0 2.1 69.8 2.4 66.1 1.4 62.2 1.2 
78 67.9 2.1 62.1 2.5 64.4 1.2 61.4 1.2 
79 61.1 2.1 65.3 2.4 68.3 1.1 68.2 1.1 
80 77.5 4.1 78.6 4.1 81.8 1.3 83.3 1.2 
81 77.8 2.6 78.2 2.4 83.7 1.2 76.7 1.2 
82 75.5 3.1 75.9 2.8 80.5 1.2 82.9 1.2 
83 80.4 2.2 76.4 2.4 77.5 1.2 79.2 1.1 
84 72.5 2.6 80.3 2.6 83.0 1.2 80.9 1.1 
85 74.0 2.4 73.0 2.3 82.5 1.2 80.5 1.1 
86 76.2 2.4 79.0 2.6 81.4 1.4 78.2 1.5 
87 73.8 2.4 80.1 2.1 76.9 1.2 82.9 1.4 
88 75.3 2.5 71.9 2.3 83.8 1.2 80.2 1.1 
89 73.9 2.3 72.4 2.4 84.2 1.3 81.4 1.1 
90 73.1 2.4 70.2 2.1 80.4 1.4 77.8 1.2 
91 70.8 2.2 72.2 2.2 75.1 1.2 72.6 1.1 
92 72.7 2.4 77.4 2.2 83.8 1.1 81.6 1.1 
93 78.2 2.5 76.2 2.2 78.2 1.3 77.6 1.1 
94 75.6 2.1 71.8 2.3 75.0 1.2 73.3 1.1 
95 74.3 2.4 68.0 2.3 84.9 1.2 77.3 1.3 
96 85.8 2.6 87.0 2.3 91.5 1.2 89.4 1.2 
97 86.5 2.4 88.5 2.5 92.3 1.2 95.5 1.1 
98 92.0 2.4 90.0 2.4 87.2 1.2 85.5 1.1 
99 86.5 2.4 86.8 2.6 94.8 1.3 90.2 1.5 
100 92.6 2.4 85.5 2.6 95.8 1.3 88.9 1.4 
101 84.3 2.4 85.4 2.4 88.5 1.2 90.5 1.2 
102 87.8 2.4 89.6 2.5 85.6 1.2 87.5 1.5 
103 86.2 2.6 85.1 2.5 85.8 1.3 87.7 1.1 
104 85.4 2.4 84.2 2.5 88.7 1.5 87.3 1.5 
