Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 82.4 3.0 86.3 2.9 98.2 1.4 104.0 1.1 
1 90.9 2.8 90.5 3.1 98.9 1.3 91.2 1.4 
2 89.7 2.7 91.3 2.7 98.3 1.3 96.5 1.2 
3 84.6 2.8 91.8 3.0 88.1 1.2 93.2 1.4 
4 85.4 2.8 85.6 3.0 94.5 1.4 100.1 1.2 
5 86.1 2.7 87.2 2.7 96.4 1.2 99.8 1.1 
6 82.1 2.9 84.3 2.7 96.2 1.2 94.1 1.2 
7 87.6 3.0 86.0 2.7 96.4 1.2 97.2 1.5 
8 84.0 2.9 88.7 3.0 95.8 1.5 97.6 1.6 
9 91.0 2.8 91.2 3.1 95.6 1.3 93.4 1.2 
10 86.0 3.0 85.6 2.7 90.2 1.6 94.6 1.4 
11 89.0 2.7 92.0 2.8 96.1 1.2 94.0 1.1 
12 89.3 2.8 90.2 3.1 93.2 1.3 96.6 1.4 
13 88.4 2.8 90.1 3.0 92.8 1.3 95.0 1.2 
14 90.5 2.8 92.4 2.8 97.2 1.4 92.8 1.2 
15 87.8 2.8 89.5 3.0 96.1 1.4 99.1 1.1 
16 85.3 2.0 79.9 2.1 88.5 1.1 91.0 1.2 
17 84.5 2.3 86.9 2.1 84.8 1.1 86.7 1.0 
18 84.5 2.1 85.8 2.0 87.0 1.4 90.0 1.5 
19 80.9 2.2 84.2 2.1 92.3 1.1 92.1 1.1 
20 81.5 2.2 92.7 2.1 91.5 1.4 92.9 1.5 
21 84.8 2.2 85.8 2.2 92.4 1.1 88.4 1.1 
22 91.1 2.1 87.9 2.2 94.5 1.4 84.7 1.3 
23 84.8 2.0 87.9 2.3 91.3 1.2 87.7 1.1 
24 84.6 2.0 81.5 2.2 85.5 1.1 87.9 1.2 
25 85.6 2.2 77.5 2.2 85.3 1.1 90.4 1.4 
26 84.4 2.2 92.2 2.1 96.3 1.2 93.6 1.1 
27 84.2 2.3 86.6 2.1 92.0 1.1 92.0 1.0 
28 84.0 2.0 81.8 2.1 87.2 1.4 91.2 1.1 
29 78.9 2.4 80.7 2.2 87.5 1.4 88.2 1.0 
30 86.7 2.1 83.1 2.2 89.8 1.2 91.7 1.0 
31 81.2 2.1 84.6 2.1 94.2 1.3 86.0 1.2 
