Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  123.8  2.2  -2.5  2.1  31.1  127.1  1.5  2.8  1.4  14.1  6018  14.8901  6025  14.167 
 1  131.1  3.4  -4.2  2.9  59.5  133.5  1.9  -1.2  1.2  4.4  3431  14.1538  3332  14.497 
 2  118.0  3.8  6.9  3.1  81.4  128.1  1.2  -2.8  1.1  8.3  703  13.8179  736  13.7318 
 3  136.8  5.7  -5.6  5.1  202.9  134.6  2.2  -4.4  2.0  29.6  4435  14.8973  4406  13.8136 
 4  132.2  4.0  -2.3  4.3  149.7  127.2  1.1  -0.1  1.2  10.7  4304  13.5472  4298  13.3418 
 5  125.8  2.8  3.3  2.0  31.0  127.0  1.6  -2.3  1.2  9.4  5377  14.247  5461  14.1685 
 6  128.5  1.8  -0.4  1.4  16.3  129.4  2.0  -1.3  1.6  18.5  0 0 0 0
 7  134.5  4.5  -7.1  5.6  245.5  125.2  7.0  -0.3  7.2  238.2  304  14.2856  318  13.3217 
 8  141.0  3.0  -6.4  2.0  30.4  122.8  2.8  2.2  1.9  25.7  0 0 0 0
 9  133.4  2.7  -6.2  2.2  35.5  129.2  3.1  0.5  2.5  48.8  4793  14.4306  4742  14.4353 
 10  129.8  2.7  -2.4  2.9  67.0  131.3  1.7  -3.1  1.8  25.7  6121  14.2095  6125  14.4333 
 11  125.3  2.4  0.3  1.9  27.2  125.7  2.8  3.7  2.1  32.8  0 0 0 0
 12  127.2  5.4  0.9  3.5  88.9  131.4  3.0  -0.6  2.0  28.0  0 0 0 0
 13  124.3  3.2  -0.1  2.0  30.1  124.6  1.7  0.8  1.1  8.0  6028  14.4617  6035  14.7397 
 14  130.4  3.3  -3.8  2.7  52.9  124.1  3.2  3.1  2.5  44.9  0 0 0 0
 15  136.3  5.4  -7.0  5.0  191.0  124.5  2.7  0.6  2.5  47.8  1262  14.3111  1303  13.9856 
 16  127.9  5.3  3.5  6.4  347.7  122.3  4.3  -1.8  5.6  244.9  4434  13.5515  4563  13.8764 
 17  123.5  6.7  -3.0  8.4  526.0  132.6  5.4  1.3  6.4  321.3  1102  13.8079  1120  13.3615 
 18  122.4  2.8  0.1  3.0  67.2  128.3  2.2  1.2  2.2  39.2  417  13.1947  369  13.2186 
 19  121.3  2.1  5.3  2.0  30.5  126.7  1.4  1.3  1.3  12.0  0 0 0 0
 20  122.9  6.1  1.6  4.8  185.5  114.4  1.3  3.6  1.1  7.9  577  13.7295  550  13.4754 
