Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 75.2 2.2 76.0 2.3 85.6 1.4 85.1 1.1 
1 73.7 2.3 77.3 2.4 86.5 1.2 84.7 1.1 
2 72.6 2.1 73.3 2.3 83.9 1.3 86.8 1.1 
3 76.7 2.1 82.1 2.1 86.4 1.3 92.2 1.0 
4 83.7 2.2 79.2 2.2 79.7 1.4 83.4 1.1 
5 81.3 2.1 78.2 2.0 84.0 1.2 82.0 1.1 
6 82.3 2.2 78.0 2.1 87.4 1.1 80.7 1.2 
7 73.8 2.2 74.4 2.2 86.0 1.4 89.0 1.4 
8 80.7 2.2 77.9 2.4 85.0 1.1 86.4 1.1 
9 79.2 2.1 79.3 2.2 85.2 1.2 84.8 1.0 
10 80.7 2.4 80.2 2.5 87.3 1.1 85.5 1.1 
11 75.7 2.5 75.9 2.5 77.6 1.2 83.0 1.3 
12 77.5 2.3 75.1 2.4 85.2 1.2 84.9 1.1 
13 74.8 2.4 78.6 2.4 84.9 1.2 81.4 1.1 
14 77.5 2.5 77.4 2.1 88.5 1.3 84.2 1.2 
15 72.8 2.5 74.6 2.3 81.6 1.2 84.1 1.2 
16 54.6 2.0 54.8 2.0 64.0 1.1 59.9 1.2 
17 57.9 2.1 53.2 2.1 57.5 1.2 59.4 1.1 
18 48.5 2.1 45.8 2.2 60.7 1.2 62.5 1.1 
19 53.0 2.1 55.4 2.0 55.6 1.1 53.8 1.1 
20 58.8 2.0 54.7 2.2 59.7 1.4 61.1 1.6 
21 52.5 2.2 50.0 2.2 58.8 1.3 52.9 1.2 
22 54.9 2.0 54.5 2.0 59.8 1.1 57.7 1.1 
23 51.9 2.1 53.0 2.0 59.1 1.3 60.1 1.4 
24 51.2 2.1 55.0 1.9 64.3 1.1 64.3 1.1 
25 52.0 2.3 53.1 2.0 65.6 1.3 64.2 1.1 
26 51.1 2.2 52.5 2.0 58.7 1.3 60.2 1.0 
27 49.5 2.3 47.0 2.1 60.9 1.1 62.7 1.1 
28 49.8 2.0 55.6 2.1 55.0 1.2 52.9 1.0 
29 48.5 2.1 51.3 2.1 60.4 1.1 63.5 1.1 
30 44.9 2.3 47.5 2.2 60.9 1.3 56.7 1.0 
31 46.3 2.1 50.0 2.2 57.4 1.2 58.8 1.1 
32 86.7 3.0 90.7 2.9 95.5 1.2 90.0 1.6 
33 86.0 2.7 82.2 2.8 93.1 1.2 94.8 1.1 
34 82.8 2.7 79.3 2.7 92.3 1.4 88.8 1.2 
35 88.3 2.5 92.2 2.6 94.6 1.3 96.6 1.5 
36 89.8 2.9 85.9 3.0 94.5 1.3 94.2 1.4 
37 82.1 2.4 83.4 2.3 94.7 1.2 91.3 1.6 
38 83.2 2.5 86.3 2.5 90.4 1.3 90.0 1.2 
39 81.8 2.4 87.7 2.2 94.3 1.2 92.8 1.0 
40 82.0 2.4 85.8 2.6 92.7 1.2 94.7 1.1 
41 81.8 2.6 83.2 2.5 87.9 1.1 91.1 1.2 
42 84.4 2.6 85.3 2.7 91.2 1.3 96.3 1.1 
43 82.6 2.5 83.5 2.4 92.7 1.2 96.2 1.1 
44 87.5 2.7 83.7 3.0 91.6 1.2 87.8 1.2 
45 85.6 2.5 81.1 2.3 91.5 1.2 87.9 1.1 
46 89.6 2.6 80.1 2.5 90.4 1.3 88.9 1.2 
47 87.0 2.3 85.0 2.2 94.3 1.4 88.6 1.3 
48 70.4 2.5 71.0 2.3 80.8 1.4 77.4 1.1 
49 73.9 2.4 74.0 2.4 75.2 1.5 79.9 1.2 
50 74.1 2.3 76.0 2.3 82.8 1.4 79.0 1.5 
51 70.7 2.7 69.7 2.5 72.5 1.2 75.7 1.1 
52 72.4 2.5 76.0 2.4 66.1 1.3 79.2 1.4 
53 67.6 2.5 69.0 2.6 77.6 1.4 76.2 1.1 
54 68.5 2.5 72.8 2.3 75.7 1.3 71.8 1.3 
55 72.0 2.4 78.5 2.7 77.0 1.4 75.6 1.6 
56 66.7 2.4 66.3 2.4 78.8 1.3 76.8 1.2 
57 69.0 2.5 73.4 2.6 78.7 1.3 77.0 1.2 
58 76.7 2.5 70.3 2.4 77.7 1.3 80.3 1.2 
59 77.7 2.5 73.0 2.4 71.9 1.3 79.0 1.4 
60 71.5 2.4 70.4 2.7 75.6 1.4 77.0 1.6 
61 61.6 2.5 68.5 2.6 76.7 1.3 71.5 1.4 
62 75.0 2.5 72.0 2.4 73.5 1.2 76.8 1.6 
63 65.6 2.8 69.6 2.7 79.0 1.3 75.7 1.4 
64 75.1 1.9 74.7 1.9 81.7 1.1 84.1 1.0 
65 69.1 1.9 74.8 1.9 80.0 1.1 77.7 1.1 
66 76.5 1.9 78.9 2.0 77.0 1.1 79.4 1.1 
67 76.4 1.8 77.4 2.0 81.5 1.1 83.3 1.1 
68 77.9 1.8 82.6 1.8 78.4 1.3 83.5 1.1 
69 79.5 2.1 75.2 2.1 76.4 1.3 78.8 1.1 
70 78.4 1.9 76.8 1.8 78.5 1.2 75.6 1.5 
71 78.7 1.9 76.7 1.8 80.3 1.2 77.7 1.1 
72 80.9 2.1 80.6 2.0 84.9 1.2 81.5 1.1 
73 71.9 2.0 79.3 1.9 77.7 1.2 79.3 1.1 
74 75.8 1.9 79.4 1.8 71.0 1.3 84.2 1.2 
75 83.6 1.9 77.8 2.0 79.6 1.1 76.4 1.1 
76 77.1 1.9 80.9 2.1 82.6 1.3 84.5 1.1 
77 77.8 2.0 73.1 2.0 76.6 1.1 80.8 1.3 
78 77.5 1.9 76.7 1.9 81.8 1.3 77.9 1.3 
79 78.0 1.9 78.4 1.9 82.9 1.3 78.5 1.5 
80 80.4 4.0 75.9 4.4 85.0 1.4 81.2 1.2 
81 78.6 2.5 77.6 2.2 86.9 1.1 85.2 1.0 
82 76.1 2.9 78.7 3.2 81.9 1.3 84.4 1.4 
83 73.5 2.1 80.0 2.1 81.1 1.4 77.0 1.1 
84 83.4 2.4 78.6 2.5 82.5 1.3 80.0 1.4 
85 76.9 2.0 75.9 1.9 81.9 1.3 83.4 1.1 
86 74.7 2.5 79.2 2.4 77.3 1.2 81.3 1.4 
87 74.4 2.0 76.7 2.1 82.4 1.2 80.7 1.1 
88 75.4 2.4 75.9 2.1 84.5 1.2 81.8 1.2 
89 78.8 2.1 68.0 2.2 82.7 1.4 76.9 1.3 
90 75.2 2.2 76.2 2.1 82.2 1.4 78.5 1.5 
91 76.8 2.2 76.9 2.0 80.9 1.2 82.8 1.1 
92 74.5 2.2 80.0 2.1 81.8 1.5 78.5 1.3 
93 78.6 2.2 73.6 2.0 82.2 1.2 81.2 1.1 
94 75.3 2.0 70.7 2.0 81.7 1.2 83.3 1.1 
95 76.5 2.1 70.3 2.1 86.1 1.2 84.8 1.1 
96 85.8 2.3 88.9 2.1 85.7 1.2 87.0 1.2 
97 83.3 2.2 86.2 2.3 79.4 1.3 87.1 1.2 
98 81.2 2.3 84.5 2.2 84.4 1.2 90.3 1.5 
99 85.8 2.4 90.9 2.1 88.1 1.4 89.7 1.5 
100 83.2 2.2 87.7 2.2 90.5 1.3 87.7 1.5 
101 84.7 2.2 79.4 2.3 90.9 1.3 90.9 1.2 
102 84.4 2.3 81.3 2.3 84.2 1.2 88.4 1.4 
103 83.1 2.4 84.8 2.2 84.3 1.2 88.7 1.3 
104 86.1 2.2 87.0 2.4 87.0 1.2 84.9 1.1 
105 81.9 2.2 79.2 2.2 85.0 1.4 81.5 1.1 
106 90.2 2.4 88.8 2.2 84.9 1.3 91.0 1.4 
107 82.6 2.3 77.7 2.4 83.9 1.3 79.9 1.3 
108 77.5 2.3 79.9 2.3 90.0 1.3 88.1 1.4 
109 82.4 2.2 76.7 2.2 89.4 1.4 87.9 1.1 
110 88.2 2.4 81.4 2.3 84.5 1.2 87.2 1.1 
111 82.9 2.2 78.5 2.2 81.6 1.4 81.9 1.2 
112 80.1 2.1 83.6 2.1 81.9 1.2 85.4 1.3 
113 77.8 2.0 84.5 1.8 80.9 1.1 83.0 1.1 
114 81.4 2.1 76.1 1.9 84.3 1.2 82.0 1.1 
115 81.2 2.0 86.5 1.9 84.8 1.3 81.7 1.1 
116 74.6 1.9 78.9 1.9 80.8 1.1 84.0 1.0 
117 74.8 2.0 77.3 2.1 80.1 1.1 85.9 1.2 
118 72.1 2.1 79.6 2.1 83.4 1.3 77.8 1.3 
119 76.5 2.0 66.0 2.0 77.8 1.3 79.7 1.1 
120 73.3 1.8 73.2 1.9 84.4 1.1 78.8 1.4 
121 78.1 2.0 82.9 1.8 81.8 1.3 75.5 1.2 
122 79.7 1.9 82.3 1.9 82.3 1.2 80.7 1.0 
123 72.2 2.0 75.8 2.0 82.5 1.2 84.5 1.4 
124 83.2 1.9 79.5 2.1 77.9 1.2 79.8 1.0 
125 68.2 1.9 74.5 1.9 83.3 1.2 80.5 1.0 
126 77.8 2.0 76.4 1.9 78.0 1.1 76.4 1.0 
127 78.8 2.1 75.5 1.9 84.0 1.1 79.4 1.2 
