Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 781
1 791
2 793
3 794
4 776
5 775
6 786
7 788
8 788
9 796
10 777
11 698
12 784
13 786
14 790
15 785
16 793
17 793
18 775
19 782
20 783
21 785
22 778
23 763
24 772
25 784
26 773
27 782
28 788
29 792
30 784
31 778
32 775
33 795
34 797
35 788
36 791
37 789
38 789
39 785
40 800
41 800
42 786
43 787
44 808
45 800
46 790
47 799
48 767
49 762
50 749
51 752
52 749
53 760
54 763
55 764
56 760
57 764
58 766
59 755
60 760
61 746
62 760
63 774
64 760
65 779
66 768
67 777
68 757
69 769
70 764
71 769
72 780
73 761
74 758
75 763
76 774
77 777
78 768
79 767
80 785
81 774
82 786
83 778
84 793
85 748
86 783
87 785
88 762
89 771
90 769
91 788
92 788
93 744
94 770
95 783
96 786
97 781
98 782
99 788
100 778
101 735
102 768
103 780
104 776
105 772
106 761
107 772
108 778
109 769
110 772
111 775
112 983
113 782
114 1011
115 747
116 750
117 744
118 744
119 748
120 760
121 735
122 739
123 733
124 751
125 748
126 758
127 745
