Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 29 995
1 25 956
2 27 987
3 28 998
4 19 947
5 24 971
6 34 939
7 29 935
8 28 997
9 31 948
10 32 945
11 35 938
12 34 937
13 30 997
14 28 915
15 31 934
16 19 998
17 24 941
18 9 919
19 19 929
20 26 937
21 20 926
22 16 928
23 19 951
24 21 998
25 24 932
26 19 995
27 14 999
28 15 998
29 17 919
30 18 955
31 10 998
32 11 989
33 23 988
34 17 922
35 19 927
36 15 920
37 13 925
38 9 909
39 7 989
40 12 990
41 20 921
42 18 917
43 17 929
44 15 923
45 10 932
46 15 915
47 29 934
48 15 953
49 30 937
50 13 952
51 32 941
52 27 982
53 29 934
54 13 985
55 23 950
56 15 951
57 15 930
58 5 939
59 15 930
60 26 941
61 19 923
62 25 933
63 15 979
64 8 914
65 7 922
66 10 921
67 10 933
68 19 927
69 10 917
70 12 934
71 8 914
72 8 906
73 6 926
74 19 930
75 15 935
76 10 927
77 12 915
78 10 912
79 11 917
80 7 904
81 7 905
82 10 912
83 8 913
84 7 914
85 10 906
86 7 907
87 9 907
88 6 904
89 8 907
90 10 921
91 9 899
92 7 888
93 11 898
94 10 906
95 11 905
96 9 925
97 7 914
98 6 917
99 7 900
100 8 908
101 7 919
102 9 926
103 9 927
104 18 917
105 11 900
106 16 923
107 6 919
108 7 912
109 6 902
110 10 913
111 14 939
112 13 908
113 19 919
114 10 902
115 15 905
116 17 916
117 12 905
118 14 906
119 12 920
120 22 927
121 22 913
122 22 906
123 11 905
124 9 891
125 11 902
126 20 910
127 22 908
