Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 810
1 812
2 817
3 817
4 804
5 807
6 817
7 808
8 807
9 812
10 800
11 800
12 803
13 805
14 789
15 813
16 779
17 787
18 794
19 791
20 794
21 787
22 786
23 778
24 788
25 775
26 785
27 784
28 791
29 778
30 767
31 790
32 946
33 801
34 813
35 811
36 808
37 815
38 813
39 809
40 799
41 823
42 798
43 806
44 808
45 814
46 810
47 811
48 770
49 763
50 776
51 760
52 764
53 780
54 762
55 771
56 776
57 769
58 765
59 759
60 764
61 764
62 773
63 784
64 775
65 781
66 775
67 767
68 778
69 750
70 780
71 772
72 776
73 771
74 765
75 778
76 764
77 771
78 771
79 772
80 756
81 761
82 760
83 747
84 764
85 755
86 760
87 757
88 767
89 769
90 767
91 764
92 762
93 746
94 772
95 759
96 763
97 749
98 755
99 764
100 757
101 760
102 682
103 763
104 765
105 762
106 765
107 763
108 759
109 760
110 768
111 778
112 982
113 1011
114 994
115 1005
116 800
117 806
118 803
119 796
120 806
121 792
122 806
123 804
124 816
125 815
126 808
127 805
