Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 16 921
1 19 917
2 11 975
3 27 930
4 17 910
5 14 915
6 28 925
7 13 925
8 25 926
9 24 939
10 27 926
11 8 927
12 27 928
13 22 975
14 30 926
15 27 915
16 5 999
17 10 995
18 12 998
19 5 998
20 13 995
21 17 999
22 11 996
23 7 998
24 5 999
25 10 999
26 17 995
27 7 999
28 9 994
29 5 998
30 16 999
31 5 997
32 20 942
33 22 939
34 33 935
35 29 925
36 23 919
37 26 927
38 18 921
39 27 935
40 21 942
41 25 914
42 23 926
43 20 924
44 13 915
45 28 918
46 26 926
47 23 933
48 18 913
49 17 919
50 12 907
51 21 906
52 18 908
53 25 912
54 25 917
55 20 906
56 19 898
57 22 910
58 20 898
59 22 905
60 20 893
61 13 901
62 16 907
63 23 892
64 14 954
65 11 929
66 13 927
67 10 935
68 11 943
69 6 920
70 10 921
71 12 929
72 9 927
73 7 935
74 11 928
75 11 927
76 12 934
77 6 915
78 11 923
79 9 928
80 22 942
81 23 921
82 24 916
83 28 926
84 15 905
85 22 919
86 27 925
87 17 931
88 38 932
89 26 916
90 22 918
91 27 919
92 20 932
93 29 927
94 29 912
95 20 938
96 8 929
97 25 927
98 29 925
99 34 917
100 24 917
101 26 940
102 23 934
103 33 919
104 34 934
105 36 925
106 20 933
107 36 925
108 29 919
109 21 928
110 33 916
111 35 922
112 17 925
113 25 943
114 33 954
115 21 946
116 29 941
117 16 923
118 25 924
119 33 940
120 25 923
121 9 929
122 30 940
123 24 934
124 30 946
125 19 940
126 37 949
127 40 944
