Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 731
1 720
2 723
3 724
4 718
5 721
6 727
7 724
8 720
9 723
10 731
11 703
12 719
13 717
14 727
15 734
16 1019
17 729
18 736
19 728
20 732
21 737
22 734
23 719
24 745
25 737
26 724
27 737
28 730
29 728
30 715
31 738
32 764
33 755
34 753
35 767
36 761
37 764
38 764
39 759
40 763
41 767
42 754
43 768
44 762
45 770
46 769
47 763
48 899
49 753
50 763
51 762
52 755
53 758
54 767
55 764
56 757
57 764
58 759
59 766
60 762
61 759
62 758
63 755
64 749
65 748
66 749
67 755
68 736
69 736
70 744
71 743
72 823
73 741
74 743
75 734
76 745
77 754
78 909
79 744
80 793
81 813
82 800
83 802
84 810
85 791
86 803
87 800
88 792
89 819
90 806
91 800
92 800
93 797
94 785
95 795
96 710
97 696
98 708
99 718
100 704
101 711
102 703
103 717
104 714
105 719
106 717
107 714
108 723
109 709
110 728
111 722
112 964
113 806
114 822
115 816
116 813
117 847
118 827
119 823
120 821
121 809
122 815
123 826
124 824
125 824
126 821
127 823
