Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  118.0  3.4  -0.8  3.1  72.1  121.3  1.4  2.8  1.2  11.6  6112  14.0499  6120  13.5224 
 1  126.8  3.2  -4.5  2.7  53.3  122.1  2.0  2.0  1.3  5.0  2920  13.6963  2864  14.3108 
 2  124.0  1.9  2.6  1.6  21.1  121.5  1.7  -1.7  1.5  15.9  548  13.3169  557  14.0296 
 3  128.3  2.8  -2.6  2.5  47.8  127.4  1.2  -0.9  1.1  9.1  4038  14.4903  4114  14.0543 
 4  118.4  3.9  5.7  4.1  140.7  129.6  1.8  -5.5  1.9  28.0  6187  12.9775  6201  12.8619 
 5  120.9  3.5  3.9  2.4  46.7  126.6  3.6  -4.0  2.6  45.6  6157  13.175  6161  13.1951 
 6  121.9  1.8  2.2  1.5  16.9  128.9  0.9  -1.5  0.7  3.4  0 0 0 0
 7  131.9  2.6  -6.8  3.2  80.6  119.1  2.4  0.7  2.5  28.6  271  14.238  271  13.2772 
 8  124.4  1.7  -0.2  1.2  9.9  127.3  4.4  -3.3  3.1  66.5  0 0 0 0
 9  132.0  1.0  -8.6  0.8  4.5  120.8  2.3  4.6  1.9  26.6  4524  13.8249  4542  14.1166 
 10  126.4  1.7  -2.6  1.8  26.3  124.1  1.5  0.9  1.5  18.4  6228  13.4648  6221  13.6825 
 11  119.3  3.0  1.5  2.4  44.6  121.5  3.2  1.4  2.4  42.3  0 0 0 0
 12  117.1  3.3  4.5  2.2  33.8  119.0  1.8  3.0  1.2  10.0  0 0 0 0
 13  120.2  1.9  4.3  1.2  11.3  126.4  2.1  -1.9  1.4  12.7  6136  13.9165  6124  13.898 
 14  130.1  3.9  -8.0  3.2  71.7  129.2  3.0  2.5  2.4  41.3  0 0 0 0
 15  125.1  5.8  -4.1  5.4  221.5  124.3  2.0  -0.7  1.8  26.1  851  14.8963  882  14.3232 
 16  135.5  5.4  2.4  6.4  352.4  126.3  1.4  -3.6  1.8  26.2  4625  13.5413  4635  13.9025 
 17  132.1  4.5  -7.4  5.7  237.5  129.1  4.5  -1.5  5.4  226.0  940  13.3308  932  13.8117 
 18  125.1  2.3  -0.4  2.4  43.1  125.9  1.6  0.7  1.6  20.5  380  13.0042  419  14.0264 
 19  125.8  2.1  0.7  1.9  28.6  125.7  1.5  1.6  1.4  14.5  0 0 0 0
 20  127.5  4.8  -2.7  3.8  114.4  127.6  4.8  -4.9  4.0  110.4  456  13.7449  469  13.782 
 21  117.5  3.2  -2.9  3.5  100.3  123.8  1.8  14.7  1.7  26.1  3886  14.545  3914  13.6941 
