Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 77.0 3.1 78.3 3.1 84.7 1.3 79.6 1.3 
1 76.6 3.2 82.3 3.1 83.8 1.3 89.0 1.3 
2 86.8 3.2 78.7 3.0 80.8 1.6 77.2 1.2 
3 74.1 2.9 80.7 3.1 86.6 1.3 84.5 1.2 
4 81.4 3.2 79.0 3.1 89.7 1.5 83.6 1.3 
5 85.8 3.2 82.8 3.1 88.3 1.5 85.0 1.1 
6 79.2 3.3 80.3 3.1 85.9 1.4 81.9 1.4 
7 80.3 3.3 79.5 3.0 83.0 1.6 85.1 1.5 
8 74.7 3.3 75.4 3.0 90.8 1.4 88.5 1.2 
9 81.1 3.0 82.4 2.9 85.1 1.4 83.9 1.6 
10 83.1 3.1 82.0 3.1 86.4 1.5 82.4 1.6 
11 80.3 3.0 77.7 3.2 86.4 1.4 89.5 1.7 
12 82.4 3.1 81.6 3.1 90.5 1.4 88.1 1.2 
13 79.1 3.0 71.3 3.0 81.9 1.3 83.6 1.2 
14 84.6 3.1 75.0 3.1 86.9 1.4 84.0 1.5 
15 76.2 3.1 78.2 3.1 89.0 1.4 82.3 1.6 
16 71.3 2.3 67.9 2.3 78.0 1.4 72.0 1.2 
17 69.2 2.7 69.2 2.4 76.4 1.2 71.5 1.2 
18 65.5 2.6 63.6 2.5 69.0 1.2 72.0 1.2 
19 65.4 2.7 67.9 2.4 82.0 1.4 80.7 1.1 
20 66.6 2.6 69.7 2.6 75.0 1.3 76.6 1.2 
21 63.5 2.7 64.1 2.4 78.9 1.2 76.9 1.1 
22 65.4 2.8 70.0 2.5 70.0 1.4 77.7 1.3 
23 65.7 2.6 62.8 2.5 74.1 1.4 74.9 1.2 
24 66.5 2.6 67.3 2.3 75.9 1.2 73.6 1.2 
25 66.9 2.5 76.2 2.3 73.9 1.3 76.2 1.2 
26 66.0 2.4 65.5 2.7 72.3 1.2 72.3 1.6 
27 65.5 2.6 65.4 2.4 74.7 1.3 73.1 1.1 
28 65.8 2.4 66.1 2.3 75.9 1.2 74.3 1.5 
29 63.0 2.5 69.2 2.5 71.3 1.3 75.9 1.2 
30 65.5 2.4 63.6 2.3 77.5 1.2 79.3 1.1 
31 66.6 2.5 69.2 2.5 78.7 1.2 77.4 1.1 
32 73.8 3.0 76.1 3.1 74.3 1.3 73.2 1.2 
33 79.0 2.7 74.3 2.6 76.8 1.2 80.8 1.4 
34 69.1 3.0 72.8 2.9 75.2 1.4 79.8 1.1 
35 70.5 2.7 74.7 2.4 80.8 1.4 77.5 1.1 
36 72.5 3.0 67.8 3.0 79.9 1.2 75.1 1.5 
37 70.5 2.4 71.2 2.6 79.1 1.4 80.2 1.0 
38 71.4 2.7 70.1 2.8 79.8 1.4 83.2 1.1 
39 77.0 2.3 74.9 2.5 84.2 1.1 80.8 1.1 
40 71.8 2.6 70.2 2.5 82.8 1.3 86.7 1.0 
41 73.0 2.6 69.4 2.7 85.2 1.4 80.9 1.2 
42 79.5 2.8 72.0 2.8 84.9 1.2 78.2 1.4 
43 73.4 2.5 71.1 2.6 76.4 1.2 81.5 1.3 
44 72.6 2.9 75.9 2.7 84.1 1.2 79.6 1.3 
45 69.3 2.3 67.7 2.7 78.6 1.4 68.6 1.2 
46 77.3 2.5 69.8 2.5 79.5 1.2 76.3 1.2 
47 68.0 2.4 66.0 2.5 79.4 1.2 75.9 1.3 
48 69.1 2.6 70.3 2.5 76.9 1.2 79.8 1.3 
49 75.1 2.6 72.7 2.5 76.4 1.4 76.1 1.1 
