Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 6 996
1 7 996
2 12 999
3 5 993
4 10 998
5 13 997
6 5 997
7 14 997
8 5 998
9 6 994
10 13 989
11 7 999
12 11 995
13 5 983
14 15 996
15 12 994
16 13 999
17 8 998
18 8 996
19 7 998
20 11 999
21 14 992
22 6 999
23 13 995
24 6 999
25 6 994
26 13 997
27 6 997
28 15 997
29 12 994
30 11 993
31 6 999
32 7 999
33 11 997
34 11 998
35 7 992
36 11 979
37 9 999
38 14 994
39 5 997
40 11 991
41 21 995
42 13 985
43 8 996
44 6 983
45 9 986
46 13 994
47 14 999
48 8 996
49 15 996
50 14 995
51 6 997
52 5 997
53 9 968
54 27 992
55 30 992
56 23 998
57 18 993
58 31 996
59 12 977
60 30 968
61 31 993
62 18 996
63 15 993
64 17 933
65 13 931
66 15 926
67 9 925
68 12 945
69 9 924
70 13 929
71 17 941
72 10 926
73 14 929
74 18 932
75 20 920
76 10 927
77 12 916
78 15 930
79 20 934
80 10 917
81 6 907
82 11 918
83 9 913
84 8 932
85 7 894
86 6 909
87 7 908
88 8 909
89 9 913
90 9 911
91 9 917
92 6 908
93 8 903
94 8 910
95 9 924
96 6 908
97 11 926
98 10 920
99 8 920
100 12 923
101 12 914
102 10 920
103 9 922
104 7 942
105 15 908
106 7 914
107 7 935
108 7 914
109 10 921
110 15 912
111 13 954
112 14 915
113 17 935
114 17 926
115 13 909
116 20 926
117 22 914
118 20 937
119 20 922
120 26 916
121 23 939
122 17 925
123 11 922
124 25 929
125 23 923
126 24 929
127 33 927
