Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 724
1 732
2 719
3 716
4 716
5 937
6 729
7 728
8 719
9 719
10 719
11 703
12 720
13 715
14 718
15 715
16 761
17 755
18 754
19 751
20 766
21 760
22 759
23 759
24 764
25 762
26 763
27 744
28 751
29 761
30 747
31 753
32 727
33 733
34 739
35 738
36 743
37 739
38 728
39 738
40 738
41 741
42 741
43 736
44 747
45 738
46 747
47 734
48 757
49 728
50 745
51 738
52 749
53 736
54 724
55 732
56 737
57 735
58 739
59 736
60 717
61 740
62 723
63 750
64 981
65 752
66 758
67 739
68 751
69 755
70 740
71 743
72 744
73 731
74 743
75 747
76 754
77 750
78 739
79 759
80 753
81 760
82 763
83 751
84 758
85 744
86 750
87 754
88 735
89 753
90 761
91 756
92 752
93 748
94 734
95 740
96 731
97 682
98 735
99 718
100 720
101 698
102 719
103 735
104 740
105 730
106 725
107 727
108 723
109 702
110 735
111 729
112 957
113 732
114 745
115 746
116 744
117 748
118 882
119 745
120 747
121 741
122 735
123 744
124 740
125 741
126 735
127 742
