Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  128.2  2.0  -4.8  1.8  24.2  124.1  2.8  -0.1  2.4  45.5  6137  13.6577  6128  12.9225 
 1  124.2  3.4  -7.0  2.9  59.7  142.0  2.0  -8.3  1.3  5.2  2953  13.5544  2865  13.0608 
 2  117.0  2.6  2.4  2.1  37.5  115.5  3.4  -0.9  2.9  60.7  406  13.3823  443  13.6682 
 3  129.8  2.9  -2.6  2.6  53.5  124.6  2.8  -1.8  2.6  50.9  3991  13.2246  3997  13.5431 
 4  121.1  1.6  -1.1  1.7  22.6  120.9  1.2  -0.2  1.3  12.8  5960  12.7002  6004  12.5924 
 5  120.0  3.1  2.9  2.1  36.1  120.9  1.8  -3.6  1.3  11.4  6154  13.148  6151  13.1123 
 6  123.2  1.9  -2.1  1.5  18.5  129.4  1.8  -2.9  1.4  14.8  0 0 0 0
 7  126.3  1.5  -6.7  1.9  28.2  119.7  3.0  0.1  3.1  43.0  223  13.4106  233  12.796 
 8  128.2  3.1  -1.8  2.1  31.6  132.2  2.9  -7.6  2.0  27.7  0 0 0 0
 9  129.8  2.2  -10.6  1.9  24.2  124.8  1.1  1.7  0.9  6.2  4455  13.3154  4564  13.8719 
 10  125.4  3.1  -4.8  3.4  87.4  125.9  1.8  -1.7  1.9  26.7  6247  12.7673  6274  13.0536 
 11  119.1  2.6  0.5  2.1  33.8  122.2  4.4  -2.3  3.3  82.9  0 0 0 0
 12  123.1  3.2  -0.1  2.1  31.8  121.8  1.9  0.0  1.2  11.0  0 0 0 0
 13  123.4  1.3  -0.4  0.8  5.1  121.7  2.8  -1.9  1.8  21.5  6158  12.9099  6163  13.2267 
 14  126.8  3.3  -7.5  2.8  53.0  129.0  6.9  -2.3  5.4  211.3  0 0 0 0
 15  128.9  5.1  -6.3  4.8  172.6  120.7  1.4  -2.6  1.3  13.3  955  13.5631  900  14.1678 
 16  111.7  6.9  11.1  8.2  576.7  109.0  4.2  4.7  5.5  237.2  4088  13.3791  4122  12.9605 
 17  130.0  2.3  -12.2  2.8  59.5  129.4  4.2  -0.9  5.0  194.6  814  13.2467  790  13.741 
 18  118.1  1.6  0.9  1.7  22.6  121.7  1.8  0.8  1.8  25.9  245  13.5073  240  13.372 
