Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 33 931
1 40 922
2 37 927
3 35 945
4 41 951
5 33 949
6 35 936
7 31 904
8 46 941
9 44 928
10 36 920
11 38 934
12 43 928
13 42 930
14 38 935
15 45 934
16 19 919
17 15 939
18 13 918
19 16 918
20 10 932
21 13 938
22 11 923
23 18 915
24 9 913
25 9 929
26 8 927
27 13 925
28 15 916
29 22 926
30 22 921
31 23 923
32 35 948
33 37 948
34 29 932
35 30 928
36 29 944
37 35 945
38 20 929
39 28 958
40 37 941
41 36 958
42 39 960
43 27 941
44 36 949
45 27 942
46 34 950
47 33 939
48 39 940
49 35 954
50 41 925
51 42 925
52 31 938
53 44 941
54 45 956
55 36 932
56 42 925
57 31 929
58 39 920
59 41 938
60 50 934
61 43 940
62 43 934
63 51 944
64 27 936
65 25 927
66 29 929
67 29 920
68 28 929
69 20 920
70 29 942
71 33 933
72 25 941
73 29 921
74 24 944
75 29 922
76 38 948
77 28 920
78 31 933
79 36 968
80 29 943
81 34 930
82 32 937
83 23 952
84 34 932
85 23 917
86 33 935
87 33 941
88 33 936
89 30 947
90 23 922
91 36 946
92 33 924
93 35 929
94 38 929
95 32 949
96 12 932
97 19 925
98 15 921
99 22 934
100 14 931
101 23 928
102 15 927
103 21 926
104 21 924
105 16 939
106 13 920
107 13 940
108 20 913
109 11 901
110 23 924
111 26 942
112 17 929
113 15 931
114 22 929
115 22 940
116 14 920
117 12 927
118 13 907
119 18 944
120 13 910
121 23 918
122 15 921
123 12 911
124 12 900
125 12 917
126 21 922
127 19 907
