Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 19 999
1 8 998
2 6 999
3 10 999
4 9 995
5 13 999
6 14 998
7 8 998
8 13 998
9 13 997
10 10 997
11 14 999
12 14 995
13 13 999
14 16 995
15 18 977
16 7 999
17 24 999
18 15 998
19 8 999
20 6 996
21 30 998
22 30 993
23 6 998
24 30 997
25 26 999
26 8 991
27 26 999
28 15 996
29 11 996
30 24 997
31 31 998
32 8 998
33 11 991
34 19 979
35 14 998
36 6 999
37 14 997
38 17 998
39 8 998
40 9 999
41 11 957
42 9 993
43 9 997
44 20 999
45 15 995
46 12 988
47 14 999
48 9 998
49 6 999
50 17 996
51 18 997
52 7 998
53 24 998
54 24 999
55 17 997
56 7 997
57 12 999
58 23 999
59 23 999
60 10 992
61 21 997
62 29 998
63 20 996
64 6 927
65 25 944
66 22 922
67 35 941
68 26 957
69 29 942
70 26 948
71 27 991
72 38 944
73 28 935
74 35 942
75 33 937
76 18 942
77 42 957
78 45 942
79 21 938
80 24 995
81 41 951
82 28 942
83 29 952
84 34 939
85 36 945
86 33 941
87 35 938
88 18 944
89 40 953
90 31 925
91 33 943
92 23 942
93 29 947
94 41 941
95 31 942
96 7 906
97 13 917
98 10 912
99 17 912
100 13 921
101 22 911
102 20 917
103 9 964
104 8 903
105 11 916
106 9 906
107 16 926
108 19 917
109 18 912
110 15 920
111 19 969
112 5 986
113 29 926
114 28 927
115 35 929
116 35 944
117 20 919
118 22 929
119 30 931
120 29 931
121 26 928
122 24 915
123 37 930
124 29 922
125 32 923
126 25 914
127 35 964
