Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  119.9  1.7  -4.8  1.6  18.7  121.7  2.0  0.3  1.8  23.5  6249  13.1209  6255  12.7278 
 1  130.2  4.2  -11.8  3.5  90.7  134.2  1.5  -9.1  1.0  2.9  3304  13.4637  3290  13.1358 
 2  114.9  3.3  3.6  2.7  63.4  119.5  1.9  -5.2  1.7  20.1  521  13.2558  491  13.9438 
 3  125.2  2.5  -2.8  2.2  37.8  120.5  2.1  -1.4  1.9  27.7  3931  13.8451  3981  13.4507 
 4  116.2  1.5  -1.0  1.6  22.2  116.7  1.3  -2.7  1.4  15.6  6308  12.2536  6308  12.0976 
 5  123.3  4.4  -2.5  3.1  75.2  121.8  2.3  -6.0  1.7  18.3  6283  12.8092  6294  12.677 
 6  121.5  2.1  -1.1  1.7  23.1  121.8  1.3  -4.1  1.0  7.4  0 0 0 0
 7  127.1  3.4  -10.9  4.1  135.2  116.7  2.5  -0.7  2.6  29.6  235  13.1378  225  12.7353 
 8  131.8  2.6  -8.1  1.8  23.7  124.0  1.5  -2.7  1.0  7.5  0 0 0 0
 9  125.5  2.3  -7.6  1.9  26.6  120.6  1.7  0.4  1.4  14.3  4792  13.0469  4746  13.349 
 10  122.4  2.3  -5.2  2.5  46.8  120.2  1.2  -0.8  1.2  11.5  6353  12.5718  6343  12.7893 
 11  119.3  2.0  -3.5  1.6  19.7  112.8  2.5  1.6  1.9  26.6  0 0 0 0
 12  122.9  4.6  -2.0  3.0  64.5  120.5  2.4  -2.2  1.6  18.1  0 0 0 0
 13  119.4  2.2  0.6  1.4  14.1  115.4  3.1  -0.2  2.0  26.3  6271  13.1085  6252  13.2054 
 14  109.9  3.9  2.2  3.2  71.4  117.2  2.5  -1.7  2.0  28.4  0 0 0 0
 15  122.2  3.7  -2.9  3.5  91.6  114.2  2.1  2.9  1.9  28.6  845  14.2801  821  14.6116 
 16  116.6  4.5  9.9  5.4  246.3  117.4  3.3  0.6  4.3  146.8  4714  12.8019  4666  12.832 
 17  124.8  2.9  -7.1  3.6  95.6  121.3  4.7  3.9  5.6  247.1  1032  13.4413  1035  13.6639 
 18  123.4  4.4  -3.1  4.6  165.3  121.8  2.2  -0.8  2.2  39.0  378  12.3669  379  13.0091 
 19  122.2  1.2  2.5  1.1  10.0  123.7  0.4  -2.6  0.4  1.2  0 0 0 0
 20  122.6  2.6  0.4  2.0  32.9  120.2  2.5  -2.8  2.1  29.9  517  13.4191  474  13.848 
 21  109.7  4.1  5.3  4.5  165.9  123.7  2.2  8.4  2.2  41.3  4136  13.4542  4189  12.3994 
 22  115.7  2.5  3.8  2.2  41.3  123.0  1.6  2.3  1.4  14.4  0  0  0  0 
 23  116.1  4.5  3.2  3.2  78.7  123.4  2.1  1.3  1.5  15.4  0 0 0 0
 24  120.0  2.7  1.3  3.4  89.4  127.9  4.7  -3.0  5.9  255.6  6292  13.3659  6290  13.3213 
 25  124.4  3.1  -1.7  4.3  149.2  121.2  3.1  -1.9  4.3  147.1  5829  13.6385  5852  13.4728 
